product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence
424543,"Kodujuust TERE klassikaline, 380g",,,,,,dairy_eggs_fats,dairy_cottage_quark,high
424544,Kuiv.kanafilee tšilli CHICK&GO 30g viil,,,"Barbora, Maxima",,,meat_fish,meat_poultry,high
424545,Kohupiimakreem ALMA maasika-vahukom.150g,,,,,,dairy_eggs_fats,dairy_cottage_quark,high
424547,Koorejäätis ONU ESKIMO kirsi vahvlik.87g,,,,,,dairy_eggs_fats,dairy_cream_sourcream,high
424548,"Vegan nagitsad GARDEN GOURMET,200g",,,"Barbora, Maxima",,,other,dry_other,fallback
424549,"Kohuke TERE jõhvika šok.glasuur., 40g",,,"Barbora, Maxima",,,produce,produce_berries,high
424550,"Küps.kanapihvid burgeritele PORMET,250g",,,"Barbora, Maxima",,,meat_fish,meat_poultry,high
424552,Siider SOMERSBY Õun 4.5% 330ml,,,"Barbora, Maxima",,,drinks,drinks_beer_cider,high
424553,"Kohuke TERE vanilli multipakk, 7x40g",,,,,,other,dry_other,fallback
424554,"Kuumsuit.heeringa seljad OCEAN MAP, 400g",,,"Barbora, Maxima",,,meat_fish,fish_fresh,high
424555,"Kohuke TERE vanilli šok.glas., 40g",,,,,,other,dry_other,fallback
424556,"Majonees FELIX Klassikaline 45%, 830g",,,,,,sauces_oils,sauces_ketchup_mayo,high
424557,Majonees TARPLAN Provansaal 50%430g tops,,,,,,sauces_oils,sauces_ketchup_mayo,high
424558,"Majonees TARPLAN Provansaal 50%, 450g",,,,,,sauces_oils,sauces_ketchup_mayo,high
424559,"Paprika GRIKIOS juustuga ,200/150g",,,"Barbora, Maxima",,,dairy_eggs_fats,dairy_cheese_slices,high
424560,"Suitsujuust MO SAAREMAA Kadaka, 500g",,,"Barbora, Maxima",,,dairy_eggs_fats,dairy_cheese_slices,high
424561,"Br.tiiva keskosa WELL DONE ABta,500g",,,"Barbora, Maxima",,,other,dry_other,fallback
424563,"Tarretis JÄNKS vaarikamaitseline, 150g",,,,,,produce,produce_berries,high
424564,"Kuumsuits. kanavorst PORMET, 100g viil",,,"Barbora, Maxima",,,meat_fish,meat_poultry,high
424565,Br.šašlõkk jogurtimarin.RANNAMÕISA 680g,,,"Barbora, Maxima",,,dairy_eggs_fats,dairy_yogurt_kefir,high
424566,Br.tiivad.vürtsikas teriyak.mar.WD 400g,,,"Barbora, Maxima",,,world_spices,spices_herbs_spice_mix,high
