product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence,final_food_group,final_sub_code,final_confidence,change_reason
458,"Värska Mineraal 6-pakk, 9l",Värska Mineraal,9l,"Coop, Prisma, Selver",,,other,dry_other,fallback,drinks,drinks_water,high,proposed_group_invalid;override_with_name_rules
490,"Värska mineraal 1,5L",Värska,1.5L,"Coop, Prisma, Selver",,,other,dry_other,fallback,drinks,drinks_water,high,proposed_group_invalid;override_with_name_rules
123725,"Ämber 10l, KEEEPER, 1 tk",,,Selver,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
123726,"Ämber 5l, KEEEPER, 1 tk",ETC KODU OÜ,,Selver,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
123727,"Sea kaelakarbonaad, RAKVERE LK, kg",MAAG EESTI AS,,"Rimi, Selver",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
123730,"Füsioloogiline lahus (nina, silmad), BEL BABY, 30 tk",URSUS OÜ,,Selver,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
123731,Gato Blanco Sauvignon Blanc 75 cl,MEDIATO AS,,Selver,,,other,dry_other,fallback,drinks,drinks_wine,high,proposed_group_invalid;override_with_name_rules
123742,"Sea välisfilee kamaraga, RAKVERE LK, kg",RAKVERE LIHAKOMBINAAT AS,,Selver,,,meat_fish,meat_other,heuristic,meat_fish,meat_other,heuristic,
123743,"Grill-liha BBQ mureli kaelakarbonaadist, RANNAROOTSI, 500 g",,,Selver,,,meat_fish,meat_other,heuristic,drinks,drinks_spirits,high,override_with_name_rules
123744,"Sea välisfilee, RAKVERE, kg",MAAG EESTI AS,,"Rimi, Selver",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
123756,"Sea välisfileest minutipihvid, SELVER, kg",SELVER AS,,Selver,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
123758,Geargian Valleys Saperavi 75 cl,PRIKE AS,,Selver,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
123760,"Kõrvitsakuubid, PÕLTSAMAA, 3,1 kg, ettetellimisel",ORKLA EESTI AS,,Selver,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
123761,"Suvikõrvits roheline, kg",Määramata,,"Barbora, Maxima, Rimi, Selver",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
123764,Georgian Valleys Alazani Valley red 75 cl,PRIKE AS,,Selver,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
123765,"Külmutatud EHE mini-pelmeenid, RANNAROOTSI EHE, 350 g",RANNAROOTSI LIHATÖÖSTUS AS,,"Barbora, Coop, Maxima, Rimi, Selver",,,meat_fish,meat_other,heuristic,drinks,drinks_spirits,high,override_with_name_rules
123770,"Magus muretainas, EESTI PAGAR, 500 g",EESTI PAGAR AS,,Selver,,,other,dry_other,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
123784,Goru Blanco 75 cl,ANORA ESTONIA AS,,Selver,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
123786,"Kaukaasiapärane grill-liha seavälisfileest, RAKVERE, 600 g",MAAG EESTI AS,,Selver,,,meat_fish,meat_other,heuristic,drinks,drinks_spirits,high,override_with_name_rules
123788,"Valge redis pakitud, kg",Määramata,,Selver,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
123789,"Ämber 5l, KEEEPER, 1 tk",ETC KODU OÜ,,Selver,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
