product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence,final_food_group,final_sub_code,final_confidence,change_reason
148294,Louis Jadot L.J Bourgogne Chardonnay 2006 75 cl,LIVIKO AS,,Selver,,,drinks,drinks_wine,high,drinks,drinks_wine,high,
148295,Luigi Gighetti Valpolicella Ripasso CampoliettiI 75 cl,LIVIKO AS,,Selver,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
148296,Lyngrove Collection Chenin Blanc 75 cl,BESTWINE OÜ,,Selver,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
148297,Lyngrove Collection Pinotage 75 cl,BESTWINE OÜ,,Selver,,,drinks,drinks_wine,high,drinks,drinks_wine,high,
148298,"Maapähkel kooritud, SELVER, 400 g",ALIS CO ESTONIA OÜ,,Selver,,,dairy_eggs_fats,dairy_cream_sourcream,high,drinks,drinks_spirits,high,override_with_name_rules
148299,"Maapähkel, SELVER, 400 g",ALIS CO ESTONIA OÜ,,Selver,,,other,dry_other,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
148300,"Viski Haig Club Clubman, HAIG CLUB, 70 cl",PRIKE AS,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
148301,Viski Hatozaki Blended 70 cl,INTERALTUS OÜ,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
148302,"Viski JACK DANIEL`S Gentlemen Jack, 70cl",LIVIKO AS,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
148303,"Viski JACK DANIEL`s Tennesee, 50 cl",,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
148304,"Viski JACK DANIEL`s Tennesee, 70cl",LIVIKO AS,,"Coop, Selver",,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
148305,"Viski JAMESON Irish, 50 cl",PERNOD RICARD ESTONIA OÜ,,"Coop, Selver",,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
148306,"Viski JAMESON Irish, 70 cl",PERNOD RICARD ESTONIA OÜ,,"Coop, Selver",,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
148307,"Viski JAMESON Stout Edition, 70 cl",PERNOD RICARD ESTONIA OÜ,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
148308,"Viski JIM BEAM Bourbon, 50 cl",AMBER DISTRIBUTION ESTONIA OÜ,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149320,Viski Jim Beam White Label 20 cl,AMBER DISTRIBUTION ESTONIA OÜ,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149321,"Viski JIM BEAM White Label, 70 cl",AMBER DISTRIBUTION ESTONIA OÜ,,"Coop, Rimi, Selver",,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149322,"Viski JOHNNIE WALKER Black Label, 70 cl",PRIKE AS,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149323,"Viski JOHNNIE WALKER Red Label, 50 cl",PRIKE AS,,"Coop, Selver",,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149324,"Viski JOHNNIE WALKER Red Label, 70 cl",PRIKE AS,,"Coop, Selver",,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149325,Viski LABEL 5 Bourbon Barrel Scotch 70 cl,MEDIATO AS,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149326,"Viski LAGAVULIN 8YO Single Islay Malt karbis, 70 cl",PRIKE AS,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149327,"Viski LATITUDE 55, 50 cl",ANORA ESTONIA AS,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149328,"Viski SCOTTISH LEADER, 100 cl",MV EESTI OÜ,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149329,"Viski SCOTTISH LEADER, 50 cl",MV EESTI OÜ,,"Coop, Selver",,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149330,"Viski SCOTTISH LEADER, 70 cl",MV EESTI OÜ,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149331,"Viski SINGLETON 12YO Single Malt, 70 cl",PRIKE AS,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149332,Viski THE DUBLINER Irish Whiskey 70cl,ANORA ESTONIA AS,,"Rimi, Selver",,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149333,"Viski THE GLENLIVET Founder´s Reserve Single Malt Scotch, 70 cl",PERNOD RICARD ESTONIA OÜ,,"Rimi, Selver",,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149334,Viski THE WHISTLER Double Oaked 70cl,MV EESTI OÜ,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149335,"Viski TULLAMORE, 70 cl",AMBER DISTRIBUTION ESTONIA OÜ,,"Coop, Selver",,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149336,"Viskiliköör JACK DANIEL'S Tennessee Fire, 70cl",LIVIKO AS,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149337,"Viskiliköör JACK DANIEL`S Tennessee Honey, 50 cl",LIVIKO AS,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149338,"Vitamiinijook Active, VITAMIN WELL, 500 ml",GKR TRADE OÜ,,"Coop, Selver",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
149339,"Vitamiinijook Celebrate, VITAMIN WELL, 500 ml",GKR TRADE OÜ,,"Coop, Selver",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
149340,"Vitamiinijook Defence granaatõuna ja hibiskuse, CARE LAB DIVAS, 400 ml",SELVER AS,,Selver,,,produce,produce_apples_pears,high,produce,produce_tropical,high,override_with_name_rules
149341,"Vitamiinijook Enhance, VITAMIN WELL, 500 ml",GKR TRADE OÜ,,"Coop, Selver",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
149342,"Vitamiinijook Fit Vibe magusainetega, VITAMINERAL, 500 ml",A. LE COQ AS,,"Coop, Selver",,,bakery,bakery_buns_croissants,high,bakery,bakery_buns_croissants,high,
149343,"Vitamiinijook Goij-Granaatõun, VÄRSKA WELL, 568 ml",SAKU ÕLLETEHASE AS,,Selver,,,produce,produce_apples_pears,high,produce,produce_tropical,high,override_with_name_rules
149344,"Vitamiinijook Mustsõstar-Münt, VÄRSKA WELL, 568 ml",SAKU ÕLLETEHASE AS,,Selver,,,produce,produce_berries,high,produce,produce_berries,high,
149345,"Vitamiinijook Prepare, VITAMIN WELL, 500 ml",GKR TRADE OÜ,,"Coop, Selver",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
149346,"Vitamiinijook Relax, VITAMINERAL, 500 ml",A. LE COQ AS,,"Coop, Selver",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
149347,"Vitamiinisalat, SELVERI KÖÖK, 200 g",KULINAARIA OÜ,,Selver,,,produce,produce_herbs_salads_sprouts,high,drinks,drinks_spirits,high,override_with_name_rules
149348,"Vitamiinisalat, SELVERI KÖÖK, 500 g",KULINAARIA OÜ,,Selver,,,produce,produce_herbs_salads_sprouts,high,drinks,drinks_spirits,high,override_with_name_rules
149349,"Vitaminijook Reload, VITAMIN WELL, 500 ml",GKR TRADE OÜ,,"Coop, Selver",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
149350,"Vitaminijook sidruni-kaktuse Upgrade, VITAMIN WELL, 500 ml",GKR TRADE OÜ,,"Coop, Selver",,,produce,produce_tropical,high,produce,produce_tropical,high,
149351,"Võileivakurk, PÕLTSAMAA, 3,1 kg, ettetellimisel",ORKLA EESTI AS,,Selver,,,dairy_eggs_fats,dairy_butter_margarine,high,dairy_eggs_fats,dairy_butter_margarine,high,
149353,"Võileivakurk, SALVEST, 290g neto",,,Selver,,,dairy_eggs_fats,dairy_butter_margarine,high,dairy_eggs_fats,dairy_butter_margarine,high,
149354,"Võileivatort maasuitsusingiga, SELVERI KÖÖK, 500 g",KULINAARIA OÜ,,Selver,,,dairy_eggs_fats,dairy_butter_margarine,high,drinks,drinks_spirits,high,override_with_name_rules
149355,"Võileivavaagen, SELVERI KÖÖK, 840 g, ettetellimisel",KULINAARIA OÜ,,Selver,,,dairy_eggs_fats,dairy_butter_margarine,high,drinks,drinks_spirits,high,override_with_name_rules
149356,"Võiroos, SELVERI PAGARID, ca 70 g",EESTI PAGAR AS,,Selver,,,dairy_eggs_fats,dairy_butter_margarine,high,drinks,drinks_spirits,high,override_with_name_rules
149357,"Vürts lõhnav pipar, ANATOLS, 15 g",SPENCER OÜ,,"Coop, Selver",,,world_spices,spices_basic_salt_pepper,high,drinks,drinks_spirits,high,override_with_name_rules
149358,"Vürts, SANTA MARIA, 15 g",SANTA MARIA AS,,"Coop, Selver",,,world_spices,spices_herbs_spice_mix,high,drinks,drinks_spirits,high,override_with_name_rules
149359,"Vürtsikad kanamaitselised kiirnuudlid, MAGGI, 59,2g",SELVER AS,,Selver,,,dry_preserves,dry_pasta_rice,high,world_spices,spices_herbs_spice_mix,high,override_with_name_rules
149360,"Vürtsikas köögiviljasalat, MÕISAPROUA, 530 g",INTERALTUS OÜ,,Selver,,,world_spices,spices_herbs_spice_mix,high,drinks,drinks_spirits,high,override_with_name_rules
149361,"Vürtsköömen, 20g, SANTA MARIA",SANTA MARIA AS,,"Coop, Rimi, Selver",,,world_spices,spices_herbs_spice_mix,high,world_spices,spices_herbs_spice_mix,high,
149362,"Vurtsvasser Mustsõstar, VÄRSKA, 1 L",SAKU ÕLLETEHASE AS,,"Rimi, Selver",,,produce,produce_berries,high,produce,produce_berries,high,
149364,"Vurtsvasser Pirn, VÄRSKA, 1 l",SAKU ÕLLETEHASE AS,,"Coop, Rimi, Selver",,,produce,produce_apples_pears,high,produce,produce_apples_pears,high,
149365,"Vurtsvasser Rabarber-Vaarikas, VÄRSKA, 1 L",SAKU ÕLLETEHASE AS,,"Coop, Rimi, Selver",,,produce,produce_berries,high,produce,produce_berries,high,
149366,"Wasabi pasta, PEARL RIVER BRIDGE, 43 g",IMEX TRADING GROUP AS,,"Coop, Selver",,,dry_preserves,dry_pasta_rice,high,drinks,drinks_spirits,high,override_with_name_rules
149367,"Werneri Napoleoni kook, GUSTAV, 900 g",GUSTAV CAFE OÜ,,Selver,,,bakery,bakery_cakes_pastries,high,drinks,drinks_spirits,high,override_with_name_rules
149368,"Westminster Cheddar Sharp, WESTMINSTER, 150 g",DELINE OÜ,,Selver,,,dairy_eggs_fats,dairy_cheese_slices,high,drinks,drinks_spirits,high,override_with_name_rules
149369,"Westminster Cheddar Vintage, WESTMINSTER, 150 g",,,Selver,,,dairy_eggs_fats,dairy_cheese_slices,high,drinks,drinks_spirits,high,override_with_name_rules
149370,"White choc cookie jäätis, Bonbons, MAGNUM, 168 g",UNILEVER EESTI AS,,"Coop, Selver",,,frozen_food,frozen_desserts_icecream,high,drinks,drinks_spirits,high,override_with_name_rules
149371,"Yakisoba kaste, AYUKO, 150 ml",UMAMI OÜ,,Selver,,,sauces_oils,sauces_other,heuristic,sauces_oils,sauces_other,heuristic,
149418,"Maapähklid, ESTRELLA, 140 g",SELVER AS,,"Coop, Selver",,,sweets_snacks,sweets_nuts_driedfruit,high,drinks,drinks_spirits,high,override_with_name_rules
149419,"Määrdejuust Lepasuitsu, E-PIIM, 180 g",E-PIIM TOOTMINE AS,,Selver,,,dairy_eggs_fats,dairy_cheese_slices,high,drinks,drinks_spirits,high,override_with_name_rules
149420,"Maasika-kohupiimatort, EESTI PAGAR, 1,1 kg",EESTI PAGAR AS,,Selver,,,dairy_eggs_fats,dairy_cottage_quark,high,dairy_eggs_fats,dairy_cottage_quark,high,
149421,"Maasika-pistaatsia kohupiimatort, SELVERI KÖÖK, 700 g",KULINAARIA OÜ,,Selver,,,dairy_eggs_fats,dairy_cottage_quark,high,drinks,drinks_spirits,high,override_with_name_rules
149422,"Maasika-rabarberi maitseline gaseeritud jook, BELIEF, 530 ml",GOLDBERGER OÜ,,"Coop, Rimi, Selver",,,produce,produce_berries,high,produce,produce_berries,high,
149423,"Maasikad, TAKE1 REGULAR, 150 g",JUNGENT ESTONIA OÜ,,Selver,,,produce,produce_berries,high,drinks,drinks_spirits,high,override_with_name_rules
149424,"Maasikaküpsised, MAIASMOKK, 130 g",ABESTOCK AS,,Selver,,,sweets_snacks,sweets_biscuits_cookies,high,drinks,drinks_spirits,high,override_with_name_rules
149425,"Maasikasmuuti 6+ mahe, PÕNN, 110 g",SALVEST AS,,"Coop, Rimi, Selver",,,produce,produce_berries,high,drinks,drinks_spirits,high,override_with_name_rules
149426,"Magusad rõnglid, ELTRUM, 350 g",ELTRUM OÜ,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
149427,"Mahe mango-porgandi-astelpajupüree, MUUTI, 110 g",SALVEST AS,,"Coop, Rimi, Selver",,,produce,produce_tropical,high,drinks,drinks_spirits,high,override_with_name_rules
149428,"Mahe õunamahl, HIPP, 200 ml",LTT AS,,"Coop, Selver",,,drinks,drinks_juices,high,produce,produce_apples_pears,high,override_with_name_rules
149429,"Mahe pirni-vaarika-banaanipüree, MUUTI, 110 g",SALVEST AS,,"Coop, Rimi, Selver",,,produce,produce_berries,high,drinks,drinks_spirits,high,override_with_name_rules
149430,"Mahe riisihelbepuder, HOLLE, 250 g",GOLDBERGER OÜ,,Selver,,,dry_preserves,dry_pasta_rice,high,drinks,drinks_spirits,high,override_with_name_rules
149431,"Mahekohuke banaani täidisega ja kakaoglasuuriga, SAARE ÖKO, 40 g",SAAREMAA DELIFOOD OÜ,,Selver,,,produce,produce_tropical,high,drinks,drinks_spirits,high,override_with_name_rules
149432,"Maisipulgad herne-, tomatimaitselised, ORGANIX, 15 g",,,"Coop, Selver",,,dry_preserves,dry_canned_veg,high,drinks,drinks_spirits,high,override_with_name_rules
149433,Maison Castel Cotes Du Rhone Grenache Syrah 75 cl,AVALLONE AS,,Selver,,,drinks,drinks_wine,high,drinks,drinks_wine,high,
149434,Maison Castel Rose d'Anjou 75 cl,AVALLONE AS,,"Coop, Selver",,,drinks,drinks_wine,high,drinks,drinks_wine,high,
149435,"Maiuspala pralineekommid, KALEV, 200 g",ORKLA EESTI AS,,"Coop, Rimi, Selver",,,sweets_snacks,sweets_candies,high,drinks,drinks_spirits,high,override_with_name_rules
149436,"Maiuspala pralineekommid, KALEV, 350g",ORKLA EESTI AS,,"Coop, Rimi, Selver",,,sweets_snacks,sweets_candies,high,sweets_snacks,sweets_candies,high,
149437,"Majapidamislapid Ultra Fresh, VILEDA, 2 tk",JUNGENT ESTONIA OÜ,,"Coop, Selver",,,household,hh_other,high,household,hh_other,high,
149438,"Majapidamislapid universaalsed, SELVER, 3 tk",URSUS OÜ,,Selver,,,household,hh_other,high,household,hh_other,high,
149439,"Majapidamislapp Actifibre Soft, VILEDA, 1 tk",JUNGENT ESTONIA OÜ,,"Coop, Selver",,,household,hh_other,high,household,hh_other,high,
150326,"Viski CHIVAS REGAL 12YO Blended Scotch, 50 cl",,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
152350,"Soodavesi, ROYAL CLUB, 330 ml",SVENSKY KAUBANDUSE AS,,"Coop, Rimi, Selver",,,drinks,drinks_water,high,drinks,drinks_water,high,
153526,"Lõhe teriyaki-kastmes, RANNAKÜLA, 120 g",MOBEC AS,,Selver,,,world_spices,spices_asian,high,drinks,drinks_spirits,high,override_with_name_rules
154426,"Majapidamisseep pruun, FIRST PRICE, 1 l",SELVER AS,,Selver,,,personal_care,pcare_soap,high,dry_preserves,dry_pasta_rice,high,override_with_name_rules
154427,"Makadaamiapähklid, KOMMI ASEMEL, 130 g",JUNGENT ESTONIA OÜ,,Selver,,,sweets_snacks,sweets_candies,high,drinks,drinks_spirits,high,override_with_name_rules
154428,"Makadaamiapähklid, röstitud, soolatud, SEEBERGER, 80 g",SELVER AS,,"Rimi, Selver",,,sweets_snacks,sweets_nuts_driedfruit,high,drinks,drinks_spirits,high,override_with_name_rules
154429,"Mandel Premium, GERMUND, 300 g",GERMUND HULGI OÜ,,"Coop, Selver",,,other,dry_other,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
154430,"Mandel röstitud, soolatud, GERMUND, 150 g",GERMUND HULGI OÜ,,Selver,,,world_spices,spices_basic_salt_pepper,high,drinks,drinks_spirits,high,override_with_name_rules
154431,"Mandlid, FIRST PRICE, 200 g",SELVER AS,,Selver,,,other,dry_other,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
154432,"Mandliküpsis, FIRST PRICE, 250 g",SELVER AS,,Selver,,,sweets_snacks,sweets_biscuits_cookies,high,drinks,drinks_spirits,high,override_with_name_rules
154433,"Mandlilaastud, GERMUND, 100 g",GERMUND HULGI OÜ,,Selver,,,other,dry_other,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
156602,Cosmopolitan Diva Pina Colada 75 cl,AMBER DISTRIBUTION ESTONIA OÜ,,Selver,,,drinks,drinks_soft_soda,high,drinks,drinks_soft_soda,high,
156603,"Mango kohuke glasuuris, KARUMS, 45 g",PREMIA TALLINNA KÜLMHOONE AS,,Selver,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
156604,"Mango-passionivilja batoon, TROPICKS, 20 g",SELVER AS,,Selver,,,sweets_snacks,sweets_chocolate_bars,high,drinks,drinks_spirits,high,override_with_name_rules
