product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence,final_food_group,final_sub_code,final_confidence,change_reason
376771,Koorejäätis Siiru-Viiru küpsisetükkidega ja karamellitäidisega Väike Tom 80g/140ml,Väike Tom,,Rimi,,,dairy_eggs_fats,dairy_cream_sourcream,high,frozen_food,frozen_desserts_icecream,high,override_with_name_rules
376772,Kartulikrõpsud Estrella hapukoore-sibula 130g,Estrella,,Rimi,,,dairy_eggs_fats,dairy_cream_sourcream,high,sweets_snacks,sweets_snacks_salty,high,override_with_name_rules
376773,"Kaitstud päritolunimetusega vein Gavi Gavi Fossili San Silvestro Cantine 0,75l",Fossili,,Rimi,,,drinks,drinks_wine,high,drinks,drinks_wine,high,
376774,Mais hernes ja paprika Bonduelle 340/280g,Bonduelle,,Rimi,,,dry_preserves,dry_canned_veg,high,dry_preserves,dry_canned_veg,high,
376775,Energiageel õunamaitseline magusainetega SIS GO 60ml,Go,,Rimi,,,bakery,bakery_buns_croissants,high,produce,produce_apples_pears,high,override_with_name_rules
376776,Majonees BBQ Lemmik 200g,Lemmik,,"Barbora, Maxima, Rimi",,,sauces_oils,sauces_ketchup_mayo,high,sauces_oils,sauces_ketchup_mayo,high,
376777,Šokolaadikompvekkide assortii Milka Favourites 158g,Milka,,Rimi,,,dairy_eggs_fats,dairy_milk,high,sweets_snacks,sweets_chocolate_bars,high,override_with_name_rules
376778,Kõrvitsaseemned kooritud Arimex mahe 200g,Arimex,,Rimi,,,dairy_eggs_fats,dairy_cream_sourcream,high,sweets_snacks,sweets_nuts_driedfruit,high,override_with_name_rules
376779,Karastusjook vaarikas Mull Null 250ml,Mull Null,,Rimi,,,drinks,drinks_soft_soda,high,drinks,drinks_soft_soda,high,
376780,Tee puuvilja kaneeli ja nelgiga Sunny Orange Loyd 20x2g,Loyd,,Rimi,,,drinks,drinks_tea_coffee,high,drinks,drinks_tea_coffee,high,
376781,Küpsised piimašokolaadi glasuuris Milka Choco Stix 112g,Milka,,Rimi,,,dairy_eggs_fats,dairy_milk,high,sweets_snacks,sweets_chocolate_bars,high,override_with_name_rules
376782,Suvepuding mango Tere 200g,Tere,,"Barbora, Maxima, Rimi",,,dairy_eggs_fats,dairy_desserts,high,dairy_eggs_fats,dairy_desserts,high,
376783,"Õlu Saare Taar 4,2%vol 0,5l purk",Saaremaa,,,,,drinks,drinks_beer_cider,high,drinks,drinks_beer_cider,high,
376784,Mais Bonduelle 670g/570g,Bonduelle,,Rimi,,,dry_preserves,dry_canned_veg,high,dry_preserves,dry_canned_veg,high,
376785,"Funktsionaalne jook Nocco Grand Sour magusainetega 0,33l",Nocco,,Rimi,,,bakery,bakery_buns_croissants,high,bakery,bakery_buns_croissants,high,
376786,Mahe tatrapasta fusilli 300g,Tõrvaaugu,,Rimi,,,dry_preserves,dry_pasta_rice,high,dry_preserves,dry_pasta_rice,high,
376787,Valge tee assortii Basilur 30g,Basilur,,Rimi,,,drinks,drinks_tea_coffee,high,drinks,drinks_tea_coffee,high,
376788,Mõmmiku triibuliha Frank Kutter 400g,Frank Kutter,,Rimi,,,meat_fish,meat_pork,high,meat_fish,meat_pork,high,
376789,Kohv lahustuv Nescafe Gold 100g,Nescafe,,"Barbora, Maxima, Rimi",,,drinks,drinks_other,heuristic,drinks,drinks_other,heuristic,
376790,Moskva täissuitsuvorst juustuga 250g,Nõo,,"Barbora, Maxima, Rimi",,,dairy_eggs_fats,dairy_cheese_slices,high,meat_fish,meat_sausages,high,override_with_name_rules
376791,"Kaitstud päritolunimetusega vein Sensi Prosecco 18K Brut 11%vol 0,75l",Sensi,,Rimi,,,drinks,drinks_wine,high,drinks,drinks_wine,high,
376792,Mee ja tšilli wok kanaliha ja nuudlitega Maitseelamused 300g,Maitseelamused,,Rimi,,,dry_preserves,dry_pasta_rice,high,dry_preserves,dry_pasta_rice,high,
376793,"Piimašokolaad suhkruvaba, gluteenivaba, magusainetega Valor 100g",Valor,,Rimi,,,drinks,drinks_tea_coffee,high,sweets_snacks,sweets_chocolate_bars,high,override_with_name_rules
376794,Jogurt mustika Nopri 750ml,Nopri,,Rimi,,,dairy_eggs_fats,dairy_yogurt_kefir,high,dairy_eggs_fats,dairy_yogurt_kefir,high,
376795,Limonaadijää guanabanamaitseline Limpa 70g,Limpa,,Rimi,,,drinks,drinks_soft_soda,high,drinks,drinks_soft_soda,high,
376797,"Mänguauto avatavad uksed Welly 1:34, värvi ja kujundus võivad erineda",Welly,,,,,dairy_eggs_fats,dairy_butter_margarine,high,dairy_eggs_fats,dairy_butter_margarine,high,
376798,Pelmeenid kartuli-sibula Uvic 400g,Uvic,,Rimi,,,produce,produce_root_veg,high,produce,produce_root_veg,high,
376799,"Muu alkohoolne jook St.Ging.Joe G.Beer 4%vol 0,33l",Stone's,,Rimi,,,drinks,drinks_beer_cider,high,drinks,drinks_spirits,high,override_with_name_rules
376800,Närimiskommid vaarikamaitselised sweet mushrooms Red Band 100g,Red Band,,Rimi,,,sweets_snacks,sweets_candies,high,produce,produce_berries,high,override_with_name_rules
376801,Koger roogitud jahutatud kg,Peipsi Aare,,Rimi,,,dry_preserves,dry_flour_sugar_baking,high,dry_preserves,dry_flour_sugar_baking,high,
376802,Pastillid maasikamaitselised Halls 45g,Halls,,Rimi,,,drinks,drinks_wine,high,sweets_snacks,sweets_gums_mints,high,override_with_name_rules
376803,Piimasegu Hipp 2 organic alates 6k 800g,Hipp,,Rimi,,,dairy_eggs_fats,dairy_milk,high,baby,baby_formula,high,override_with_name_rules
376804,Brita kook Gustav 300g,Gustav,,"Barbora, Maxima, Rimi",,,bakery,bakery_cakes_pastries,high,bakery,bakery_cakes_pastries,high,
376805,Keedetud sealihapasteet kanamaksaga Pekpol 300g,Pekpol,,Rimi,,,drinks,drinks_tea_coffee,high,meat_fish,meat_pork,high,override_with_name_rules
376806,Kohuke vaarika ja šokolaaditukkidega AASA 40g,Aasa,,Rimi,,,sweets_snacks,sweets_chocolate_bars,high,sweets_snacks,sweets_chocolate_bars,high,
376807,"Õlu Warsteiner 4,8%vol 0,5l purk",Warsteineir,,Rimi,,,drinks,drinks_beer_cider,high,drinks,drinks_beer_cider,high,
376809,"Siider Somersby Apple 4,5%vol 0,33l pudel",Somersby,,Rimi,,,drinks,drinks_beer_cider,high,drinks,drinks_beer_cider,high,
376810,"Seapraad kondita, kamarata Rakvere kg",Rakvere,,Rimi,,,other,dry_other,fallback,meat_fish,meat_pork,high,proposed_group_invalid;override_with_name_rules
376811,Kartulikrõpsud soola ja karamelliseeritud või maitselised Taffel 180g,Taffel,,Rimi,,,dairy_eggs_fats,dairy_butter_margarine,high,sweets_snacks,sweets_candies,high,override_with_name_rules
376812,Huulepalsam Martinelia 5ml,Martinelia,,Rimi,,,personal_care,pcare_shampoo_cond,high,personal_care,pcare_shampoo_cond,high,
376813,"Gaseerimata jook Vitamin Well Upgrade 0,5l vitamiinide ja mineraalainetega",Vitamin Well,,,,,other,dry_other,fallback,drinks,drinks_water,high,proposed_group_invalid;override_with_name_rules
376814,Lõherull kuumsuitsu Oniors Zivis kg,Oniors Zivis,,Rimi,,,meat_fish,fish_salted_smoked,high,meat_fish,fish_salted_smoked,high,
376815,"Vitamiinivesi magneesiumi ja B6 vitamiiniga Oshee 0,555l",Oshee,,,,,drinks,drinks_water,high,drinks,drinks_water,high,
376816,"Kaitstud päritolunimetusega vein Grimaldi Gavi 12,5%vol 0,75l",Grimaldi,,Rimi,,,drinks,drinks_wine,high,drinks,drinks_wine,high,
376817,"Piiritusjook Dad Joke Spiced Reserve 40%vol 0,7l",Dad Joke,,Rimi,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
376819,Mango chutney kaste Santa Maria 350g,Santa Maria,,Rimi,,,produce,produce_tropical,high,produce,produce_tropical,high,
376820,Kakaoküpsised vaniljetäidisega Diablo magusainega 176g,Diablo,,Rimi,,,bakery,bakery_buns_croissants,high,bakery,bakery_buns_croissants,high,
376821,Säga fileest hakkliha 350g,Žuvėja,,Rimi,,,meat_fish,meat_minced,high,meat_fish,meat_minced,high,
376822,"Kaitstud päritolunimetusega vein Blue Nun Riesling Rheinhessen 0,75l",Blue Nun,,,,,drinks,drinks_wine,high,drinks,drinks_wine,high,
376823,Küpsis maapähklivõiga Frank&Oli gluteenivaba 50g,Frank&Oli,,Rimi,,,drinks,drinks_tea_coffee,high,sweets_snacks,sweets_biscuits_cookies,high,override_with_name_rules
376824,Seente segu Greens IQF külmutatud 600g,Greens,,Rimi,,,produce,produce_mushrooms,high,produce,produce_mushrooms,high,
376826,Taimsed kalamaitselised tükid sidrunipipraga Fish Peas 140g,Fish Peas,,Rimi,,,dry_preserves,dry_canned_veg,high,dry_preserves,dry_canned_veg,high,
376827,Greibimahl Pure 1l,Pure,,Rimi,,,drinks,drinks_juices,high,drinks,drinks_juices,high,
376828,Taimetee Be Happy Cupper Öko 20x2g,Cupper,,Rimi,,,drinks,drinks_tea_coffee,high,drinks,drinks_tea_coffee,high,
376829,Juustuampsud klassikalised MO Saaremaa 200g,MO Saaremaa,,"Barbora, Maxima, Rimi",,,dairy_eggs_fats,dairy_cheese_slices,high,dairy_eggs_fats,dairy_cheese_slices,high,
376830,India pähklid Jumbo Arimex 250g,Arimex,,Rimi,,,sweets_snacks,sweets_nuts_driedfruit,high,sweets_snacks,sweets_nuts_driedfruit,high,
376831,Parmig.- Regg. Super Snack vorst M&M 85g,Maks & Moorits,,Rimi,,,meat_fish,meat_sausages,high,dairy_eggs_fats,dairy_eggs,high,override_with_name_rules
376832,Konstruktor Lego Rüüstajate Eelpost Ja Laastaja 21278,Lego,,Rimi,,,other,dry_other,fallback,household,hh_other,low_oos,proposed_group_invalid;override_with_name_rules
376834,Brownie Belgia šokolaadi tükkidega 200g,Mr Brownie,,Rimi,,,sweets_snacks,sweets_chocolate_bars,high,sweets_snacks,sweets_chocolate_bars,high,
376835,"Kaitstud päritolunimetusega vein Crudo Nero d Avola Cabernet 14%0,75l",Crudo,,Rimi,,,drinks,drinks_wine,high,drinks,drinks_wine,high,
376836,Kodusink Rakvere vaakumpakendis kg,Rakvere,,"Barbora, Maxima, Rimi",,,meat_fish,meat_hams,high,meat_fish,meat_hams,high,
376837,"Cognac Courvoisier VS 0,7l",Courvoisier,,Rimi,,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
376838,"Vein Bellissimo White Semi Sweet 0,75l",Bellissimo,,Rimi,,,drinks,drinks_wine,high,drinks,drinks_wine,high,
