product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence
307410,Blitz Riesling 75 cl,AVALLONE AS,,Selver,,,drinks,drinks_wine,high
307411,"Blue Nun alkoholivaba, BLUE NUN, 750 ml",MEDIATO AS,,"Barbora, Coop, Maxima, Selver",,,dry_preserves,dry_cereals_muesli,high
307412,Blue Nun Original 75 cl,DEKANTER OÜ,,"Coop, Selver",,,drinks,drinks_spirits,high
307413,Bollino Bianco Sweet 75 cl,DUNKER ESTONIA OÜ,,"Coop, Selver",,,other,dry_other,fallback
307414,Bollino Rosso Sweet 75 cl,DUNKER ESTONIA OÜ,,"Coop, Selver",,,other,dry_other,fallback
307415,Bonacchi Chianti Riserva 75 cl,KOCH OÜ,,Selver,,,other,dry_other,fallback
307416,"Brändi ARARAT 3YO, 50 cl",PERNOD RICARD ESTONIA OÜ,,Selver,,,drinks,drinks_spirits,high
307417,"Brändi ARARAT Ani 7 YO, 50 cl",PERNOD RICARD ESTONIA OÜ,,Selver,,,drinks,drinks_spirits,high
307418,"Brändi FERNANDO DE CASTILLA Solera Reserva de Jerez, 70 cl",PRIKE AS,,Selver,,,drinks,drinks_wine,high
307419,"Brändi ST. REMY Authentic, 70 cl",LIVIKO AS,,Selver,,,drinks,drinks_spirits,high
307420,"Brändi ST. REMY Authentic pet, 50 cl",LIVIKO AS,,"Coop, Selver",,,drinks,drinks_spirits,high
307421,"Brändi ST. REMY Authentic XO, 70 cl",LIVIKO AS,,"Barbora, Maxima, Selver",,,drinks,drinks_spirits,high
307422,Campo Viejo Cava Brut Reserva 75 cl,PERNOD RICARD ESTONIA OÜ,,Selver,,,drinks,drinks_wine,high
307423,Campo Viejo Crianza 75 cl,LIVIKO AS,,Selver,,,other,dry_other,fallback
307424,Carmen Cabernet Sauvignon 75 cl,LIVIKO AS,,Selver,,,drinks,drinks_wine,high
307425,Cavas Hill 1887 Brut Cava 75 cl,HENKELL FREIXENET EESTI AS,,Selver,,,drinks,drinks_wine,high
307426,Cesari Amarone Della Valpolicella,PRIKE AS,,Selver,,,other,dry_other,fallback
307427,Chateau d'Arcins 75 cl,AVALLONE AS,,Selver,,,other,dry_other,fallback
307428,Chateau Des Landes Lussac-St Emilion 75 cl,LIVIKO AS,,Selver,,,other,dry_other,fallback
307429,Chateau Latour Camblanes Prem. 75 cl,AVALLONE AS,,Selver,,,other,dry_other,fallback
307430,"Chateau Le Mayne Bordeaux Superieur, 75 cl",LTT AS,,Selver,,,other,dry_other,fallback
307431,Chateau Rocher-Calon 75 cl,LIVIKO AS,,Selver,,,other,dry_other,fallback
307432,Codorniu Classico Brut Nature Cava 75 cl,PRIKE AS,,Selver,,,drinks,drinks_wine,high
307433,Cono Sur icicleta Reserva Pinot Noir 75 cl,LIVIKO AS,,Selver,,,drinks,drinks_wine,high
