product_id,name,brand,size_text,current_food_group,current_sub_code,category_1,category_2,category_3,source_url,image_url,last_seen_utc,food_group,sub_code,food_group_corrected,new_sub_code,confidence,reason,food_group_corrected_prev_v4,new_sub_code_prev_v4,confidence_prev_v4,reason_prev_v4
54771,Otepää hot-dogi vorstid 340 g,Otepää,340 g,other,,,,,https://prismamarket.ee/toode/otepaa-hot-dogi-vorstid-340-g/4740567999725,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740567999725.jpg,2025-09-03 01:38:29.970434+00,other,,meat_fish,meat_sausages,high,sausage,,,,
54815,"Kreemjas kodupasteet, MAKS&MOORITS, 210 g",Kreemjas,210 g,other,,,,,https://prismamarket.ee/en/toode/kreemjas-kodupasteet-210-g/4740171181233,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740171181233.jpg,2025-09-03 01:38:34.872085+00,other,,personal_care,pcare_cosmetics,high,cosmetics,,,,
54884,Schär gluteenivaba lehttainas 250 g,Schär,250 g,other,,,,,https://prismamarket.ee/en/toode/schar-gluteenivaba-lehttainas-250-g/8008698006931,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8008698006931.jpg,2025-09-03 01:38:42.250695+00,other,,other,dry_other,low,no hard rule match,,,,
54903,"Kotimaista pohlad, 200 g",Kotimaista,200 g,other,,,,,https://prismamarket.ee/en/toode/kotimaista-pohlad-200-g/6414893182745,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6414893182745.jpg,2025-09-03 01:38:45.412287+00,other,,other,dry_other,low,no hard rule match,,,,
54917,"Kotimaista gluteenivaba kaerajook, 1000 ml",Kotimaista,1000 ml,other,,,,,https://prismamarket.ee/en/toode/kotimaista-gluteenivaba-kaerajook-1000-ml/6438348001566,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6438348001566.jpg,2025-09-12 15:26:25.182298+00,other,,other,dry_other,low,no hard rule match,,,,
54923,"Santa Maria Chunky Salsa Mild, 230 g",Santa Maria,230 g,other,,,,,https://prismamarket.ee/en/toode/santa-maria-chunky-salsa-mild-230-g/7311312000859,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7311312000859.webp,2025-11-04 02:06:04.270745+00,other,,produce,produce_berries,high,berries,,,,
54935,"Grandiosa inspired by taffel broadway kiviahjupitsa, 330 g",Grandiosa,330 g,other,,,,,https://prismamarket.ee/toode/grandiosa-inspired-by-taffel-broadway-kiviahjupitsa-330-g/7350126089544,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7350126089544.jpg,2025-09-03 01:38:53.116913+00,other,,dry_preserves,dry_groats_beans,high,beans/legumes,,,,
54964,Coop BBQ vigurkartulid 600g,Coop BBQ,600 g,other,,,,,https://prismamarket.ee/en/toode/coop-bbq-vigurkartulid-600g/7340191152090,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340191152090.webp,2025-11-04 02:06:06.41355+00,other,,produce,produce_root_veg,high,potato,,,,
55001,HK õhuke Milano salaami 150 g,HK,150 g,other,,,,,https://prismamarket.ee/toode/hk-ohuke-milano-salaami-150-g/6409100043513,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6409100043513.jpg,2025-09-03 01:38:58.561654+00,other,,other,dry_other,low,no hard rule match,,,,
55032,"Grill-ribi, RAKVERE LK, kg",Rakvere,,other,,,,,https://prismamarket.ee/toode/rakvere-grill-ribi-kg/2360311000006,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/2360311000006.jpg,2025-09-03 01:39:01.162273+00,other,,other,dry_other,low,no hard rule match,,,,
55084,"Felix suitsune bbq-mee kaste, 320g",Felix,320 g,other,,,,,https://prismamarket.ee/en/toode/felix-suitsune-bbq-mee-kaste-320g/4740029072539,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740029072539.jpg,2025-09-03 01:39:04.197977+00,other,,other,dry_other,low,no hard rule match,,,,
55102,"Fria kiudaineterikas leib, 500 g",Fria,500 g,other,,,,,https://prismamarket.ee/toode/fria-kiudaineterikas-leib-500-g/7330242200047,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7330242200047.jpg,2025-09-03 01:39:06.289465+00,other,,bakery,bakery_bread_loaves,high,bread keyword,,,,
55139,DAECHUN Merevetika snäkk wasabi-maitseline 4g,DAECHUN Merevetika,4 g,other,,,,,https://prismamarket.ee/en/toode/daechun-merevetika-snakk-wasabi-maitseline-4g/8809171520902,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8809171520902.jpg,2025-09-03 01:39:08.679295+00,other,,other,dry_other,low,no hard rule match,,,,
55141,"Eesti Pagar Ciabatta hele, 300g",Eesti Pagar,300 g,other,,,,,https://prismamarket.ee/en/toode/eesti-pagar-ciabatta-hele-300g/4740086020795,https://prismamarket.ee/icons/missing-product-image.svg,2025-11-01 02:32:39.287386+00,other,,other,dry_other,low,no hard rule match,,,,
55147,Coop Granaatõuna seemned 250g,Coop Granaatõuna,250 g,other,,,,,https://prismamarket.ee/en/toode/coop-granaatouna-seemned-250g/7340011459644,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340011459644.webp,2025-11-04 02:06:08.511902+00,other,,produce,produce_apples_pears,high,apples/pears,,,,
55161,Tutti Frutti Twists kommid 100g,Tutti Frutti,100 g,other,,,,,https://prismamarket.ee/toode/tutti-frutti-twists-kommid-100g/8713800138812,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8713800138812.jpg,2025-09-03 01:39:13.721089+00,other,,other,dry_other,low,no hard rule match,,,,
55186,"Belgia vahvlid šokolaaditäidisega, külmutatud, 4 x 80 g",Belgia,4x80 g,frozen_food,,,,,https://prismamarket.ee/en/toode/belgia-vahvlid-sokolaaditaidisega-kulmutatud-4-x-80-g/5425025282081,https://prismamarket.ee/icons/missing-product-image.svg,2025-08-27 08:55:49.641753+00,frozen_food,,frozen_food,frozen_other,low,no hard rule match,,,,
55189,"Mr. Iceman purustatud jää, 2,0 kg",Mr. Iceman,2.0 kg,other,,,,,https://prismamarket.ee/toode/mr-iceman-purustatud-jaa-2-0-kg/7090000830052,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7090000830052.jpg,2025-09-03 01:39:17.007114+00,other,,other,dry_other,low,no hard rule match,,,,
55203,Myllyn paras suur lehttaigen 600g,Myllyn,600 g,other,,,,,https://prismamarket.ee/en/toode/myllyn-paras-suur-lehttaigen-600g/6416577028851,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6416577028851.jpg,2025-09-03 01:39:19.073505+00,other,,other,dry_other,low,no hard rule match,,,,
55223,Pingviini vanillijäätis šokolaaditükkidega laktoosivaba 1l,Pingviini,1 l,other,,,,,https://prismamarket.ee/toode/pingviini-vanillijaatis-sokolaaditukkidega-laktoosivaba-1l/6430064405055,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6430064405055.jpg,2025-09-03 01:39:21.859078+00,other,,drinks,drinks_spirits,high,spirits keyword,,,,
55231,"Poolsuitsuvorst Muhe, viilutatud, KARNI, 120 g",Poolsuitsuvorst Muhe,120 g,other,,,,,https://prismamarket.ee/toode/poolsuitsuvorst-muhe-viilutatud-120g/4740579190332,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740579190332.jpg,2025-09-03 01:39:24.766187+00,other,,meat_fish,meat_sausages,high,sausage,,,,
55342,Veisemaksapasteet 180 g,Veisemaksapasteet,180 g,other,,,,,https://prismamarket.ee/en/toode/veisemaksapasteet-180-g/4742669000033,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4742669000033.jpg,2025-09-03 01:39:38.529303+00,other,,meat_fish,meat_beef_lamb_game,high,beef,,,,
55347,"Pez mänguasja täide 6-pakk, gluteenivabad 51 g",Pez,51 g,other,,,,,https://prismamarket.ee/en/toode/pez-manguasja-taide-6-pakk-gluteenivabad-51-g/5997255708322,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/5997255708322.jpg,2025-11-04 02:06:10.339003+00,other,,other,dry_other,low,no hard rule match,,,,
55379,"Eriti Rammus koorejäätis, 1 l",Eriti Rammus,1 l,other,,,,,https://prismamarket.ee/en/toode/eriti-rammus-koorejaatis-1-l/4740093006461,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740093006461.jpg,2025-09-03 01:39:43.896743+00,other,,frozen_food,frozen_desserts_icecream,high,ice cream,,,,
55393,Coop guacamole dipikaste 300 g,Coop,300 g,other,,,,,https://prismamarket.ee/en/toode/coop-guacamole-dipikaste-300-g/7340191146068,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340191146068.jpg,2025-09-22 15:27:38.887519+00,other,,sauces_oils,sauces_other,high,guacamole/sauce,,,,
55400,"Kotimaista pirukatainas, 400 g",Kotimaista,400 g,other,,,,,https://prismamarket.ee/en/toode/kotimaista-pirukatainas-400-g/6414893387348,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6414893387348.jpg,2025-09-03 01:39:49.003579+00,other,,other,dry_other,low,no hard rule match,,,,
55553,KALEV KARAKUM PRALINEEKOMPVEKID 175G,KALEV KARAKUM,175 g,other,,,,,https://prismamarket.ee/en/toode/kalev-karakum-pralineekompvekid-175g/4740012023692,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740012023692.jpg,2025-09-03 01:39:54.11536+00,other,,other,dry_other,low,no hard rule match,,,,
55714,Coop tükeldatud ananass 250g,Coop,250 g,other,,,,,https://prismamarket.ee/en/toode/coop-tukeldatud-ananass-250g/7340011429203,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340011429203.jpg,2025-09-03 01:40:02.048341+00,other,,other,dry_other,low,no hard rule match,,,,
55771,Nostalgia maksapasteet E-vaba 170 g,Nostalgia,170 g,other,,,,,https://prismamarket.ee/en/toode/nostalgia-maksapasteet-e-vaba-170-g/4740567131095,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740567131095.jpg,2025-09-03 01:40:04.294097+00,other,,other,dry_other,low,no hard rule match,,,,
55781,Veisemaksapasteet 200 g,Veisemaksapasteet,200 g,other,,,,,https://prismamarket.ee/toode/veisemaksapasteet-200-g/4740376030701,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740376030701.jpg,2025-09-03 01:40:06.738087+00,other,,meat_fish,meat_beef_lamb_game,high,beef,,,,
55868,Majonees Peakoka 380g,Majonees Peakoka,380 g,other,,,,,https://prismamarket.ee/en/toode/majonees-peakoka-380g/4740159001867,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740159001867.jpg,2025-09-03 21:36:26.654088+00,other,,sauces_oils,sauces_ketchup_mayo,high,ketchup/mayo,,,,
55893,Halls Extra Strong kurgupastillid 33 g,Halls Extra,33 g,other,,,,,https://prismamarket.ee/en/toode/halls-extra-strong-kurgupastillid-33-g/0000050985098,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/0000050985098.jpg,2025-09-03 21:36:29.008048+00,other,,other,dry_other,low,no hard rule match,,,,
55897,Fazer gluteenivabad moosipallid 240g,Fazer,240 g,other,,,,,https://prismamarket.ee/en/toode/fazer-gluteenivabad-moosipallid-240g/6413467578113,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6413467578113.jpg,2025-09-03 21:36:31.280534+00,other,,other,dry_other,low,no hard rule match,,,,
55970,Poco Loco Rolls maisisnäkk vürtsikas 125 g,Poco Loco,125 g,other,,,,,https://prismamarket.ee/en/toode/poco-loco-rolls-maisisnakk-vurtsikas-125-g/5412514931087,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/5412514931087.jpg,2025-09-03 21:36:33.352534+00,other,,other,dry_other,low,no hard rule match,,,,
56020,Coop vanillijäätis nougat 6-pakk 480ml/390g,Coop,480 ml,other,,,,,https://prismamarket.ee/toode/coop-vanillijaatis-nougat-6-pakk-480ml390g/7340191171091,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340191171091.jpg,2025-09-03 21:36:35.871997+00,other,,frozen_food,frozen_desserts_icecream,high,ice cream,,,,
56062,"Coop kuklid, 320 g",Coop,320 g,other,,,,,https://prismamarket.ee/toode/coop-kuklid-320-g/6438574157426,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6438574157426.jpg,2025-09-03 21:36:41.350784+00,other,,other,dry_other,low,no hard rule match,,,,
56077,"E-vaba suitsupeekon, OSKAR, 120 g",E-vaba,120 g,other,,,,,https://prismamarket.ee/toode/e-vaba-suitsupeekon-120-g/4740569009477,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740569009477.jpg,2025-09-03 21:36:43.994033+00,other,,meat_fish,meat_pork,high,bacon,,,,
56105,"Viineripirukas sinepi-kurgitäidisega, 390 g",Viineripirukas,390 g,other,,,,,https://prismamarket.ee/toode/viineripirukas-sinepi-kurgitaidisega-390-g/4740086008700,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740086008700.jpg,2025-09-03 21:36:46.778992+00,other,,drinks,drinks_spirits,high,spirits keyword,,,,
56189,"Mintaifilee, nahata, 560 g","Mintaifilee,",560 g,other,,,,,https://prismamarket.ee/en/toode/mintaifilee-nahata-560-g/4770190046107,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4770190046107.jpg,2025-09-03 21:36:51.528166+00,other,,other,dry_other,low,no hard rule match,,,,
56220,Coop Küpsisejäätis 6-pakk 360 g/660 ml,Coop Küpsisejäätis,360 g,other,,,,,https://prismamarket.ee/en/toode/coop-kupsisejaatis-6-pakk-360-g660-ml/7340191170933,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340191170933.jpg,2025-09-03 21:36:53.776148+00,other,,frozen_food,frozen_desserts_icecream,high,ice cream,,,,
56226,VANILLA NINJA Koorejäätis glasuuris 7x110ml/80g,VANILLA NINJA,7x110 ml,other,,,,,https://prismamarket.ee/toode/vanilla-ninja-koorejaatis-glasuuris-7x110ml80g/4740188019505,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740188019505.jpg,2025-09-03 21:36:56.598969+00,other,,frozen_food,frozen_desserts_icecream,high,ice cream,,,,
56231,Maahärra Maasikad ja mustikad 300g,Maahärra Maasikad,300 g,other,,,,,https://prismamarket.ee/en/toode/maaharra-maasikad-ja-mustikad-300g/4740093000193,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740093000193.webp,2025-11-04 02:06:13.048366+00,other,,produce,produce_berries,high,berries,,,,
56440,Lillkapsas,Lillkapsas,,other,,,,,https://prismamarket.ee/en/toode/lillkapsas/2060521200004,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/2060521200004.webp,2025-11-04 02:06:15.345983+00,other,,produce,produce_root_veg,high,veg keyword,,,,
56783,Muumi mustika-vaarika lagritsabatoon 20g,Muumi,20 g,other,,,,,https://prismamarket.ee/en/toode/muumi-mustika-vaarika-lagritsabatoon-20g/6416453076761,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6416453076761.jpg,2025-09-03 21:37:05.49054+00,other,,produce,produce_berries,high,berries,,,,
57197,Kobartomat I klass,Kobartomat I,,other,,,,,https://prismamarket.ee/en/toode/kobartomat-i-klass/2060471900009,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/2060471900009.webp,2025-11-04 02:06:16.920106+00,other,,produce,produce_root_veg,high,fresh tomato,,,,
57353,"Vähendatud suhkrusisaldusega jäätis, 500 ml",Vähendatud,500 ml,other,,,,,https://prismamarket.ee/en/toode/vahendatud-suhkrusisaldusega-jaatis-500-ml/4740093010208,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740093010208.jpg,2025-09-03 21:37:11.102449+00,other,,frozen_food,frozen_desserts_icecream,high,ice cream,,,,
57379,"Ben ja Jerry's šokolaadi-vanillijäätis küpsise ja šokolaaditükkidega , 465 ml/406 g",Ben,465 ml,other,,,,,https://prismamarket.ee/en/toode/ben-ja-jerrys-sokolaadi-vanillijaatis-kupsise-ja-sokolaaditukkidega-465-ml406-g/8711327371002,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8711327371002.jpg,2025-09-03 21:37:14.112537+00,other,,frozen_food,frozen_desserts_icecream,high,ice cream,,,,
57449,"Puuviljakokteil nr 1 (ananass, kiivi, viinamari) 300g",Puuviljakokteil,300 g,produce,,,,,https://prismamarket.ee/en/toode/puuviljakokteil-nr-1-ananass-kiivi-viinamari-300g/4742024310036,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4742024310036.jpg,2025-09-03 21:37:16.86973+00,produce,,drinks,drinks_spirits,high,spirits keyword,,,,
57797,Pomito kaste pi&ta 500g,Pomito,500 g,other,,,,,https://prismamarket.ee/en/toode/pomito-kaste-piandta-500g/8032793343400,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8032793343400.jpg,2025-09-03 21:37:24.034392+00,other,,other,dry_other,low,no hard rule match,,,,
58258,Fria gluteenivaba sai 500g,Fria,500 g,other,,,,,https://prismamarket.ee/en/toode/fria-gluteenivaba-sai-500g/7330242240050,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7330242240050.jpg,2025-09-03 21:37:32.080608+00,other,,bakery,bakery_buns_croissants,high,buns/croissants,,,,
58388,Punane tsilli (medium),Punane,,other,,,,,https://prismamarket.ee/en/toode/punane-tsilli-medium/2060540600007,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/2060540600007.webp,2025-11-04 02:06:22.753944+00,other,,other,dry_other,low,no hard rule match,,,,
58775,Mahe must küüslauk 75g,Mahe,75 g,other,,,,,https://prismamarket.ee/toode/mahe-must-kuuslauk-75g/4744117011011,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4744117011011.jpg,2025-09-03 21:37:41.803064+00,other,,produce,produce_root_veg,high,veg keyword,,,,
59038,Pändy LÄÄTSEKRÕPSUD HAPUKOORE JA SIBULA MAITSEGA 50g,Pändy LÄÄTSEKRÕPSUD,50 g,other,,,,,https://prismamarket.ee/en/toode/pandy-laatsekropsud-hapukoore-ja-sibula-maitsega-50g/7350000159684,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7350000159684.jpg,2025-09-03 21:37:43.892126+00,other,,produce,produce_root_veg,high,veg keyword,,,,
59249,Fria hot dog kukkel gluteenivaba 210g,Fria,210 g,other,,,,,https://prismamarket.ee/en/toode/fria-hot-dog-kukkel-gluteenivaba-210g/7330242260188,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7330242260188.jpg,2025-09-03 21:37:47.653166+00,other,,bakery,bakery_buns_croissants,high,buns/croissants,,,,
59375,Porokylän pizzataigen gluteenivaba 2tk 400g,Porokylän,400 g,other,,,,,https://prismamarket.ee/en/toode/porokylan-pizzataigen-gluteenivaba-2tk-400g/6416192085086,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6416192085086.jpg,2025-09-03 21:37:50.06888+00,other,,frozen_food,frozen_pizza,high,pizza,,,,
59585,"Kotimaista muretainas, 400 g",Kotimaista,400 g,other,,,,,https://prismamarket.ee/toode/kotimaista-muretainas-400-g/6414893387324,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6414893387324.jpg,2025-09-03 21:37:52.74608+00,other,,other,dry_other,low,no hard rule match,,,,
59654,"Hiina pelmeenid, 1 kg",Hiina,1 kg,other,,,,,https://prismamarket.ee/toode/hiina-pelmeenid-1-kg/4740223001397,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740223001397.jpg,2025-09-03 21:37:54.615874+00,other,,other,dry_other,low,no hard rule match,,,,
59669,Coop tuunikala salat 300g,Coop,300 g,produce,,,,,https://prismamarket.ee/en/toode/coop-tuunikala-salat-300g/6438460944345,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6438460944345.jpg,2025-09-03 21:37:57.08746+00,produce,,meat_fish,fish_fresh,high,fish/seafood,,,,
59880,"Peekoni-munapirukas, 390 g","Peekoni-munapirukas,",390 g,other,,,,,https://prismamarket.ee/en/toode/peekoni-munapirukas-390-g/4740086008250,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740086008250.webp,2025-11-04 02:06:28.150325+00,other,,meat_fish,meat_pork,high,bacon,,,,
60152,Fattorie Giacobazzi palsamiäädikas 250ml,Fattorie Giacobazzi,250 ml,other,,,,,https://prismamarket.ee/en/toode/fattorie-giacobazzi-palsamiaadikas-250ml/8007178101432,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8007178101432.webp,2025-11-04 02:06:29.712471+00,other,,personal_care,pcare_shampoo_cond,high,block+hair care,,,,
60179,"Ben ja Jerry's vanillijäätis küpsise tükkidega, 465 ml/406 g",Ben,465 ml,other,,,,,https://prismamarket.ee/en/toode/ben-ja-jerrys-vanillijaatis-kupsise-tukkidega-465-ml406-g/8711327373105,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8711327373105.jpg,2025-09-03 21:38:07.756908+00,other,,frozen_food,frozen_desserts_icecream,high,ice cream,,,,
60212,Coop supijuurviljad 450 g,Coop,450 g,other,,,,,https://prismamarket.ee/toode/coop-supijuurviljad-450-g/7340191152137,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340191152137.jpg,2025-09-03 21:38:09.739913+00,other,,other,dry_other,low,no hard rule match,,,,
60240,"Santa Maria Original Large tortilja, 12 tk 742 g",Santa Maria,742 g,other,,,,,https://prismamarket.ee/en/toode/santa-maria-original-large-tortilja-12-tk-742-g/7311311021183,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7311311021183.jpg,2025-09-03 21:38:12.351968+00,other,,drinks,drinks_spirits,high,spirits keyword,,,,
60249,Tabasco sriracha tšilli-küüslaugu kaste 256ml,Tabasco,256 ml,other,,,,,https://prismamarket.ee/en/toode/tabasco-sriracha-tsilli-kuuslaugu-kaste-256ml/0011210697003,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/0011210697003.jpg,2025-09-03 21:38:14.678499+00,other,,other,dry_other,low,no hard rule match,,,,
60360,"Kotimaista spinatisupp, 400 g",Kotimaista,400 g,other,,,,,https://prismamarket.ee/en/toode/kotimaista-spinatisupp-400-g/6414891050107,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6414891050107.jpg,2025-09-03 21:38:16.991536+00,other,,other,dry_other,low,no hard rule match,,,,
60580,GREENFIELD Flying Dragon roheline tee 2g*25,GREENFIELD Flying,2 g,other,,,,,https://prismamarket.ee/en/toode/greenfield-flying-dragon-roheline-tee-2g25/4751042360121,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4751042360121.jpg,2025-11-04 02:06:31.51017+00,other,,other,dry_other,low,no hard rule match,,,,
60590,Salvest mehhiko pada 530 g,Salvest,530 g,other,,,,,https://prismamarket.ee/en/toode/salvest-mehhiko-pada-530-g/4740073020302,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740073020302.webp,2025-11-04 02:06:33.186088+00,other,,other,dry_other,low,no hard rule match,,,,
