product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence
379640,"Vesi Aura Spring Gaasiga 1,5l",Aura,,Rimi,,,drinks,drinks_water,high
379641,"Viin Saaremaa 40% 0,2l",Saaremaa,,,,,drinks,drinks_spirits,high
379642,Proteiini küpsised šokolaadi-kakao Frank&Oil magusainetega 50g,Frank&Oli,,Rimi,,,bakery,bakery_buns_croissants,high
379643,Koorekompvekid Werthers Originaal 50g,Werther's Original,,Rimi,,,drinks,drinks_spirits,high
379644,Tee roheline ingveri-apelsini Teekanne 35g,Teekanne,,,,,drinks,drinks_tea_coffee,high
379645,Silikoonhari hammastele ja igemetele BabyOno 723 värv ja kujundus võivad erineda,Babyono,,Rimi,,,dairy_eggs_fats,dairy_butter_margarine,high
379646,"Õlu Staropramen Unfiltered 5%vol 0,5l purk",Staropramen,,Rimi,,,drinks,drinks_beer_cider,high
379647,Mahe teesegu Tervise Vägi Väetee 55g,Väetee,,Rimi,,,drinks,drinks_tea_coffee,high
379648,"Õlu Karksi Blond Munk 6%vol 0,5l pdl",Karksi,,Rimi,,,drinks,drinks_beer_cider,high
379649,Punane paprika juustutäidisega Grikios 200g/150g,Grikios,,Rimi,,,dairy_eggs_fats,dairy_cheese_slices,high
379650,"Kaitstud geograafilise tähisega vein Anciens Temps Cabernet-Merlot 14%vol 0,75l",Anciens Temps,,Rimi,,,drinks,drinks_wine,high
379651,Burrata Viinamärdi 140g,Viinamärdi,,Rimi,,,drinks,drinks_spirits,high
379652,"Tatar, kooritud, röstimata Rimi Free From 375g",Rimi Free From,,Rimi,,,dairy_eggs_fats,dairy_cream_sourcream,high
379654,Rukkikrõpsud hapukoore ja tilliga Linkosuo 150g,Linkosuo,,Rimi,,,dairy_eggs_fats,dairy_cream_sourcream,high
379655,Kartulivahvel juustu- ja sibula maitseline Balsnack 90g,Balsnack,,Rimi,,,dairy_eggs_fats,dairy_cheese_slices,high
379657,Pai meloni-passiooni smuuti 280ml,Pai,,Rimi,,,produce,produce_tropical,high
379658,Rosmariin Santa Maria 15g,Santa Maria,,,,,other,dry_other,fallback
379659,Artišokid grillitud Citres 230g/200g,Citres,,Rimi,,,other,dry_other,fallback
379660,Rukkileib Pärnu ELT 600g,Eesti Leivatööstus,,Rimi,,,bakery,bakery_bread_loaves,high
379661,Rassolnik Raaret 700g,Jäämari,,Rimi,,,other,dry_other,fallback
379662,Lasteseep kummeli ekstraktiga Uti Puti alates sünnist 75g,Uti Puti,,Rimi,,,personal_care,pcare_soap,high
379663,Püree kuivatatud ploomi Põnn 4kuud öko 100g,Põnn,,Rimi,,,other,dry_other,fallback
379664,"Smuutisegu vaarika-banaani-mustasõstra Pai 0,3kg",Pai,,Rimi,,,produce,produce_berries,high
379665,Kodujuust laktoosivaba Piimameister Otto 220g,Piimameister Otto,,Rimi,,,dairy_eggs_fats,dairy_cottage_quark,high
379666,Peekon viilutatud Oskar 120g,Oskar,,Rimi,,,meat_fish,meat_pork,high
379667,Marjade ja papaia segu Germund 300g,Germund,,Rimi,,,produce,produce_berries,high
379668,"Maitsestatud viin Nemiroff Honey Pepper 40%vol 0,5l",Nemiroff,,Rimi,,,drinks,drinks_spirits,high
379669,Näomask Martinelia Unicorn niisutav 1tk,Martinelia,,Rimi,,,other,dry_other,fallback
379670,"Siider Somersby Blackberry 4,5%vol 1l pet",Somersby,,"Barbora, Maxima, Rimi",,,drinks,drinks_beer_cider,high
379671,Šok.-koorejäätis koonusvah. Premia 100g,Eriti Rammus,,Rimi,,,dairy_eggs_fats,dairy_cream_sourcream,high
379672,Kaitstud geograafilise tähisega vein Poggio Fiorito Primi. Puglia 13% 3l,Poggio Fiorito,,Rimi,,,drinks,drinks_wine,high
379673,Porgand Laheotsa 500g,Laheotsa,,Rimi,,,produce,produce_root_veg,high
379674,Kohv jahvatatud Merrild In-Cup 500g,Merrild,,"Barbora, Maxima, Rimi",,,drinks,drinks_other,heuristic
379675,Müslibatoon soolakaramelli Corny Classic 6-pakk 138g,Corny,,Rimi,,,dry_preserves,dry_cereals_muesli,high
379676,Kaerabatoon pistaatsiapähklitega Ma Baker Giant Bar 90g,Mabaker,,Rimi,,,sweets_snacks,sweets_chocolate_bars,high
379677,"Kaitstud päritolunimetusega aromaatne kvaliteetvahuvein Martini Asti 0,2l",Martini,,Rimi,,,drinks,drinks_wine,high
379678,"Kaitstud päritolunimetusega liköörvein Madere Cruz 0,75l",Cruz,,Rimi,,,drinks,drinks_wine,high
379679,Mandlijook Valsoia 1L,Valsoia,,Rimi,,,dairy_eggs_fats,dairy_plant_drinks,high
379680,Mitmeviljatortiljad Rimi Planet 370g,Rimi Planet,,,,,bakery,bakery_flatbreads_wraps,high
379681,"Õlu A. Le Coq Premium Export 5,2%vol 0,33l purk",A. Le Coq,,Rimi,,,drinks,drinks_wine,high
379683,"Muu piiritusjook Agavita Tequila Gold 38%vol 0,7l",Agavita,,Rimi,,,drinks,drinks_spirits,high
379685,Juustu snäkk hapukoore-sibulamaitseline Smiltene 60g,Smiltene,,Rimi,,,dairy_eggs_fats,dairy_cream_sourcream,high
379686,"Gin Hogart Pink Gin 37,5%vol 0,7l",Hogarth,,Rimi,,,drinks,drinks_spirits,high
379687,Taimne määre Philadelphia 145g,Philadelphia,,"Barbora, Maxima, Rimi",,,other,dry_other,fallback
379688,Hambapasta Aquafresh Little Teeth 50ml,Aquafresh,,Rimi,,,drinks,drinks_tea_coffee,high
379689,Pulgakomm The Best Of Chupa Chups 12g,Chupa Chups,,Rimi,,,sweets_snacks,sweets_candies,high
379690,"Karastusjook toonik greibimaitseline A. Le Coq 1,5l",A. Le Coq,,Rimi,,,drinks,drinks_soft_soda,high
379691,Piimašokolaadikommid Daimiga Marabou 67g,Marabou,,Rimi,,,dairy_eggs_fats,dairy_milk,high
379692,Maasuitsu peekon kg Rebaseonu,Rebaseonu,,Rimi,,,meat_fish,meat_pork,high
379693,Mahe kaerahelbed Koksvere 800g,Koksvere Veski,,Rimi,,,dry_preserves,dry_cereals_muesli,high
379694,Jäätis maapähklitega Sammontana 4x60g,Gruvi,,Rimi,,,frozen_food,frozen_desserts_icecream,high
379695,"Mänguasi nebulous stars Kristall soovihoidja, 11107",Nebulous Stars,,,,,other,dry_other,fallback
379696,Õunasiidriäädikas 375ml,Wösel,,Rimi,,,sauces_oils,oils_vinegar,high
379697,"Maisipulgad köögiviljadega Organix alates 7. elukuust, öko 15g",Organix,,Rimi,,,dry_preserves,dry_canned_veg,high
379698,Jäätis šokolaadi Vana Toomas 150ml/90g,Vana Toomas,,Rimi,,,frozen_food,frozen_desserts_icecream,high
379699,Šokolaadi sõõrik sulatatud 77g,Eesti Pagar,,"Barbora, Maxima, Rimi",,,bakery,bakery_sweet_buns_donuts,high
379700,Eelküps. BBQ-suitsune tagakoot M&M vp kg,Maks & Moorits,,"Barbora, Maxima, Rimi",,,meat_fish,fish_salted_smoked,high
379701,"Aloe vera jook mango maitseline Aleo 1,5l",Aleo,,Rimi,,,produce,produce_tropical,high
379702,Riivjuust Eesti E-Piim 26% 250g,Epiim,,Rimi,,,dairy_eggs_fats,dairy_cheese_slices,high
379703,Rannakarbiliha 300/500 külmutatud vaakum 180g ASC,R Seafood,,Rimi,,,meat_fish,meat_other,heuristic
379704,Küpsis Merekarp Kuno Plaan 300g,Kuno Plaan & Kondiitrid,,Rimi,,,sweets_snacks,sweets_biscuits_cookies,high
379705,"Muu alkohoolne jook Le Coq Alcoholic Cocktail Cuba Libre 4,7%vol 0,33l",A. Le Coq,,Rimi,,,dry_preserves,dry_cereals_muesli,high
379706,Sefiirikook banaanikreemiga Marta Pagar 260g,Marta Pagar,,Rimi,,,bakery,bakery_cakes_pastries,high
379707,Krõpsud Pringles Original 70g,Pringles,,Rimi,,,drinks,drinks_spirits,high
379708,"Kohvikapslid Nescafe Dolce Gusto Dallmayr Crema Doro 16x7,5g",Nescafe,,Rimi,,,drinks,drinks_coffee_beans_capsules,high
379709,"Õlu Oettinger Pils 4,7%vol 0,5l purk",Oettinger,,Rimi,,,drinks,drinks_beer_cider,high
379710,3-viljapuder vaarikate ja maasikatega Milupa alates 6. kuust 225g,Milupa,,,,,produce,produce_berries,high
379711,"Jäätee karboniseeritud mate ekstraktiga Club-Mate 0,5l",Club-Mate,,Rimi,,,drinks,drinks_tea_coffee,high
379712,Hambahari Oral-B Junior vanusele 6+,Oral-B,,Rimi,,,personal_care,pcare_oral_care,high
379713,"Kaitstud päritolunimetusega kvaliteetvahuvein Champagne Veuve Doussot Brut Rose 0,75l",Veuve Doussot,,Rimi,,,drinks,drinks_wine,high
379714,"Muu alkohoolne jook Sinebrychoff LD Cranberry 5,5%vol 0,5l purk",Sinebrychoff,,Rimi,,,dry_preserves,dry_cereals_muesli,high
379716,"Salatisegu Fit & Easy ,,Active“ 120g",Fit&Easy,,Rimi,,,produce,produce_herbs_salads_sprouts,high
379717,Toorjuust Piimameister Otto 150g,Piimameister Otto,,"Barbora, Maxima, Rimi",,,dairy_eggs_fats,dairy_cheese_slices,high
379718,Kohuke šokolaadi tükkidega Aasa 40g,Aasa,,Rimi,,,sweets_snacks,sweets_chocolate_bars,high
379719,Kohvikoor Alma 10% 380ml,Alma,,Rimi,,,dairy_eggs_fats,dairy_cream_sourcream,high
379720,"Gaseeritud puuviljavein Wõlu Kollane Ploom 6%vol 0,75l",Wõlu,,Rimi,,,drinks,drinks_wine,high
379721,Maisipallid iirises Eesti Wärk 225g,Eesti Wärk,,Rimi,,,dry_preserves,dry_canned_veg,high
379722,Õunapüree ICA Basic 720g,ICA Basic,,Rimi,,,produce,produce_apples_pears,high
379723,"Whisky Bushmills Original Bushmills 40% 0,7l",Bushmills,,"Barbora, Maxima, Rimi",,,drinks,drinks_spirits,high
379724,"Õlu Karl Friedrich Tsehhi Lager 5%vol 0,568l",Saku,,Rimi,,,drinks,drinks_beer_cider,high
379725,Sidrunikohuke Karums 45g,Karums,,Rimi,,,drinks,drinks_spirits,high
379726,Küpsised mandli-jõhvika The Beginnings 80g,The Beginnings,,Rimi,,,drinks,drinks_spirits,high
