product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence,final_food_group,final_sub_code,final_confidence,change_reason
422513,"Magus kartul (Bataat), kg",,,"Barbora, Maxima",,,produce,produce_root_veg,high,produce,produce_root_veg,high,
422514,"Tuunikalatükid õlis KAPTEN GRANT,185g",,,"Barbora, Maxima",,,dry_preserves,dry_canned_meat_fish,high,dry_preserves,dry_canned_meat_fish,high,
422515,Maits. viin ALMO Jõhvika 37.5%100ml,,,"Barbora, Maxima",,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
422516,"Grillribi punases marinaadis M&M,kg",,,"Barbora, Maxima",,,sauces_oils,sauces_marinades,high,sauces_oils,sauces_marinades,high,
422518,"Kondenspiim FARM MILK magustatud, 385g",,,"Barbora, Maxima",,,dairy_eggs_fats,dairy_milk,high,dairy_eggs_fats,dairy_milk,high,
422519,"Maisikattega kana juustuga TALLEGG, 300g",,,,,,dairy_eggs_fats,dairy_cheese_slices,high,dairy_eggs_fats,dairy_eggs,high,override_with_name_rules
422520,"Tuunikalatükid vees KAPTEN GRANT,185g",,,"Barbora, Maxima",,,dry_preserves,dry_canned_meat_fish,high,dry_preserves,dry_canned_meat_fish,high,
422521,"Maasika-banaani smuuti PAI, 280ml",,,,,,produce,produce_berries,high,produce,produce_smoothies_fresh_juices,high,override_with_name_rules
422523,"Mahlajook sidrun.laimi 15% CIDO,1l",,,"Barbora, Maxima",,,drinks,drinks_juices,high,drinks,drinks_juices,high,
422524,"Grill-liha mustikamarin. RAKVERE,500g",,,,,,produce,produce_berries,high,produce,produce_berries,high,
422525,"Kohup.kreem TERE Emma vaarikakiss.,150g",,,"Barbora, Maxima",,,produce,produce_berries,high,personal_care,pcare_cosmetics,high,override_with_name_rules
422526,Whisky J.WALKER Red Label 40% 500ml,,,"Barbora, Maxima",,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
422527,"M.alk.jook A.LE COQ Mojito4.7% 330ml,pdl",,,"Barbora, Maxima",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
422528,Rõõsk koor FARM MILK 35% 200ml,,,"Barbora, Maxima",,,dairy_eggs_fats,dairy_cream_sourcream,high,dairy_eggs_fats,dairy_milk,high,override_with_name_rules
422529,"Valgeh.juust Brie PRESIDENT oliiv.,125g",,,"Barbora, Maxima",,,dairy_eggs_fats,dairy_cheese_slices,high,dairy_eggs_fats,dairy_cheese_slices,high,
422530,M.alk.jook A.Le Coq G:N 5.5% 330ml,,,"Barbora, Maxima",,,other,dry_other,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
422531,Mõdu SAKU 4% 500ml,,,"Barbora, Maxima",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
422533,"Koorene jogurt FARMI must.kirss., 400g",,,"Barbora, Maxima",,,dairy_eggs_fats,dairy_yogurt_kefir,high,dairy_eggs_fats,dairy_yogurt_kefir,high,
422534,Min.vesi VÄRSKA Originaal 1.5Lx6 gas-tud,,,"Barbora, Maxima",,,drinks,drinks_spirits,high,drinks,drinks_water,high,override_with_name_rules
422535,Külm. Kalakroketid WELL DONE 250g,,,"Barbora, Maxima",,,meat_fish,fish_fresh,high,meat_fish,fish_fresh,high,
422536,Whisky J.WALKER Red Label 40% 700ml,,,"Barbora, Maxima",,,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
422537,"Koorene jogurt FARMI virsikutega, 400g",,,"Barbora, Maxima",,,dairy_eggs_fats,dairy_yogurt_kefir,high,dairy_eggs_fats,dairy_yogurt_kefir,high,
422538,"M.tee melissi, piparmündigaHYLEYS25x1.5g",,,"Barbora, Maxima",,,drinks,drinks_tea_coffee,high,drinks,drinks_tea_coffee,high,
422539,Mustikad 250g,,,"Barbora, Maxima",,,produce,produce_berries,high,produce,produce_berries,high,
422540,"Maasuitsusardell M&M,375g",,,"Barbora, Maxima",,,meat_fish,meat_sausages,high,meat_fish,meat_sausages,high,
422541,Multimahlajook PÕLTSAMAA 200ml,,,,,,drinks,drinks_juices,high,drinks,drinks_juices,high,
422542,"Majonees FELIX laimi-aioli, 220g",,,"Barbora, Maxima",,,sauces_oils,sauces_ketchup_mayo,high,sauces_oils,sauces_ketchup_mayo,high,
422544,"Grill sardiinid tomatikast.BRIIS,EO 140g",,,"Barbora, Maxima",,,dry_preserves,dry_pasta_rice,high,dry_preserves,dry_pasta_rice,high,
422545,"Mustikad, 400g",,,"Barbora, Maxima",,,produce,produce_berries,high,produce,produce_berries,high,
422546,"Grill sardiinid õlis BRIIS, EO 140g",,,"Barbora, Maxima",,,dry_preserves,dry_pasta_rice,high,dry_preserves,dry_pasta_rice,high,
422547,Külm.pelmeenid küüslauk PEALINNA 350g,,,,,,produce,produce_root_veg,high,produce,produce_root_veg,high,
422548,Mandariini-kiivikorvike 2x140g,,,"Barbora, Maxima",,,produce,produce_tropical,high,produce,produce_tropical,high,
422549,Hautatud sealiha MAAILU 325g,,,"Barbora, Maxima",,,meat_fish,meat_pork,high,meat_fish,meat_pork,high,
422550,"Köögikaste ALPRO, 250ml",,,,,,sauces_oils,sauces_other,heuristic,sauces_oils,sauces_other,heuristic,
422551,"Mineraalvesi SAN PELLEGRINO 1L ,g-tud",,,"Barbora, Maxima",,,drinks,drinks_water,high,drinks,drinks_spirits,high,override_with_name_rules
422553,"Külm.kalafilee nagitsad WELL DONE, 240g",,,"Barbora, Maxima",,,meat_fish,fish_fresh,high,meat_fish,fish_fresh,high,
422554,"Must pur.TWININGS English Breakfast,100g",,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
422556,"Must tee Earl Grey HYLEYS,100g",,,"Barbora, Maxima",,,drinks,drinks_tea_coffee,high,drinks,drinks_tea_coffee,high,
422557,"Hautatud veiseliha MAAILU, 325g",,,"Barbora, Maxima",,,meat_fish,meat_beef_lamb_game,high,meat_fish,meat_beef_lamb_game,high,
422558,"Hautatud kanaliha RANNAROOTSI, 240g",,,"Barbora, Maxima",,,meat_fish,meat_poultry,high,meat_fish,meat_poultry,high,
