product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence
420329,GT punane vein K.JACKSON Zinfandel 750ml,,,"Barbora, Maxima",,,drinks,drinks_wine,high
420330,"Hele õlu STAROPRAMEN Prem.5% 500ml,prk",,,"Barbora, Maxima",,,drinks,drinks_beer_cider,high
420331,Karastusjook LIMONAAD traditsioon. 500ml,,,"Barbora, Maxima",,,drinks,drinks_soft_soda,high
420332,KGT vein GRAND SÜD Merlot 1L,,,"Barbora, Maxima",,,drinks,drinks_wine,high
420334,Köögiviljamahl CIDO 1L,,,"Barbora, Maxima",,,drinks,drinks_juices,high
420335,KPN kv.vahuvein MUMM CordonRougeBr.750ml,,,"Barbora, Maxima",,,drinks,drinks_wine,high
420337,KPN punane vein ALBALI Crianza 750ml,,,"Barbora, Maxima",,,drinks,drinks_wine,high
420338,"KPN v.v.PETER MERTES Liebfraumil. 3L,BIB",,,"Barbora, Maxima",,,other,dry_other,fallback
420339,KPN vein TORRE ORIA Reserva 750ml,,,"Barbora, Maxima",,,drinks,drinks_wine,high
420340,Likoor Cointreau 40 Proc 500 Ml,,,,,,dairy_eggs_fats,dairy_cream_sourcream,high
420341,Mineraalvesi VÄRSKA originaal 1.5L,,,"Barbora, Maxima",,,drinks,drinks_spirits,high
420342,Muu piiritusjook METAXA 7* 40% 700ml,,,"Barbora, Maxima",,,other,dry_other,fallback
420343,Piiritusjook STAR DOLLAR 3* 30 % 500ml,,,"Barbora, Maxima",,,other,dry_other,fallback
420344,Kohvioad Kharisma LÖFBERGS 1kg,,,"Barbora, Maxima",,,drinks,drinks_coffee_beans_capsules,high
420345,Jaatis Karamelli Baltija Koon 83 G,,,,,,sweets_snacks,sweets_candies,high
420346,Piiritusjook METAXA 5*  38% 700ml,METAXA,,"Barbora, Maxima",,,other,dry_other,fallback
420347,Ploominektar AURA 1L,AURA,,,,,drinks,drinks_juices,high
420348,Punase apelsininektar PFANNER 2L,PFANNER,,,,,drinks,drinks_juices,high
420349,Rumm BACARDI Carta Blanca 37.5% 1L,BACARDI,,,,,drinks,drinks_spirits,high
420350,Rumm BACARDI Carta Blanca 37.5%700ml,BACARDI,,,,,drinks,drinks_spirits,high
420351,Tomatimahl CIDO  1L,VITA,,"Barbora, Maxima",,,drinks,drinks_juices,high
420352,Viin LAUA  40% 1L,LAUA VIIN,,"Barbora, Maxima",,,drinks,drinks_spirits,high
420353,Viin LAUA  40% 700ml,LAUA VIIN,,,,,drinks,drinks_spirits,high
420354,Viin NEMIROFF Original 40% 500ml,Nemiroff,,,,,drinks,drinks_spirits,high
420355,Cognac HENNESSY VS 40% 350ml,,,"Barbora, Maxima",,,drinks,drinks_spirits,high
420356,Cognac HENNESSY VSOP 40% 350ml,,,"Barbora, Maxima",,,drinks,drinks_spirits,high
420357,Cognac HENNESSY VSOP 40% 700ml karp,,,,,,drinks,drinks_spirits,high
420358,Gin BEEFEATER 40% 700ml,,,"Barbora, Maxima",,,drinks,drinks_spirits,high
420359,GT vein C. DEL DIABLO Black Chard. 750ml,,,"Barbora, Maxima",,,drinks,drinks_wine,high
420360,Punane vein LOS CARDOS Cab. Sauv. 750ml,,,"Barbora, Maxima",,,drinks,drinks_wine,high
420361,Punane vein LOS CARDOS Malbec 750ml,,,"Barbora, Maxima",,,drinks,drinks_wine,high
420362,Roheline tee HYLEYS suureleheline 100g,,,"Barbora, Maxima",,,drinks,drinks_tea_coffee,high
420363,Siirup MONIN grenadiini 250ml,,,"Barbora, Maxima",,,drinks,drinks_syrups_powders,high
420364,Siirup MONIN karamelli 250ml,,,"Barbora, Maxima",,,drinks,drinks_syrups_powders,high
420365,Viin SAAREMAA 40% 500ml,SAAREMAA VODKA,,,,,drinks,drinks_spirits,high
420366,Viin SAAREMAA 40% 700ml,SAAREMAA VODKA,,"Barbora, Maxima",,,drinks,drinks_spirits,high
