product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence,final_food_group,final_sub_code,final_confidence,change_reason
581270,Coop Manna 1kg,Coop,1kg,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581276,Hüva vatipadjad 120tk,Hüva,120tk,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581277,Coop vatipadjad kahepoolsed 70tk,Coop,70tk,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581278,Coop vatipadjad 80tk orgaanilisest pv,Coop,80tk ,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581281,Coop Hernesupp 500g lihata,Coop,500g ,Coop,,,meat_fish,meat_other,heuristic,meat_fish,meat_other,heuristic,
581283,Coop Br.kintsuliha klassikalises mar.1kg,Coop,1kg,Coop,,,meat_fish,meat_other,heuristic,meat_fish,meat_other,heuristic,
581289,Säästu katlakivivastased tabletid 16tk,Säästu,16tk,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581292,Klaaspurk kmpl 900ml 82mm keermega 6tk,Klaaspurk,900ml ,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581293,Hüva vatitikud 200tk,Hüva,200tk,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581300,Frillis lõigatud pakitud kiles Soome,Frillis,,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581301,Klaaspurk kmpl 540ml 82mm keermega 6tk,Klaaspurk,540ml ,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581302,CK Krabisõrad dipikastmega 285g,CK,285g,Coop,,,sauces_oils,sauces_other,heuristic,sauces_oils,sauces_other,heuristic,
581309,Coop tume shokolaad 100g,Coop,100g,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581311,Coop t/paber 3kih 4tk 100% tselluloos,Coop,4tk 100,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581312,Coop t/paber 3kih 8tk 100% tselluloos,Coop,8tk 100,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581313,Coop t/paber 3kih 16tk 100% tselluloos,Coop,16tk 100,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581314,HüvaJumbo majap/paber 2kih 1rull 400leht,HüvaJumbo,,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581324,Purgikaaned pildiga 82mm 10tk keeratavad,Purgikaaned,10tk ,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
581325,Klaaspurk kmpl 540ml 82mm kaanega 6tk,Klaaspurk,540ml ,Coop,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
