product_id,name,brand,size_text,food_group,stores_sample,current_sub_code,new_sub_code,food_group_corrected
47078,"Jogurtijook maasikas-granaatõun 4x100g, ACTIMEL, 400 g",Actimel,4x100 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,dairy_yogurt_kefir,dairy_eggs_fats
77468,"Jogurtijook metsmaasika, laktoosivaba 4x100 g",Jogurtijook,4x100 g,dairy_eggs_fats,"Coop, Prisma, Selver",,dairy_yogurt_kefir,dairy_eggs_fats
12178,"Jogurtijook vaarika-mustika, laktoosivaba 4x100 g",Jogurtijook,4x100 g,dairy_eggs_fats,"Coop, Prisma",,dairy_yogurt_kefir,dairy_eggs_fats
8674,"Jogurt kakaoküpsistega, MESIKÄPP, 140 g",Mesikäpp,140 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,sweets_biscuits_cookies,sweets_snacks
11552,"Jõhvikakisselliga kohupiimakreem, 150 g",Jõhvikakisselliga,150 g,dairy_eggs_fats,"Coop, Prisma, Selver",,dairy_cottage_quark,dairy_eggs_fats
10688,"Joogijogurt banaani-maasika 1,5%, ALMA, 1 kg",Banaani-maasika,1 kg,dairy_eggs_fats,"Coop, Prisma, Selver",,dairy_yogurt_kefir,dairy_eggs_fats
10135,Joogijogurt Harmoonia maasika-pohla laktoosivaba 1kg,Joogijogurt Harmoonia,1 kg,dairy_eggs_fats,"Prisma, Rimi, Selver",,dairy_yogurt_kefir,dairy_eggs_fats
12239,Joogijogurt maasika-nektariini 900 g,Joogijogurt,900 g,dairy_eggs_fats,"Coop, Prisma",,dairy_yogurt_kefir,dairy_eggs_fats
9348,"Joogijogurt mango, ALMA, 900 g",Mango,900 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,dairy_yogurt_kefir,dairy_eggs_fats
48513,"Joogijogurt metsamarjamaitseline, ALMA, 900 g",Metsamarja,900 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,dairy_yogurt_kefir,dairy_eggs_fats
8723,"Joogijogurt metsmaasika, TERE, 900 g",Tere,900 g,dairy_eggs_fats,"Barbora, Coop, Maxima, Prisma, Selver",,dairy_yogurt_kefir,dairy_eggs_fats
9250,"Joogijogurt vaarika-passioni laktoosivaba, GEFILUS, 1 L",Gefilus,1 kg,dairy_eggs_fats,"Prisma, Rimi, Selver",,dairy_yogurt_kefir,dairy_eggs_fats
13172,Juuksegeel Glued kulmudele ja lahtistele juustele 16ml,Juuksegeel Glued,16 ml,dairy_eggs_fats,Prisma,,pcare_other,personal_care
36652,"Juust Atleet Light, viilutatud, 150 g",Juust Atleet,150 g,dairy_eggs_fats,"Prisma, Rimi, Selver",,dairy_cheese_slices,dairy_eggs_fats
11147,"Juust Atleet Originaal, 200 g",Juust Atleet,200 g,dairy_eggs_fats,"Barbora, Coop, Maxima, Prisma, Rimi, Selver",,dairy_cheese_slices,dairy_eggs_fats
51365,"Juust Atleet Originaal, 500 g",Juust Atleet,500 g,dairy_eggs_fats,"Coop, Prisma, Selver",,dairy_cheese_slices,dairy_eggs_fats
73331,"Juust Atleet Originaal, viilutatud, 150 g",Juust Atleet,150 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,dairy_cheese_slices,dairy_eggs_fats
7375,"Juust Atleet Originaal, viilutatud, 500 g",Juust Atleet,500 g,dairy_eggs_fats,"Barbora, Coop, Maxima, Prisma, Rimi, Selver",,dairy_cheese_slices,dairy_eggs_fats
8676,"juust Bresto Light, 200g",juust,200 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,dairy_cheese_slices,dairy_eggs_fats
2028,Juustekapslid Evonia N56 80 g,Juustekapslid Evonia,80 g,dairy_eggs_fats,Prisma,,dairy_other,dairy_eggs_fats
18871,"Juustele, nah&ntele kummikommid mustika 60tk","Juustele,",,dairy_eggs_fats,Prisma,,sweets_candies,sweets_snacks
10270,"Juust Grand, kg","Juust Grand,",,dairy_eggs_fats,Prisma,,dairy_cheese_slices,dairy_eggs_fats
2819,Juustoportti Hyvin magustamata marjane mahlasupp 1kg,Juustoportti Hyvin,1 kg,dairy_eggs_fats,Prisma,,dairy_other,dairy_eggs_fats
1924,Juustoportti .Kanakebab Riisiga 350 G,Juustoportti,350 g,dairy_eggs_fats,Prisma,,dairy_other,dairy_eggs_fats
10811,Juustoportti magustamata laktoosivaba mangojogurt 150 g,Juustoportti,150 g,dairy_eggs_fats,Prisma,,dairy_yogurt_kefir,dairy_eggs_fats
12132,"Juust Royal Gouda Black, viilutatud, 150g",Juust Royal,150 g,dairy_eggs_fats,"Barbora, Coop, Maxima, Prisma, Rimi, Selver",,dairy_cheese_slices,dairy_eggs_fats
11962,"Juust Royal Gouda Red, 250 g",Juust Royal,250 g,dairy_eggs_fats,"Barbora, Coop, Maxima, Prisma, Rimi, Selver",,dairy_cheese_slices,dairy_eggs_fats
11049,"Juust Royal Gouda Red, viilutatud, 150 g",Juust Royal,150 g,dairy_eggs_fats,"Prisma, Rimi, Selver",,dairy_cheese_slices,dairy_eggs_fats
36217,Juustuampsud 200 g,Juustuampsud,200 g,dairy_eggs_fats,"Coop, Prisma, Selver",,dairy_other,dairy_eggs_fats
1149,Juustucroissant,Juustucroissant,,dairy_eggs_fats,Prisma,,dairy_other,dairy_eggs_fats
608153,Juustukaste 180g,Juustukaste,180 g,dairy_eggs_fats,Prisma,,dairy_other,dairy_eggs_fats
9849,Juustumakaronid suitsupeekoniga 280 g,Juustumakaronid,280 g,dairy_eggs_fats,"Prisma, Rimi",,dairy_other,dairy_eggs_fats
3464,"Juusturull, 400 g","Juusturull,",400 g,dairy_eggs_fats,"Prisma, Selver",,dairy_other,dairy_eggs_fats
1088,Juusturull mozzarellaga,Juusturull,,dairy_eggs_fats,Prisma,,dairy_cheese_slices,dairy_eggs_fats
1145,Juustustritsel,Juustustritsel,,dairy_eggs_fats,Prisma,,bakery_other,bakery
21860,"Juustu täidisega kuumsuitsulõhe kogufilee 1,2-1,5 kg",Juustu,1.5 kg,dairy_eggs_fats,Prisma,,dairy_other,dairy_eggs_fats
34913,"Juustuvorst, RAKVERE LK, 600 g",Juustuvorst,600 g,dairy_eggs_fats,"Barbora, Coop, Maxima, Prisma, Rimi, Selver",,dairy_other,dairy_eggs_fats
98853,"Kadaka juust, viilutatud, 150 g",Kadaka,150 g,dairy_eggs_fats,"Coop, Prisma, Selver",,dairy_cheese_slices,dairy_eggs_fats
8465,KALEV Anneke õhuline piimašokolaad 65g,KALEV Anneke,65 g,dairy_eggs_fats,"Coop, Prisma",,sweets_chocolate_bars,sweets_snacks
5981,Kalev Anneke piimašokolaad 100 g,Kalev Anneke,100 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,sweets_chocolate_bars,sweets_snacks
25457,Kalev Anneke piimašokolaad 20 g,Kalev Anneke,20 g,dairy_eggs_fats,"Coop, Prisma, Selver",,sweets_chocolate_bars,sweets_snacks
1904,Kalevipoja kanamunad L 10TK,Kalevipoja,10 pcs,dairy_eggs_fats,"Coop, Prisma",,dairy_eggs,dairy_eggs_fats
3633,Kalevipoja kanamunad M 10TK,Kalevipoja,10 pcs,dairy_eggs_fats,Prisma,,dairy_eggs,dairy_eggs_fats
127088,Kalev linnupiimavalik 238g,Kalev,238 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,dairy_milk,dairy_eggs_fats
3398,Kalev linnupiim vahustatud vanillitäidisega šokolaadikommid 136g,Kalev,136 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,sweets_chocolate_bars,sweets_snacks
35215,Kalev maapähklibatoon karamelliga piimašokolaadis 50g,Kalev,50 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,sweets_chocolate_bars,sweets_snacks
4664,KALEV Nurr piimašokolaad 20g,KALEV Nurr,20 g,dairy_eggs_fats,"Coop, Prisma, Selver",,sweets_chocolate_bars,sweets_snacks
38269,Kalev Pilveke piimabatoonike 150 g,Kalev Pilveke,150 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,sweets_chocolate_bars,sweets_snacks
26829,Kalev soolakaramelli batoon piimašokolaadis 40g,Kalev,40 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,sweets_chocolate_bars,sweets_snacks
10129,Kalev tiramisumaitseline piimašokolaad küpsisega 100g,Kalev,100 g,dairy_eggs_fats,"Coop, Prisma",,sweets_chocolate_bars,sweets_snacks
459665,Kalev Vana Tallinn Cream koorelikööritäidisega šokolaadikompvekid 122 g,Kalev Vana,122 g,dairy_eggs_fats,Prisma,,drinks_spirits,drinks
42514,"Kanagrillvorst juustuga lambasooles, TALLEGG, 400 g",Kanagrillvorst,400 g,dairy_eggs_fats,"Coop, Prisma, Selver",,dairy_cheese_slices,dairy_eggs_fats
11546,"Kana-juustupihvid, TALLEGG, 320 g",TALLEGG Kana-juustupihvid,320 g,dairy_eggs_fats,"Barbora, Coop, Maxima, Prisma, Rimi, Selver",,dairy_other,dairy_eggs_fats
31465,"Kanasigar juustuga, TALLEGG, 200 g",Kanasigar,200 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,dairy_cheese_slices,dairy_eggs_fats
6515,Karl Fazer Dumle piimašokolaad 180 g,Karl Fazer,180 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,sweets_chocolate_bars,sweets_snacks
7679,Karl Fazer piimašokolaad tervete metsapähklitega 200 g,Karl Fazer,200 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,sweets_chocolate_bars,sweets_snacks
57693,Kartulid küüslaugu ja grana padano juustuga 500 g,Kartulid,500 g,dairy_eggs_fats,Prisma,,dairy_cheese_slices,dairy_eggs_fats
3535,Kartulivahvlid juustu- ja sibulamaitselised 90 g,Kartulivahvlid,90 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,sweets_waffles_cakes,sweets_snacks
2168,"Karums arbuusi glasuurkohuke, 45 g",Karums,45 g,dairy_eggs_fats,"Coop, Prisma, Selver",,dairy_other,dairy_eggs_fats
192,"Karums Karamelli glasuurkohuke, 45 g",Karums Karamelli,45 g,dairy_eggs_fats,"Barbora, Coop, Maxima, Prisma",,sweets_candies,sweets_snacks
1245,"Karums Mustikamaitseline kohuke, 45g",Karums Mustikamaitseline,45 g,dairy_eggs_fats,"Prisma, Rimi",,dairy_other,dairy_eggs_fats
264,"Karums Šokolaadi glasuurkohuke, 45 g",Karums Šokolaadi,45 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,sweets_chocolate_bars,sweets_snacks
128,"Karums Vanilli glasuurkohuke, 45 g",Karums Vanilli,45 g,dairy_eggs_fats,"Coop, Prisma, Rimi, Selver",,dairy_other,dairy_eggs_fats
48085,"Karums Vanilli glasuurkohuke, 7 x 45 g",Karums Vanilli,7x45 g,dairy_eggs_fats,"Coop, Prisma, Selver",,dairy_other,dairy_eggs_fats
4073,"Karums virsiku glasuurkohuke, laktoosivaba, 30% vähem suhkrut, 40 g",Karums,40 g,dairy_eggs_fats,Prisma,,dairy_other,dairy_eggs_fats
34886,"Keeduvorst juustu, VALLA, 600 g",Juustuvorst,600 g,dairy_eggs_fats,"Barbora, Coop, Maxima, Prisma, Selver",,dairy_cheese_slices,dairy_eggs_fats
2181,"Keiju Taimne rasvavõie 50%, 400 g",Keiju Taimne,400 g,dairy_eggs_fats,"Coop, Prisma, Selver",,dairy_butter_margarine,dairy_eggs_fats
3820,"Keiju taimne rasvavõie 70%, 400 g",Keiju,400 g,dairy_eggs_fats,"Coop, Prisma, Selver",,dairy_butter_margarine,dairy_eggs_fats
4259,"Keiju Taimne soolane rasvavõie 70%, 400 g",Keiju Taimne,400 g,dairy_eggs_fats,"Barbora, Coop, Maxima, Prisma, Selver",,dairy_butter_margarine,dairy_eggs_fats
28924,Kiievi kotlet küüslauguvõidega. 330 g,Kiievi,330 g,dairy_eggs_fats,"Prisma, Rimi",,dairy_other,dairy_eggs_fats
272795,Kikas Juustu-Kanarull 330 G,Kikas Juustu-Kanarull,330 g,dairy_eggs_fats,Prisma,,dairy_cheese_slices,dairy_eggs_fats
8733,KIKAS Juustupallid 300 g,KIKAS Juustupallid,300 g,dairy_eggs_fats,Prisma,,dairy_cheese_slices,dairy_eggs_fats
2631,"Kikerikii Ökomunad L, 10 tk",Kikerikii Ökomunad,10 pcs,dairy_eggs_fats,Prisma,,dairy_eggs,dairy_eggs_fats
1557,"Kikerikii Ökomunad M, 10 tk",Kikerikii Ökomunad,10 pcs,dairy_eggs_fats,Prisma,,dairy_eggs,dairy_eggs_fats
1818,Kinder Country piimašokolaad piimatäidise ja teraviljadega 24g.,Kinder Country,24 g,dairy_eggs_fats,Prisma,,sweets_chocolate_bars,sweets_snacks
2498,Kinder Delice kakaobatoon piimakreemitäidisega 39 g,Kinder Delice,39 g,dairy_eggs_fats,"Coop, Prisma, Rimi",,sweets_chocolate_bars,sweets_snacks
552440,Kinder Maxi piimašokolaadibatoon 21g,Kinder Maxi,21 g,dairy_eggs_fats,Prisma,,sweets_chocolate_bars,sweets_snacks
595081,Kinder piimašokolaadifiguur piima- ja kakaoküpsisetükkidega 122g,Kinder,122 g,dairy_eggs_fats,Prisma,,sweets_chocolate_bars,sweets_snacks
592184,Kinder piimatäidisega piimašokolaad T8 100 g,Kinder,100 g,dairy_eggs_fats,Prisma,,sweets_chocolate_bars,sweets_snacks
9857,"Kirsi proteiinijogurtijook, 275g",Kirsi,275 g,dairy_eggs_fats,"Prisma, Rimi, Selver",,dairy_yogurt_kefir,dairy_eggs_fats
247579,Kitchen joy võikana,Kitchen,,dairy_eggs_fats,Prisma,,dairy_other,dairy_eggs_fats
11494,"Kitsejuust, 150 g","Kitsejuust,",150 g,dairy_eggs_fats,"Prisma, Selver",,dairy_cheese_slices,dairy_eggs_fats
10823,"Kitsepiimajuust, 150 g","Kitsepiimajuust,",150 g,dairy_eggs_fats,Prisma,,dairy_cheese_slices,dairy_eggs_fats
45935,"Kitsepiim pastöriseeritud 0,96L",Kitsepiim,0.96 l,dairy_eggs_fats,Prisma,,dairy_milk,dairy_eggs_fats
1335,Knoppers piima- ja pähklitäidisega krõbe vahvel 25 g,Knoppers,25 g,dairy_eggs_fats,"Prisma, Rimi",,sweets_waffles_cakes,sweets_snacks
18322,Knorr juustupüreesupp 22 g,Knorr,22 g,dairy_eggs_fats,"Prisma, Rimi, Selver",,dairy_cheese_slices,dairy_eggs_fats
150330,Knorr juustusupp 17g,Knorr,17 g,dairy_eggs_fats,Prisma,,dairy_cheese_slices,dairy_eggs_fats
23873,Knorr kiirnuudlid juustu- ja ürdimaitselised 61g,Knorr,61 g,dairy_eggs_fats,Prisma,,dairy_cheese_slices,dairy_eggs_fats
5549,Knorr spagetid peekoni ja juustuga 71 g,Knorr,71 g,dairy_eggs_fats,"Coop, Prisma, Rimi",,dairy_cheese_slices,dairy_eggs_fats
2048,Knorr tops Pasta juustu/koore 55g,Knorr,55 g,dairy_eggs_fats,Prisma,,dairy_cheese_slices,dairy_eggs_fats
1943,Kodujuust 7% 300g,Kodujuust,300 g,dairy_eggs_fats,Prisma,,dairy_cottage_quark,dairy_eggs_fats
9127,"Kodujuust rasvatu, 400 g",Kodujuust,400 g,dairy_eggs_fats,Prisma,,dairy_cottage_quark,dairy_eggs_fats
