product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence
125565,Espiritu De Chile Shiraz Cabernet 75 cl,TRIDENS AS,,Selver,,,drinks,drinks_wine,high
125566,Espiritu Gran Reserva Sauvignon Blanc 75 cl,TRIDENS AS,,Selver,,,other,dry_other,fallback
125567,Fashion Strawberry/Raspberry 75 cl,BALMERK ESTONIA OÜ,,Selver,,,other,dry_other,fallback
125568,Faustino I Gran Reserva DOC 75 cl,PRIKE AS,,Selver,,,other,dry_other,fallback
125569,Faustino VII Red 75 cl,PRIKE AS,,Selver,,,other,dry_other,fallback
125570,"Ferriol Brut Cava, 75cl",ANORA ESTONIA AS,,Selver,,,drinks,drinks_wine,high
125571,"Ferriol Semi Seco Cava, 75cl",ANORA ESTONIA AS,,Selver,,,drinks,drinks_wine,high
125572,Feudi di San Marzano Sessantanni Old Vines Primitivo di Manduria 75 cl,MV GROUP DISTRIBUTION EE OÜ,,Selver,,,other,dry_other,fallback
125573,"Filotaigen, KANAKI, 250 g",REATON OÜ,,Selver,,,meat_fish,meat_poultry,high
125574,Fitzroy Bay Sauvignon Blanc 75 cl,AVALLONE AS,,Selver,,,other,dry_other,fallback
125575,Florecampo Pinot Grigio 75 cl,PRIKE AS,,Selver,,,drinks,drinks_wine,high
125576,Franz Hoffner Riesling 300cl,BALMERK ESTONIA OÜ,,Selver,,,drinks,drinks_wine,high
125577,Franz Hoffner Riesling 75 cl,DUNKER ESTONIA OÜ,,Selver,,,drinks,drinks_wine,high
125578,Franz Hoffner Riesling Mosel 75 cl,DUNKER ESTONIA OÜ,,Selver,,,drinks,drinks_wine,high
125579,Franz Hoffner Weisswein 75 cl,DUNKER ESTONIA OÜ,,Selver,,,other,dry_other,fallback
125580,Freegold Moscatel 75 cl,INTERALTUS OÜ,,Selver,,,other,dry_other,fallback
125581,Freixenet Asti 75 cl,HENKELL FREIXENET EESTI AS,,Selver,,,drinks,drinks_wine,high
125582,Freixenet Carta Nevada 75 cl,HENKELL FREIXENET EESTI AS,,"Coop, Selver",,,other,dry_other,fallback
125583,Freixenet Cordon Negro Brut 75 cl,HENKELL FREIXENET EESTI AS,,Selver,,,drinks,drinks_wine,high
125584,Freixenet MIA Blanco 75 cl,HENKELL FREIXENET EESTI AS,,Selver,,,other,dry_other,fallback
125585,Freixenet Prosesecco 75 cl,HENKELL FREIXENET EESTI AS,,Selver,,,drinks,drinks_wine,high
125586,"Freshmatic Energising täide, AIR WICK, 250 ml",EUGESTA EESTI AS,,Selver,,,other,dry_other,fallback
125587,"Friedrich Kali Apelsin, KARL, 500 ml",SAKU ÕLLETEHASE AS,,"Coop, Selver",,,produce,produce_tropical,high
125588,Frizzante Dolce 75 cl,LIVIKO AS,,Selver,,,other,dry_other,fallback
125589,Frizzante Semiseco 75 cl,LIVIKO AS,,Selver,,,other,dry_other,fallback
125590,"Fruktmums Puuviljapüree maasika 6+, SEMPER, 110 g",EUGESTA EESTI AS,,"Coop, Rimi, Selver",,,produce,produce_berries,high
125592,"Fruktmums puuviljapüree õuna, vaarika, banaani 6+, SEMPER, 110 g",EUGESTA EESTI AS,,"Coop, Selver",,,produce,produce_berries,high
125593,"Fruktmums puuviljapüree pirni, baani, mango 6+, SEMPER, 110 g",EUGESTA EESTI AS,,"Coop, Rimi, Selver",,,produce,produce_apples_pears,high
125594,"Fruktmums puuviljapüree virsiku, õuna, banaani 6+, SEMPER, 110 g",EUGESTA EESTI AS,,"Coop, Selver",,,produce,produce_apples_pears,high
125595,"Funktsionaalne jook ""Berruba"" magusainetega, NOCCO, 330 ml",GKR TRADE OÜ,,"Coop, Rimi, Selver",,,bakery,bakery_buns_croissants,high
125596,"Funktsionaalne jook ""Blood Orange"" magusainetega, NOCCO, 330 ml",GKR TRADE OÜ,,"Coop, Selver",,,bakery,bakery_buns_croissants,high
125597,"Funktsionaalne jook ""Juicy Melba"", NOCCO, 330 ml",GKR TRADE OÜ,,Selver,,,other,dry_other,fallback
125598,"Funktsionaalne jook Limon, NOCCO, 330 ml",GKR TRADE OÜ,,"Coop, Selver",,,other,dry_other,fallback
