product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence
583050,Libresse Natural Care Reg Wings h/s 20tk,Libresse,20tk,Coop,,,other,dry_other,fallback
583051,Dailies Natural Care Reg p/kaitse 40tk,Dailies,40tk,Coop,,,other,dry_other,fallback
583052,Libresse Ultra Long Wings Duo h/s 2*8tk,Libresse,8tk,Coop,,,other,dry_other,fallback
583053,Libresse Ultra Long Wings h/side 8tk,Libresse,8tk,Coop,,,other,dry_other,fallback
583054,Zewa Kids Box t/rätikud 60tk karbis,Zewa,60tk ,Coop,,,other,dry_other,fallback
583055,Libresse Goodnight Maxi Win h/side 10tk,Libresse,10tk,Coop,,,other,dry_other,fallback
583056,Libresse Dailies Fresh Reg Deo p/k 30tk,Libresse,30tk,Coop,,,other,dry_other,fallback
583057,Tena Lady Normal uriinipid/side 12tk,Tena,12tk,Coop,,,other,dry_other,fallback
583058,Tena Discreet Mini uriinipid/side 20tk,Tena,20tk,Coop,,,other,dry_other,fallback
583059,Libresse Goodnight Ultra X-large h/s 8tk,Libresse,8tk,Coop,,,other,dry_other,fallback
583060,Zewa Softis Sensitive taskurätikud 10*9,Zewa,,Coop,,,other,dry_other,fallback
583061,Libresse Ult Thin Goodnight h/side 8tk,Libresse,8tk,Coop,,,other,dry_other,fallback
583062,Zewa Wisch&Weg majap/paber 2tk 2kih,Zewa,2tk ,Coop,,,other,dry_other,fallback
583063,Tena Discreet p/kaitse Ultra Mini 28tk,Tena,28tk,Coop,,,other,dry_other,fallback
583064,Zewa Softis taskurätikud 4kih 10*9tk,Zewa,9tk,Coop,,,other,dry_other,fallback
583065,Zewa Softis taskurätikud 4kih 9tk,Zewa,9tk,Coop,,,other,dry_other,fallback
583066,Zewa Softis taskurätikud 4kih 6*9tk,Zewa,9tk,Coop,,,other,dry_other,fallback
583067,Zewa Exclusive UltraSoft t/paber 4tk val,Zewa,4tk ,Coop,,,other,dry_other,fallback
583068,Zewa Exclusive NaturalSoft t/paber 8tk,Zewa,8tk,Coop,,,other,dry_other,fallback
583069,Libresse Dailies Fresh&Pro p/kaitse 80tk,Libresse,80tk,Coop,,,other,dry_other,fallback
583070,Libresse Dailies Long Ext p/kaitse 42tk,Libresse,42tk,Coop,,,other,dry_other,fallback
583071,Bla Band Mehhiko pajaroog 188g,Bla,188g,Coop,,,other,dry_other,fallback
583072,Barebells prot.batoon 55g küpsise-kreemi,Barebells,55g ,Coop,,,sweets_snacks,sweets_chocolate_bars,high
583073,Barebells prot.batoon 55g soolapähkli,Barebells,55g ,Coop,,,sweets_snacks,sweets_chocolate_bars,high
583074,Barebells prot.bat.55g valge shok-mandli,Barebells,55g ,Coop,,,other,dry_other,fallback
