product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence
126492,"Maisipallid juustumaitselised Nacho, TAFFEL, 165g",ORKLA EESTI AS,,"Coop, Rimi, Selver",,,dairy_eggs_fats,dairy_cheese_slices,high
126493,"Maisipallid kahes šokolaadis Mesikäpp, KALEV, 90 g",ORKLA EESTI AS,,"Coop, Selver",,,dry_preserves,dry_canned_veg,high
126494,"Maisipolenta, täistera, BAULE VOLANTE, 500 g",ALBERO VERDE OÜ,,Selver,,,drinks,drinks_wine,high
126495,"Maisitärklis, FIRST PRICE, 400 g",SELVER AS,,Selver,,,dry_preserves,dry_canned_veg,high
126496,"Maisitärklis, RUF, 400 g",KAUPMEES & KO AS,,Selver,,,dry_preserves,dry_canned_veg,high
126497,"Maisitõlvikud marineeritud, GREEN, 190g",PRALINEE OÜ,,"Coop, Selver",,,dry_preserves,dry_canned_veg,high
126498,"Maisitortilja 20 cm x 8 tk, SANTA MARIA, 336 g",SANTA MARIA AS,,"Coop, Selver",,,bakery,bakery_flatbreads_wraps,high
126499,"Maitseaine Vegeta Natur mozzarellale, PODRAVKA, 20 g",JUNGENT ESTONIA OÜ,,Selver,,,dairy_eggs_fats,dairy_cheese_slices,high
126500,"Maitseaine Vegeta, PODRAVKA, 75 g",JUNGENT ESTONIA OÜ,,"Coop, Rimi, Selver",,,world_spices,spices_herbs_spice_mix,high
126501,"Maitseainesegu kurkide konserveerimiseks, MEIRA, 200 g",MEIRA EESTI OÜ,,Selver,,,world_spices,spices_herbs_spice_mix,high
126502,"Maitseainesegu punase karri, SANTA MARIA, 40 g",SANTA MARIA AS,,"Coop, Selver",,,world_spices,spices_herbs_spice_mix,high
126503,"Maitseainesegu rohelise karri, SANTA MARIA, 40 g",,,Selver,,,world_spices,spices_herbs_spice_mix,high
126504,"Maitselt mahe kurk, PÕLTSAMAA, neto 360g",ORKLA EESTI AS,,"Coop, Selver",,,produce,produce_root_veg,high
126505,"Maitselt mahe kurk, SALVEST, 1,6 kg",SALVEST AS,,"Coop, Selver",,,produce,produce_root_veg,high
126506,"Maitsestatud kohvioad Irish Crème Chocolate, COFFEESTAR, 200 g",NEXTHIT OÜ,,Selver,,,drinks,drinks_coffee_beans_capsules,high
126507,"Maitsestatud krõbedad koorega kartulisektorid, FARM FRITES, 600 g",BALBIINO AS,,Selver,,,dairy_eggs_fats,dairy_cream_sourcream,high
126508,"Maitsevesi Near Water Aura Fruit Maasikas-Basiilik, AURA FRUIT, 1,5 L",A. LE COQ AS,,"Coop, Rimi, Selver",,,drinks,drinks_water,high
126509,"Maitsevesi Near Water Aura Fruit Maasikas-Basiilik, AURA FRUIT, 500 ml",A. LE COQ AS,,"Rimi, Selver",,,drinks,drinks_water,high
126510,"Maiuspala batoon india pähklitega​, KALEV, 40 g",ORKLA EESTI AS,,"Coop, Rimi, Selver",,,sweets_snacks,sweets_chocolate_bars,high
126511,"Maiuspala šokolaadipallid, KALEV, 140 g",ORKLA EESTI AS,,"Coop, Selver",,,sweets_snacks,sweets_chocolate_bars,high
126512,"Maiuspala täidisega tume šokolaad, KALEV, 100 g",ORKLA EESTI AS,,"Coop, Selver",,,sweets_snacks,sweets_chocolate_bars,high
126513,"Majapidamispaber, 2-kihiline, SELVER, 4 rl",SELVER AS,,Selver,,,household,hh_paper,high
126514,"Majapidamispaber Big, LAMBI, 1 rl",ANTALIS OÜ,,Selver,,,meat_fish,meat_beef_lamb_game,high
126515,"Majapidamispaber Blossom Jumbo 2-kihiline, GRITE, 1 rl",SELVER AS,,"Coop, Selver",,,household,hh_paper,high
126516,"Majapidamispaber, LAMBI, 2 rl",ANTALIS AS,,Selver,,,meat_fish,meat_beef_lamb_game,high
126517,"Majapidamispaber Nature Lover, ZEWA, 4 rl",JUNGENT ESTONIA OÜ,,"Prisma, Selver",,,household,hh_paper,high
126518,"Majapidamispaber poolleht, 2-kihiline, SERLA, 4 rl",ANTALIS OÜ,,"Coop, Selver",,,household,hh_paper,high
126519,"Majapidamispaber Premium 120 lehte (2-kihiline), ZEWA, 1 tk",JUNGENT ESTONIA OÜ,,"Coop, Selver",,,household,hh_paper,high
126520,"Majapidamispaber Premium, 2-kihiline, ZEWA, 2 rl",JUNGENT ESTONIA OÜ,,"Coop, Selver",,,household,hh_paper,high
126521,"Majapidamispaber Premium Jumbo, 3-kihiline, ZEWA, 1 rl",JUNGENT ESTONIA OÜ,,"Coop, Selver",,,household,hh_paper,high
126522,"Majapidamispaber, SERLA, 4 rl",ANTALIS OÜ,,Selver,,,household,hh_paper,high
126523,"Majapidamispaber, SERLA, 4 rl",ANTALIS OÜ,,Selver,,,household,hh_paper,high
126525,"Majapidamispaber Wisch&Weg, ZEWA, 4 rl",JUNGENT ESTONIA OÜ,,Selver,,,household,hh_paper,high
126526,"Majapidamispaber XXL, SERLA, 1 rl",ANTALIS OÜ,,Selver,,,household,hh_paper,high
126527,"Majonees, HEINZ, 460g",EUGESTA EESTI AS,,"Coop, Selver",,,dry_preserves,dry_canned_veg,high
126528,"Majonees Kuldne Provansaal, KULDNE, 500 g",BALTIKA FOOD OÜ,,"Coop, Selver",,,sauces_oils,sauces_ketchup_mayo,high
126530,"Majonees laktoosivaba, TERE, 410 g",TERE AS,,"Barbora, Coop, Maxima, Rimi, Selver",,,sauces_oils,sauces_ketchup_mayo,high
126531,"Majonees Oliivi Provansaal, LEMMIK, 210 g",POLVEN FOODS OÜ,,"Barbora, Coop, Maxima, Rimi, Selver",,,sauces_oils,sauces_ketchup_mayo,high
126532,"Majonees Provansaal 50%, TARPLAN, 450 g",TARPLANI KAUBANDUSE OÜ,,"Coop, Selver",,,sauces_oils,sauces_ketchup_mayo,high
126533,"Majonees Provansaal Premium, TARPLAN, 210 g",TARPLANI KAUBANDUSE OÜ,,"Barbora, Coop, Maxima, Rimi, Selver",,,sauces_oils,sauces_ketchup_mayo,high
126534,"Majonees Provansaal (tops), LEMMIK, 300 g",POLVEN FOODS OÜ,,Selver,,,sauces_oils,sauces_ketchup_mayo,high
126535,"Majonees tilliga, TARPLAN, 210 g",TARPLANI KAUBANDUSE OÜ,,"Coop, Selver",,,sauces_oils,sauces_ketchup_mayo,high
126536,"Majoneesi-ketšupikaste, HEINZ, 415ml",EUGESTA EESTI AS,,"Coop, Selver",,,dry_preserves,dry_canned_veg,high
126537,"Majoneesi-ketšupikaste, TARPLAN, 450 g",TARPLANI KAUBANDUSE OÜ,,"Coop, Selver",,,sauces_oils,sauces_ketchup_mayo,high
126538,"Makaron Ditalini, REGGIA, 500 g",M&V TRADE OÜ,,"Coop, Rimi, Selver",,,dry_preserves,dry_pasta_rice,high
126539,"Makaron Stortini Piccolo, REGGIA, 500 g",M&V TRADE OÜ,,Selver,,,bakery,bakery_cakes_pastries,high
126540,"Makaronid Elbows, BALTIX, 400 g",SELVER AS,,Selver,,,dry_preserves,dry_pasta_rice,high
126541,"Makaronid, FIRST PRICE, 500 g",SELVER AS,,Selver,,,dry_preserves,dry_pasta_rice,high
126542,"Makaronid singiga, SALVEST, 530 g",SALVEST AS,,"Coop, Selver",,,dry_preserves,dry_pasta_rice,high
126543,"Makaronivorm maasuitsusingiga, SELVERI KÖÖK, 300 g",KULINAARIA OÜ,,Selver,,,dry_preserves,dry_pasta_rice,high
126544,"Maksalõiked koertele, RAKVERE LK, 1 kg",MAAG EESTI AS,,"Coop, Selver",,,pet,pet_other,heuristic
126545,"Maksastroganov, SELVERI KÖÖK, 2,2 kg, ettetellimisel",KULINAARIA OÜ,,Selver,,,other,dry_other,fallback
126546,"Maksastroganov, SELVERI KÖÖK, 400 g",KULINAARIA OÜ,,Selver,,,other,dry_other,fallback
126547,"Maksikrevetid 31/40 (sabaga, keedetud), VICI, 240 g",VICIUNAI BALTIC OÜ,,Selver,,,other,dry_other,fallback
126548,"Malbe sinep (mahedamaitseline), FELIX, 430 g",,,Selver,,,other,dry_other,fallback
126549,"Mandariini-mustika kohupiimakorvikesed, SELVERI KÖÖK, 300 g",KULINAARIA OÜ,,Selver,,,dairy_eggs_fats,dairy_cottage_quark,high
126550,"Mandariinilõigud kerges siirupis EO, VERA, 312g",KAUPMEES & KO AS,,Selver,,,drinks,drinks_syrups_powders,high
126551,"Mandariinimahl värsketest mandariinidest pressitud 100%, DON SIMON, 1 L",MEDIATO AS,,"Coop, Selver",,,drinks,drinks_juices,high
126552,"Mandariininektar, AURA, 1 L",A. LE COQ AS,,"Coop, Selver",,,drinks,drinks_juices,high
126553,"Mandliõli, rafineerimata, GLORIA, 250 ml",LARINGO OÜ,,Selver,,,sauces_oils,oils_other,high
126554,"Mango-aprikoosi gurmeemoos, MÖVENPICK, 250g",D.T.L. CONSUMER PRODUCTS EESTI AS,,Selver,,,dry_preserves,dry_other,high
126555,"Mango-banaani kaerajook mahlaga, CIDO, 1 l",TANKER BREWERY OÜ,,"Coop, Selver",,,drinks,drinks_juices,high
126556,"Mango-granadilli nektar, PFANNER, 1 L",SELVER AS,,Selver,,,drinks,drinks_juices,high
126557,"Mango koonusjäätis, ERITI RAMMUS, 100 g",PREMIA TALLINNA KÜLMHOONE AS,,"Coop, Selver",,,frozen_food,frozen_desserts_icecream,high
126558,"Mango lõigud siirupis 425g, GREEN, neto 230 g",PRALINEE OÜ,,Selver,,,drinks,drinks_syrups_powders,high
126559,"Mango-meloni koorejäätis, PREMIA, 480 g",PREMIA TALLINNA KÜLMHOONE AS,,"Barbora, Maxima, Rimi, Selver",,,dairy_eggs_fats,dairy_cream_sourcream,high
126560,"Mango-passioni jäätis, vegan, LA MUU, 250 g",JUNGENT ESTONIA OÜ,,"Barbora, Coop, Maxima, Rimi, Selver",,,frozen_food,frozen_desserts_icecream,high
126561,"Mango-passionikook, SELVERI KÖÖK, 340 g",KULINAARIA OÜ,,Selver,,,bakery,bakery_cakes_pastries,high
