product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence
582147,Lotte Nööpsud krõb.helbed 225g piimashok,Lotte,225g ,Coop,,,dairy_eggs_fats,dairy_milk,high
582148,Taste Land Pun.marineeritud tomatid 660g,Taste,660g,Coop,,,produce,produce_root_veg,high
582149,No Brand Niiluse vääristilaapia fil.700g,No,700g,Coop,,,other,dry_other,fallback
582150,Fjords rannakarbiliha aurutatud 450g,Fjords,450g,Coop,,,meat_fish,meat_other,heuristic
582151,Fjords Paneeritud kalmaari ribad 500g,Fjords,500g,Coop,,,other,dry_other,fallback
582152,Fjords Kevadrullid juurviljadega 450g,Fjords,450g,Coop,,,other,dry_other,fallback
582153,Gardu puuvilja kokteil 375g külmutatud,Gardu,375g ,Coop,,,frozen_food,frozen_other,heuristic
582154,Gardu Puuvilja-marja kokteil 375g külmut,Gardu,375g ,Coop,,,other,dry_other,fallback
582155,Herbitum Taimetee Relax 20*1.5g,Herbitum,1.5g,Coop,,,drinks,drinks_tea_coffee,high
582156,Herbitum Puuviljatee assortii 60*2.5g,Herbitum,2.5g,Coop,,,drinks,drinks_tea_coffee,high
582157,Suliko Gas.lauavesi miner.ainetega 1.5L,Suliko,1.5L,Coop,,,drinks,drinks_water,high
582158,Aqua Amber vannisool Eukalüpt 500g,Aqua,500g,Coop,,,world_spices,spices_basic_salt_pepper,high
582159,Aqua Amber Lavendel vannisool 500g,Aqua,500g,Coop,,,world_spices,spices_basic_salt_pepper,high
582160,Salatisegu Green&Red Fit&Easy 150g Leedu,Salatisegu,150g ,Coop,,,produce,produce_herbs_salads_sprouts,high
582161,Salatisegu Family Fit&Easy 150g Leedu,Salatisegu,150g ,Coop,,,produce,produce_herbs_salads_sprouts,high
582162,Salatisegu Active Fit&Easy 120g Leedu,Salatisegu,120g ,Coop,,,produce,produce_herbs_salads_sprouts,high
582163,Salatisegu Gourmet Fit&Easy 150g Leedu,Salatisegu,150g ,Coop,,,produce,produce_herbs_salads_sprouts,high
582164,"Estrella maapähkel 140g soolatu,röstitud",Estrella,140g ,Coop,,,world_spices,spices_basic_salt_pepper,high
582165,Estrella Läätsekrõps 100g h/koore-sibula,Estrella,100g ,Coop,,,dairy_eggs_fats,dairy_cream_sourcream,high
582166,Estrella Bites 110g grillkanamaits.,Estrella,110g ,Coop,,,meat_fish,meat_poultry,high
582167,Estrella kartulikr.130g hapukoore-sibula,Estrella,130g ,Coop,,,dairy_eggs_fats,dairy_cream_sourcream,high
