product_id,name,brand,size_text,food_group,stores_sample,current_sub_code,new_sub_code,food_group_corrected,food_group_corrected_prev,new_sub_code_prev,confidence
2669,Santa maria tortilla 320g,Santa,320 g,other,"Coop, Prisma, Rimi, Selver",,produce_herbs_salads_sprouts,produce,bakery,bakery_cakes_pastries,high
2670,Leader Whey Proteiinipulber šokolaadi2kg,Leader Whey,,other,Prisma,,sweets_chocolate_bars,sweets_snacks,sweets_snacks,sweets_chocolate_bars,high
2672,"Bambusest grillimisvardad 25cm, Ø2,5mm, 50tk",Bambusest,50 pcs,other,Prisma,,dry_other,other,other,,fallback
2673,Rakvere Seakaelakarbonaadi Lõigud 380G,Rakvere Seakaelakarbonaadi,380 g,other,"Prisma, Rimi, Selver",,dry_other,other,other,,fallback
2675,Santa maria wrap tortilla 371g,Santa,371 g,other,"Coop, Prisma, Selver",,produce_herbs_salads_sprouts,produce,bakery,bakery_cakes_pastries,high
2676,X-TRA kartulikrõpsud hapukoore ja sibula maitsega 250g,X-TRA,250 g,other,Prisma,,produce_root_veg,produce,produce,produce_root_veg,high
2677,"Vici Krevetid Maxi, Soolvees 100/200G",Vici Krevetid,200 g,other,"Barbora, Maxima, Prisma, Selver",,spices_basic_salt_pepper,world_spices,dry_preserves,dry_canned_veg,high
2679,Coop soolakreekerid 3*100g,Coop,100 g,other,Prisma,,spices_basic_salt_pepper,world_spices,world_spices,spices_herbs_spice_mix,high
2682,Rocher Collection T15 kompvekid 172 g,Rocher Collection,172 g,other,"Coop, Prisma",,dry_other,other,other,,fallback
2683,Grandiosa pannipitsa classic 570g,Grandiosa,570 g,other,Prisma,,dry_other,other,other,,fallback
2688,"Oddlygood kaerakreem tšilli, gluteenivaba, 200 ml",Oddlygood,200 ml,other,Prisma,,bakery_gluten_free,bakery,bakery,bakery_gluten_free,high
2693,Geisha Dark kommikarp 150g,Geisha Dark,150 g,other,"Coop, Prisma",,sweets_candies,sweets_snacks,sweets_snacks,sweets_candies,high
2694,Põltsamaa multimahlajook 2L,Põltsamaa,2 l,other,"Coop, Prisma, Rimi, Selver",,drinks_juices,drinks,drinks,drinks_juices,high
2695,Nobrand söögisooda 400g,Nobrand,400 g,other,Prisma,,dry_other,other,dry_preserves,dry_flour_sugar_baking,fallback
2698,Stella Artois Premium õlu 5%vol 330ml,Stella Artois,330 ml,other,"Prisma, Rimi",,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
2699,Xtra küpsetuspulber 225 g,Xtra,225 g,other,Prisma,,dry_flour_sugar_baking,dry_preserves,dry_preserves,dry_flour_sugar_baking,high
2702,Breezer Orange 4%vol muu alkohoolne jook 275ml,Breezer Orange,275 ml,other,"Prisma, Rimi",,produce_tropical,produce,other,,high
2704,Kotimaista täisterakaerahelbed 850g mahe,Kotimaista,850 g,other,Prisma,,dry_cereals_muesli,dry_preserves,dry_preserves,dry_cereals_muesli,high
