product_id,name,brand,size_text,current_food_group,current_sub_code,category_1,category_2,category_3,source_url,image_url,last_seen_utc,food_group_corrected,new_sub_code,confidence,reason,food_group_corrected_prev,new_sub_code_prev,confidence_prev,reason_prev,food_group_corrected_prev_v3,new_sub_code_prev_v3,confidence_prev_v3,reason_prev_v3,food_group_corrected_prev_v4,new_sub_code_prev_v4,confidence_prev_v4,reason_prev_v4
2432,Tolmukott RB3200 4 tk,Tolmukott RB3200,4 pcs,other,,,,,https://prismamarket.ee/en/toode/tolmukott-rb3200-4-tk/7319599012428,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7319599012428.jpg,2025-10-27 02:13:00.55796+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2433,Bioska prügikott 6l 15tk biolagunev,Bioska,6 l,other,,,,,https://prismamarket.ee/en/toode/bioska-prugikott-6l-15tk-biolagunev/6414630020057,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6414630020057.webp,2025-11-03 02:15:58.884505+00,household,hh_bins_bags,high,block+trash bags,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2436,Söetabletid 50 tk.,Söetabletid,,other,,,,,https://prismamarket.ee/toode/soetabletid-50-tk/4820025742053,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4820025742053.jpg,2025-08-22 03:58:41.710294+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2437,Marwi Vannamei Krevetid Paprika-Küüslaugu 100G,Marwi Vannamei,100 g,other,,,,,https://prismamarket.ee/en/toode/marwi-vannamei-krevetid-paprika-kuuslaugu-100g/4740173003465,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740173003465.webp,2025-11-02 02:13:11.305215+00,meat_fish,fish_fresh,high,fish/seafood,,,low,no rule match,produce,produce_root_veg,medium,soft match produce_root_veg,produce,produce_root_veg,medium,soft match produce_root_veg
2440,Xtra metsamarjajook suhkruvaba 1L,Xtra,1 l,other,,,,,https://prismamarket.ee/en/toode/xtra-metsamarjajook-suhkruvaba-1l/6414893504493,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6414893504493.jpg,2025-09-12 21:19:11.911032+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2442,Balti sardiinid pikantsed 140 g,Balti,140 g,other,,,,,https://prismamarket.ee/toode/balti-sardiinid-pikantsed-140-g/4742312006283,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4742312006283.jpg,2025-08-27 09:27:48.785699+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2443,Magneesiumi tabletid 160 tk 168 g,Magneesiumi,168 g,other,,,,,https://prismamarket.ee/toode/magneesiumi-tabletid-160-tk-168-g/6428300003691,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6428300003691.jpg,2025-08-18 03:51:01.507145+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2444,Travel Safe Bio vodka 60%vol 100ml,Travel Safe,100 ml,other,,,,,https://prismamarket.ee/en/toode/travel-safe-bio-vodka-60vol-100ml/4740050006640,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740050006640.webp,2025-11-01 02:12:30.252763+00,drinks,drinks_spirits,high,spirits,drinks,drinks_spirits,high,spirits keywords,drinks,drinks_spirits,high,spirits,drinks,drinks_spirits,high,spirits
2447,Knorr köögiviljapuljongi kuubik 20 x 10 g,Knorr,20x10 g,produce,,,,,https://prismamarket.ee/en/toode/knorr-koogiviljapuljongi-kuubik-20-x-10-g/8720182105837,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8720182105837.webp,2025-11-01 02:12:31.667802+00,world_spices,spices_broth_stock,medium,soft match spices_broth_stock,produce,,low,kept current food_group; sub unknown,world_spices,spices_broth_stock,medium,soft match spices_broth_stock,world_spices,spices_broth_stock,medium,soft match spices_broth_stock
2448,"Energiageel maasika, 40 g",Energiageel,40 g,other,,,,,https://prismamarket.ee/en/toode/energiageel-maasika-40-g/6430056591339,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6430056591339.jpg,2025-08-22 03:58:54.036192+00,produce,produce_berries,high,berries,,,low,no rule match,produce,produce_berries,medium,soft match produce_berries,produce,produce_berries,medium,soft match produce_berries
2451,Coop ahjujuurviljad peediga 600g,Coop,600 g,other,,,,,https://prismamarket.ee/en/toode/coop-ahjujuurviljad-peediga-600g/7340191151161,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340191151161.jpg,2025-09-11 01:20:24.157946+00,produce,produce_root_veg,high,veg keyword,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2453,HIIUMAA KÖÖK Leivavaht 200 g,HIIUMAA KÖÖK,200 g,other,,,,,https://prismamarket.ee/en/toode/hiiumaa-kook-leivavaht-200-g/4740541001888,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740541001888.webp,2025-11-02 02:13:16.842871+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2457,"Woki segu, 400 g",Woki,400 g,other,,,,,https://prismamarket.ee/en/toode/woki-segu-400-g/4740188900711,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740188900711.webp,2025-11-03 02:16:00.697888+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2458,Kuldne ja krõbe klassikaline friikartul 1 kg,Kuldne,1 kg,other,,,,,https://prismamarket.ee/en/toode/kuldne-ja-krobe-klassikaline-friikartul-1-kg/4740093026728,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740093026728.webp,2025-11-02 02:13:18.209178+00,produce,produce_root_veg,high,potato,,,low,no rule match,produce,produce_root_veg,medium,soft match produce_root_veg,produce,produce_root_veg,medium,soft match produce_root_veg
2465,Sukulaku lagritsapulk 14 g,Sukulaku,14 g,other,,,,,https://prismamarket.ee/en/toode/sukulaku-lagritsapulk-14-g/0000064016627,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/0000064016627.jpg,2025-10-09 02:03:08.38622+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2467,Paulig Classic Aromatico jahvatud kohv 500g,Paulig Classic,500 g,other,,,,,https://prismamarket.ee/en/toode/paulig-classic-aromatico-jahvatud-kohv-500g/6411300182213,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6411300182213.jpg,2025-10-20 02:11:39.081528+00,drinks,drinks_coffee_beans_capsules,low,kept previous suggestion,drinks,drinks_coffee_beans_capsules,high,coffee beans/brand,drinks,drinks_coffee_beans_capsules,low,kept previous suggestion,drinks,drinks_coffee_beans_capsules,low,kept previous suggestion
2468,Punane kapsas,Punane,,other,,,,,https://prismamarket.ee/en/toode/punane-kapsas/2060523600000,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/2060523600000.jpg,2025-10-23 02:03:14.390415+00,produce,produce_root_veg,medium,soft match produce_root_veg,,,low,no rule match,produce,produce_root_veg,medium,soft match produce_root_veg,produce,produce_root_veg,medium,soft match produce_root_veg
2472,Puhdistamo vanilja vadakuvalk 500g,Puhdistamo,500 g,other,,,,,https://prismamarket.ee/toode/puhdistamo-vanilja-vadakuvalk-500g/6430039223028,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6430039223028.jpg,2025-08-23 21:24:53.990753+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2474,Maks ja Moorits Seakaelakarbonaad Kg,Maks,,other,,,,,https://prismamarket.ee/en/toode/maks-ja-moorits-seakaelakarbonaad-kg/2317128800008,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/2317128800008.webp,2025-11-02 02:13:23.149756+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2475,Hart-Sport Energy kommid 80g Maasika,Hart-Sport Energy,80 g,other,,,,,https://prismamarket.ee/toode/hart-sport-energy-kommid-80g-maasika/6430077254664,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6430077254664.jpg,2025-08-18 03:52:07.625878+00,produce,produce_berries,high,berries,,,low,no rule match,produce,produce_berries,medium,soft match produce_berries,produce,produce_berries,medium,soft match produce_berries
2477,Zewa Softis Taskurätik mentooliga 4-kihiline 10x9tk,Zewa Softis,,other,,,,,https://prismamarket.ee/en/toode/zewa-softis-taskuratik-mentooliga-4-kihiline-10x9tk/4006670380943,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4006670380943.webp,2025-11-02 02:13:24.866668+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2479,Värvi- ja mustusekogumise lapid 20 tk,Värvi-,20 pcs,other,,,,,https://prismamarket.ee/en/toode/varvi-ja-mustusekogumise-lapid-20-tk/4008455061412,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4008455061412.jpg,2025-08-27 09:27:59.671415+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2480,"Ribella Kikerhernehummus karamellistatud küüslauguga, 200 g",Ribella Kikerhernehummus,200 g,other,,,,,https://prismamarket.ee/en/toode/ribella-kikerhernehummus-karamellistatud-kuuslauguga-200-g/8606011893581,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8606011893581.webp,2025-11-01 02:16:07.406589+00,dry_preserves,dry_groats_beans,high,beans/legumes,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2482,"A. Le Coq Pilsner õlu 4,2%vol 500ml",A. Le,500 ml,other,,,,,https://prismamarket.ee/en/toode/a-le-coq-pilsner-olu-4-2vol-500ml/4740098076506,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740098076506.webp,2025-11-01 02:12:40.472636+00,drinks,drinks_beer_cider,high,beer/cider keyword,drinks,drinks_beer_cider,high,beer/cider,drinks,drinks_beer_cider,high,beer/cider,drinks,drinks_beer_cider,high,beer/cider
2483,Superdren Depura Grapefruit ainevahetust kiirendav ja tselluliiti vähendav toidulisand,Superdren Depura,,produce,,,,,https://prismamarket.ee/toode/superdren-depura-grapefruit-ainevahetust-kiirendav-ja-tselluliiti-vahendav-toidulisand/8032894493264,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8032894493264.jpg,2025-08-23 21:25:03.487387+00,produce,produce_root_veg,low,kept previous suggestion,produce,,low,kept current food_group; sub unknown,produce,,low,kept previous suggestion,produce,produce_root_veg,low,kept previous suggestion
2485,Coop maasikakissell 1 l,Coop,1 l,other,,,,,https://prismamarket.ee/en/toode/coop-maasikakissell-1-l/6438574045631,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6438574045631.webp,2025-11-01 02:12:41.727669+00,produce,produce_berries,high,berries,,,low,no rule match,produce,produce_berries,medium,soft match produce_berries,produce,produce_berries,medium,soft match produce_berries
2491,Paulig Classic Cremoso 500g jahvatatud kohv,Paulig Classic,500 g,other,,,,,https://prismamarket.ee/en/toode/paulig-classic-cremoso-500g-jahvatatud-kohv/6411300176229,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6411300176229.webp,2025-11-03 02:16:05.682454+00,drinks,drinks_tea_coffee,high,ground coffee/tea,drinks,drinks_coffee_beans_capsules,high,coffee beans/brand,drinks,drinks_tea_coffee,medium,soft match drinks_tea_coffee,drinks,drinks_tea_coffee,medium,soft match drinks_tea_coffee
2492,"Kooritud krevetid, toored, 400g",Kooritud,400 g,other,,,,,https://prismamarket.ee/en/toode/kooritud-krevetid-toored-400g/4740687002039,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740687002039.webp,2025-11-02 02:13:28.837495+00,meat_fish,fish_fresh,high,fish/seafood,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2494,San Pellegrino aranciata 330ml,San Pellegrino,330 ml,other,,,,,https://prismamarket.ee/en/toode/san-pellegrino-aranciata-330ml/8002270826887,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8002270826887.jpg,2025-10-11 01:58:04.137492+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2499,Cooler Strawberry 4%vol muu alkohoolne jook 275 ml,Cooler Strawberry,275 ml,other,,,,,https://prismamarket.ee/en/toode/cooler-strawberry-4vol-muu-alkohoolne-jook-275-ml/4740050004493,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740050004493.jpg,2025-09-07 01:18:40.173768+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2501,Pealinna pelmeenid 350 g,Pealinna,350 g,other,,,,,https://prismamarket.ee/en/toode/pealinna-pelmeenid-350-g/4740093000889,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740093000889.jpg,2025-09-07 12:45:13.562067+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2502,Pealinna minipelmeenid 700 g,Pealinna,700 g,other,,,,,https://prismamarket.ee/en/toode/pealinna-minipelmeenid-700-g/4740093630147,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740093630147.webp,2025-11-02 02:13:29.94034+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2509,Germund Premium mandel 200g,Germund Premium,200 g,other,,,,,https://prismamarket.ee/en/toode/germund-premium-mandel-200g/4742155003173,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4742155003173.webp,2025-11-02 02:13:31.317627+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2510,Aura Fresh õuna-kirsi-aroonia mahlajook 2L,Aura Fresh,2 l,other,,,,,https://prismamarket.ee/en/toode/aura-fresh-ouna-kirsi-aroonia-mahlajook-2l/4740098082736,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740098082736.webp,2025-10-29 02:19:02.515896+00,produce,produce_apples_pears,high,apples/pears,,,low,no rule match,drinks,drinks_juices,medium,soft match drinks_juices,drinks,drinks_juices,medium,soft match drinks_juices
2511,Barebells pehme proteiinibatoon banaaniga 55g,Barebells,55 g,other,,,,,https://prismamarket.ee/en/toode/barebells-pehme-proteiinibatoon-banaaniga-55g/7340001804676,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340001804676.jpg,2025-08-18 03:53:08.957215+00,sweets_snacks,sweets_chocolate_bars,medium,soft match sweets_chocolate_bars,,,low,no rule match,sweets_snacks,sweets_chocolate_bars,medium,soft match sweets_chocolate_bars,sweets_snacks,sweets_chocolate_bars,medium,soft match sweets_chocolate_bars
2514,Pikk ja krõbe friikartul 600 g,Pikk,600 g,other,,,,,https://prismamarket.ee/en/toode/pikk-ja-krobe-friikartul-600-g/8710679144296,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8710679144296.webp,2025-11-03 02:16:07.303065+00,produce,produce_root_veg,high,potato,,,low,no rule match,produce,produce_root_veg,medium,soft match produce_root_veg,produce,produce_root_veg,medium,soft match produce_root_veg
2518,Majapidamispaber Classic 1 rull/400 lehte,Majapidamispaber Classic,,other,,,,,https://prismamarket.ee/en/toode/majapidamispaber-classic-1-rull400-lehte/8034003071660,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8034003071660.webp,2025-11-03 02:16:09.135921+00,household,hh_paper,high,paper keyword,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2520,San Pellegrino limonata 330ml,San Pellegrino,330 ml,other,,,,,https://prismamarket.ee/en/toode/san-pellegrino-limonata-330ml/8002270586859,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8002270586859.jpg,2025-10-07 02:01:00.111363+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2524,Dr.Oetker pitsa salaami 320 g,Dr.Oetker,320 g,other,,,,,https://prismamarket.ee/en/toode/droetker-pitsa-salaami-320-g/4001724038900,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4001724038900.jpg,2025-10-27 02:13:21.888181+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2525,Veski Mati kuivpärm 11 g,Veski Mati,11 g,other,,,,,https://prismamarket.ee/en/toode/veski-mati-kuivparm-11-g/4740281007508,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740281007508.webp,2025-11-02 02:13:36.557028+00,dry_preserves,dry_flour_sugar_baking,medium,soft match dry_flour_sugar_baking,,,low,no rule match,dry_preserves,dry_flour_sugar_baking,medium,soft match dry_flour_sugar_baking,dry_preserves,dry_flour_sugar_baking,medium,soft match dry_flour_sugar_baking
2528,Šampinjon 250g,Šampinjon,250 g,other,,,,,https://prismamarket.ee/en/toode/sampinjon-250g/4771085203018,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4771085203018.webp,2025-11-01 02:12:58.162761+00,produce,produce_mushrooms,medium,soft match produce_mushrooms,,,low,no rule match,produce,produce_mushrooms,medium,soft match produce_mushrooms,produce,produce_mushrooms,medium,soft match produce_mushrooms
2529,"Alma keefir, 2,5%",Alma,,other,,,,,https://prismamarket.ee/en/toode/alma-keefir-2-5/4740125321036,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740125321036.webp,2025-11-03 02:16:10.783044+00,dairy_eggs_fats,dairy_yogurt_kefir,high,yogurt/kefir,,,low,no rule match,dairy_eggs_fats,dairy_yogurt_kefir,high,yogurt/kefir,dairy_eggs_fats,dairy_yogurt_kefir,high,yogurt/kefir
2530,Tabletid inuliini ja piimhappebakteritega 20 tk.,Tabletid,,dairy_eggs_fats,,,,,https://prismamarket.ee/toode/tabletid-inuliini-ja-piimhappebakteritega-20-tk/6410530084472,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6410530084472.jpg,2025-08-18 03:53:48.625111+00,dairy_eggs_fats,dairy_milk,medium,soft match dairy_milk,dairy_eggs_fats,,low,kept current food_group; sub unknown,dairy_eggs_fats,dairy_milk,medium,soft match dairy_milk,dairy_eggs_fats,dairy_milk,medium,soft match dairy_milk
2531,Züger Vegan Mozzarella 125g,Züger Vegan,125 g,other,,,,,https://prismamarket.ee/en/toode/zuger-vegan-mozzarella-125g/7640166798453,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7640166798453.webp,2025-11-02 02:13:40.247302+00,dairy_eggs_fats,dairy_cheese_slices,high,cheese keyword,,,low,no rule match,dairy_eggs_fats,dairy_cheese_slices,high,cheese,dairy_eggs_fats,dairy_cheese_slices,high,cheese
2536,Matcha tee 80g,Matcha,80 g,other,,,,,https://prismamarket.ee/en/toode/matcha-tee-80g/6922163621264,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6922163621264.jpg,2025-08-27 18:39:29.408403+00,drinks,drinks_tea_coffee,medium,soft match drinks_tea_coffee,drinks,drinks_tea_coffee,medium,tea/ground coffee,drinks,drinks_tea_coffee,medium,soft match drinks_tea_coffee,drinks,drinks_tea_coffee,medium,soft match drinks_tea_coffee
2540,CHEWITS maasika 30G,CHEWITS,30 g,other,,,,,https://prismamarket.ee/en/toode/chewits-maasika-30g/0000050586868,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/0000050586868.jpg,2025-10-01 03:51:36.548972+00,produce,produce_berries,high,berries,,,low,no rule match,produce,produce_berries,medium,soft match produce_berries,produce,produce_berries,medium,soft match produce_berries
2544,Soolakurk küüslauguga 500g,Soolakurk,500 g,other,,,,,https://prismamarket.ee/en/toode/soolakurk-kuuslauguga-500g/4742798000201,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4742798000201.jpg,2025-10-09 02:03:35.91604+00,produce,produce_root_veg,high,cucumber,,,low,no rule match,produce,produce_root_veg,medium,soft match produce_root_veg,produce,produce_root_veg,medium,soft match produce_root_veg
2545,"Tarplan Provansaal majonees, laktoosivaba, 210 g",Tarplan Provansaal,210 g,other,,,,,https://prismamarket.ee/en/toode/tarplan-provansaal-majonees-laktoosivaba-210-g/4740159001119,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740159001119.jpg,2025-10-11 01:58:16.353908+00,sauces_oils,sauces_ketchup_mayo,high,ketchup/mayo,sauces_oils,sauces_ketchup_mayo,high,mayo/ketchup,sauces_oils,sauces_ketchup_mayo,medium,soft match sauces_ketchup_mayo,sauces_oils,sauces_ketchup_mayo,medium,soft match sauces_ketchup_mayo
2548,Xtra mangokuubikud 500g,Xtra,500 g,other,,,,,https://prismamarket.ee/en/toode/xtra-mangokuubikud-500g/7340191150614,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340191150614.webp,2025-11-02 02:13:48.671193+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2549,"Kotimaista vahukoor, 200 ml",Kotimaista,200 ml,other,,,,,https://prismamarket.ee/en/toode/kotimaista-vahukoor-200-ml/6414893386082,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6414893386082.webp,2025-11-03 02:16:15.072368+00,dry_preserves,dry_canned_veg,medium,soft match dry_canned_veg,,,low,no rule match,dry_preserves,dry_canned_veg,medium,soft match dry_canned_veg,dry_preserves,dry_canned_veg,medium,soft match dry_canned_veg
2550,Eesti Pagar Belgia Vahvel 100 G,Eesti Pagar,100 g,other,,,,,https://prismamarket.ee/en/toode/eesti-pagar-belgia-vahvel-100-g/4740086019119,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740086019119.webp,2025-11-02 02:13:51.399412+00,other,dry_other,low,kept previous suggestion,,,low,no rule match,,,low,kept previous suggestion,other,dry_other,low,kept previous suggestion
2552,Saaremaa vodka 40%vol 500ml,Saaremaa,500 ml,other,,,,,https://prismamarket.ee/en/toode/saaremaa-vodka-40vol-500ml/4740054002471,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740054002471.webp,2025-11-01 02:13:03.876492+00,drinks,drinks_spirits,high,spirits,drinks,drinks_spirits,high,spirits keywords,drinks,drinks_spirits,high,spirits,drinks,drinks_spirits,high,spirits
