product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence,final_food_group,final_sub_code,final_confidence,change_reason
420338,"KPN v.v.PETER MERTES Liebfraumil. 3L,BIB",,,"Barbora, Maxima",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
420342,Muu piiritusjook METAXA 7* 40% 700ml,,,"Barbora, Maxima",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
420343,Piiritusjook STAR DOLLAR 3* 30 % 500ml,,,"Barbora, Maxima",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
420346,Piiritusjook METAXA 5*  38% 700ml,METAXA,,"Barbora, Maxima",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
420376,Brandy BELÕJ AIST 5* 40% 500ml,BELÕI AIST,,"Barbora, Maxima",,,other,dry_other,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
420397,"KPN v.v.PETER MERTES Liebfraumil. 3L,BIB",PETER MERTES,,"Barbora, Maxima",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
420407,Liköör AMARULA 17% 700ml,AMARULA,,"Barbora, Maxima",,,other,dry_other,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
420408,Liköör BLUE CURACAO 20% 700ml,RETRO,,"Barbora, Maxima",,,other,dry_other,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
420409,Liköör COINTREAU 40% 500ml,COINTREAU,,,,,other,dry_other,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
420410,Liköör JÄGERMEISTER 35% 700ml,JÄGERMEISTER,,,,,other,dry_other,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
420419,Muu piir.jook METAXA 5* 38% 500ml,METAXA,,"Barbora, Maxima",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
420420,Muu piiritusjook METAXA 7* 40% 700ml,METAXA,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
420421,Piiritusjook STAR DOLLAR 3* 30 % 500ml,STAR DOLLAR,,"Barbora, Maxima",,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
420459,Jahv.kohv LÖFBERGS keskmine röst 500g,,,"Barbora, Maxima",,,drinks,drinks_other,heuristic,drinks,drinks_other,heuristic,
