product_id,name,brand,size_text,current_food_group,current_sub_code,category_1,category_2,category_3,source_url,image_url,last_seen_utc,food_group,sub_code,food_group_corrected,new_sub_code,confidence,reason,food_group_corrected_prev_v4,new_sub_code_prev_v4,confidence_prev_v4,reason_prev_v4
249331,Prügikott Coop valge 20l 25tk,Prügikott Coop,20 l,other,,,,,https://prismamarket.ee/en/toode/prugikott-coop-valge-20l-25tk/7340191170551,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340191170551.webp,2025-11-04 02:19:06.528818+00,other,,household,hh_bins_bags,high,block+trash bags,,,,
249593,Lillekimp värviline,Lillekimp,,other,,,,,https://prismamarket.ee/en/toode/lillekimp-varviline/6429830052210,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6429830052210.jpg,2025-09-30 15:29:06.952169+00,other,,other,dry_other,low,no hard rule match,,,,
249779,Põim-ronitatar,Põim-ronitatar,,other,,,,,https://prismamarket.ee/toode/poim-ronitatar/6416719380182,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6416719380182.jpg,2025-09-30 15:29:08.480681+00,other,,other,dry_other,low,no hard rule match,,,,
249905,Xtra purustatud tomatid 400g,Xtra,400 g,other,,,,,https://prismamarket.ee/toode/xtra-purustatud-tomatid-400g/7340011482772,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340011482772.jpg,2025-11-04 02:19:07.934128+00,other,,dry_preserves,dry_canned_veg,high,processed tomato,,,,
250361,Küllus suhkruvaba mahe metsmustikamoos marjadega,Küllus,,other,,,,,https://prismamarket.ee/en/toode/kullus-suhkruvaba-mahe-metsmustikamoos-marjadega/4741129019844,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4741129019844.jpg,2025-10-04 09:36:23.535958+00,other,,produce,produce_berries,high,berries,,,,
250853,Coop punased aedoad soolvees 380/230 g,Coop,230 g,other,,,,,https://prismamarket.ee/en/toode/coop-punased-aedoad-soolvees-380230-g/7340191144569,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340191144569.webp,2025-11-04 02:19:09.682364+00,other,,dry_preserves,dry_groats_beans,high,beans/legumes,,,,
251752,Pohlad 250g,Pohlad,250 g,other,,,,,https://prismamarket.ee/en/toode/pohlad-250g/6411810006979,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6411810006979.jpg,2025-09-15 15:32:10.861482+00,other,,other,dry_other,low,no hard rule match,,,,
252095,Marineeritud sametpuravikud 500g,Marineeritud,500 g,other,,,,,https://prismamarket.ee/en/toode/marineeritud-sametpuravikud-500g/4742798002342,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4742798002342.jpg,2025-11-04 02:19:14.066945+00,other,,produce,produce_berries,high,berries,,,,
252120,Meira ketsup 1200g,Meira,1200 g,other,,,,,https://prismamarket.ee/en/toode/meira-ketsup-1200g/6420101882666,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6420101882666.webp,2025-11-04 02:19:16.342356+00,other,,other,dry_other,low,no hard rule match,,,,
252371,Väikekartulid 900 g,Väikekartulid,900 g,other,,,,,https://prismamarket.ee/en/toode/vaikekartulid-900-g/6415350019086,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6415350019086.webp,2025-11-04 02:19:18.227265+00,other,,produce,produce_root_veg,high,potato,,,,
252772,Šampinjon Jumbo 350 g,Šampinjon Jumbo,350 g,other,,,,,https://prismamarket.ee/en/toode/sampinjon-jumbo-350-g/6416250006794,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6416250006794.jpg,2025-11-04 02:19:19.799558+00,other,,other,dry_other,low,no hard rule match,,,,
253647,Mustsõstar 250 g MAHE,Mustsõstar,250 g,other,,,,,https://prismamarket.ee/en/toode/mustsostar-250-g-mahe/6438574390038,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6438574390038.jpg,2025-09-10 21:37:32.276978+00,other,,other,dry_other,low,no hard rule match,,,,
253712,Mahe jõhvikas 250g,Mahe,250 g,other,,,,,https://prismamarket.ee/en/toode/mahe-johvikas-250g/4744749011236,https://prismamarket.ee/icons/missing-product-image.svg,2025-11-02 01:37:42.97724+00,other,,other,dry_other,low,no hard rule match,,,,
254516,MIX Sex On The Beach muu alkohoolne jook 4%vol 330 ml,MIX Sex,330 ml,other,,,,,https://prismamarket.ee/en/toode/mix-sex-on-the-beach-muu-alkohoolne-jook-4vol-330-ml/4770047234336,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4770047234336.webp,2025-11-04 02:19:21.976225+00,other,,other,dry_other,low,no hard rule match,,,,
255852,Kotimaista Kartul Annabelle 1kg,Kotimaista Kartul,1 kg,other,,,,,https://prismamarket.ee/en/toode/kotimaista-kartul-annabelle-1kg/6438460111662,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6438460111662.webp,2025-11-04 02:19:23.704957+00,other,,produce,produce_root_veg,high,potato,,,,
256083,Dals Kitchen Köögivilja Nuudlid 300 G,Dals Kitchen,300 g,produce,,,,,https://prismamarket.ee/en/toode/dals-kitchen-koogivilja-nuudlid-300-g/4745010182334,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4745010182334.webp,2025-11-04 02:19:26.199158+00,produce,,produce,produce_root_veg,low,no hard rule match,,,,
259815,Fazer Must tume leib juuretisega 500 g,Fazer Must,500 g,other,,,,,https://prismamarket.ee/en/toode/fazer-must-tume-leib-juuretisega-500-g/4740103022689,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740103022689.webp,2025-11-04 02:19:30.128315+00,other,,bakery,bakery_bread_loaves,high,bread keyword,,,,
260456,Roshen õhuline tume šokolaad 80g,Roshen,80 g,other,,,,,https://prismamarket.ee/en/toode/roshen-ohuline-tume-sokolaad-80g/4823077626203,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4823077626203.jpg,2025-09-09 15:41:04.23919+00,other,,other,dry_other,low,no hard rule match,,,,
260656,Vihik 12l jooneline 23,Vihik,12 l,other,,,,,https://prismamarket.ee/en/toode/vihik-12l-jooneline-23/4740255012248,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740255012248.jpg,2025-11-04 02:19:32.295057+00,other,,other,dry_other,low,no hard rule match,,,,
260992,"Lv pesugeel väikelaste 1,5l",Lv,1.5 l,other,,,,,https://prismamarket.ee/en/toode/lv-pesugeel-vaikelaste-1-5l/6414505168136,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6414505168136.jpg,2025-11-04 02:19:34.065997+00,other,,household,hh_laundry,high,block+laundry keyword,,,,
261110,X-tra nõudepesuvahend 1 l,X-tra,1 l,other,,,,,https://prismamarket.ee/en/toode/x-tra-noudepesuvahend-1-l/7340011451150,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340011451150.jpg,2025-09-17 15:33:05.835225+00,other,,household,hh_laundry,high,block+laundry keyword,,,,
