product_id,name,brand,size_text,food_group,stores_sample,current_sub_code,new_sub_code,food_group_corrected,food_group_corrected_prev,new_sub_code_prev,confidence,final_food_group,final_sub_code,final_confidence,change_reason
28438,Sanytol universaalne puhastusvahend 500 ml,Sanytol,500 ml,other,"Coop, Prisma",,hh_cleaners,household,household,hh_cleaners,high,household,hh_cleaners,high,
28456,Coop Singi-Ananassipitsa 125 g,Coop Singi-Ananassipitsa,125 g,other,Prisma,,produce_tropical,produce,produce,produce_tropical,high,drinks,drinks_spirits,high,override_with_name_rules
28467,Method Pink Grape üldpuhastusvahend 828 ml,Method Pink,828 ml,other,Prisma,,produce_tropical,produce,household,hh_cleaners,high,household,hh_cleaners,high,override_with_name_rules
28484,Happy swing happy tubes vahvlirullid vanilli 150 g,Happy,150 g,other,Prisma,,dry_other,other,other,,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
28491,Bon chance bruschetta krõpsud metsaseened 70g,Bon,70 g,other,"Coop, Prisma",,produce_mushrooms,produce,produce,produce_mushrooms,high,sweets_snacks,sweets_snacks_salty,high,override_with_name_rules
28496,"Spirit Garden &ic Pomegranate<(>&<)>Rose muu alkohoolne jook 7,3% vol 750 ml",Spirit Garden,750 ml,other,"Coop, Prisma",,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
28519,KotimaistaKüüslauk 100g,KotimaistaKüüslauk,100 g,other,Prisma,,produce_root_veg,produce,other,,high,produce,produce_root_veg,high,
28532,Waffa Sofi rõngik Riina magus 200g,Waffa Sofi,200 g,other,Prisma,,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
28546,Eesti Pagar Perenaise Sai 320 G,Eesti Pagar,320 g,other,"Coop, Prisma, Rimi, Selver",,bakery_buns_croissants,bakery,bakery,bakery_bread_loaves,high,drinks,drinks_spirits,high,override_with_name_rules
28547,Reval Kondiiter Pavlova Beseekoogi Põhjad 8 X 22 G,Reval Kondiiter,8x22 g,other,Prisma,,dry_other,other,other,,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
28580,Ritz kreeker soolane 150g,Ritz,150 g,other,Prisma,,spices_basic_salt_pepper,world_spices,world_spices,spices_herbs_spice_mix,high,world_spices,spices_basic_salt_pepper,high,
28584,Pagen gifflar kaneelirullid 300 g,Pagen,300 g,other,Prisma,,spices_herbs_spice_mix,world_spices,other,,high,drinks,drinks_spirits,high,override_with_name_rules
28597,"Tualettpaber Soft Embo 16 rulli, 3-kihiline",Tualettpaber Soft,,other,Prisma,,hh_paper,household,household,hh_paper,high,household,hh_paper,high,
28613,Gullon suhkruvabad vaniljevahvlid 60 g,Gullon,60 g,other,"Coop, Prisma",,dry_other,other,other,,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
28626,7 Days Double! croissant kakao- ja vaniljetäidisega 60 g,7,60 g,other,"Coop, Prisma, Selver",,bakery_buns_croissants,bakery,bakery,bakery_buns_croissants,high,drinks,drinks_spirits,high,override_with_name_rules
28642,Black Tower Spritz Mango Passion aromatiseeritud veinijook 8%vol 750 ml,Black Tower,750 ml,other,Prisma,,produce_tropical,produce,drinks,drinks_wine,high,drinks,drinks_wine,high,override_with_name_rules
28655,Marakratt kaeraküpsis klassikaline 250 g,Marakratt,250 g,other,Prisma,,sweets_biscuits_cookies,sweets_snacks,sweets_snacks,sweets_biscuits_cookies,high,drinks,drinks_spirits,high,override_with_name_rules
28706,Nikolajevskaja halvaa päevalilleseemnetega 150 g,Nikolajevskaja,150 g,other,Prisma,,sweets_nuts_driedfruit,sweets_snacks,other,,high,drinks,drinks_spirits,high,override_with_name_rules
28722,Elovena banoffee-koogi maitseline pehme kaerabatoon 180g,Elovena,180 g,other,Prisma,,sweets_chocolate_bars,sweets_snacks,sweets_snacks,sweets_chocolate_bars,high,sweets_snacks,sweets_chocolate_bars,high,
28739,Taldmopi vahetuslapp ultramax 2in1,Taldmopi,,other,"Coop, Prisma",,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
28740,Europagar Pavlova Pesa 6 Tk 150 G,Europagar Pavlova,150 g,other,Prisma,,dry_other,other,other,,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
28758,"Tualettpaber 8 rulli, 3-kihiline",Tualettpaber,,other,"Coop, Prisma, Selver",,hh_paper,household,household,hh_paper,high,household,hh_paper,high,
28766,Finish Ultimate nõudepesumasina tabletid 50tk,Finish Ultimate,50 pcs,other,Prisma,,hh_dishwashing,household,other,,high,household,hh_dishwashing,high,
28769,Waffa sofi kreeker mooni 250gr,Waffa,,other,Prisma,,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
28777,Rõngu Pagar Leopoldi Pallike 220 G,Rõngu Pagar,220 g,other,Prisma,,dry_other,other,other,,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
28786,Elovena banaani- ja šokolaadimaitseline küpsis täisterakaerast (100%) 30 g,Elovena,30 g,other,Prisma,,produce_tropical,produce,produce,produce_tropical,high,drinks,drinks_spirits,high,override_with_name_rules
28807,Elephant rõngik valgete ja mustade seesamiseemnetega 80 g,Elephant,80 g,other,"Coop, Prisma, Selver",,sweets_nuts_driedfruit,sweets_snacks,other,,high,drinks,drinks_spirits,high,override_with_name_rules
28838,Oatly suhkruvaba kaerajook 1L,Oatly,1 l,other,"Barbora, Coop, Maxima, Prisma, Selver",,dairy_plant_drinks,dairy_eggs_fats,other,,high,dairy_eggs_fats,dairy_plant_drinks,high,
28839,Maris Gilden küüslauguga krõbedad leivakesed 150 g,Maris Gilden,150 g,other,"Prisma, Selver",,dry_other,other,other,,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
28895,Fazer Juuretise Peenleib 500 G,Fazer Juuretise,500 g,other,"Coop, Prisma",,bakery_bread_loaves,bakery,bakery,bakery_bread_loaves,high,drinks,drinks_spirits,high,override_with_name_rules
28901,Väike väänik vahvel 220g vanilje,Väike,220 g,other,"Prisma, Rimi",,sweets_waffles_cakes,sweets_snacks,sweets_snacks,sweets_waffles_cakes,high,sweets_snacks,sweets_waffles_cakes,high,
28914,Fazer Juuretisesai 500 G,Fazer Juuretisesai,500 g,other,"Coop, Prisma",,bakery_buns_croissants,bakery,bakery,bakery_bread_loaves,high,drinks,drinks_spirits,high,override_with_name_rules
28920,Flint grenki peekoni- ja mädarõikamaitselised leivakesed 80 g,Flint,80 g,other,Prisma,,meat_pork,meat_fish,other,,high,drinks,drinks_spirits,high,override_with_name_rules
28926,Magus kõrsik 250g,Magus,250 g,other,"Coop, Prisma, Selver",,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
28927,COOP KREEMITÄIDISEGA KAKAO RULLBISKVIIT 300 G,COOP KREEMITÄIDISEGA,300 g,other,Prisma,,dry_other,other,sweets_snacks,sweets_biscuits_cookies,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
28942,Lõuna Pagarid Tordipõhi 300 G,Lõuna Pagarid,300 g,other,"Prisma, Selver",,produce_apples_pears,produce,produce,produce_apples_pears,high,drinks,drinks_spirits,high,override_with_name_rules
28953,Nõudepesumasina puhastusvahend Frosch sidrun 125g,Nõudepesumasina,125 g,other,Prisma,,produce_tropical,produce,household,hh_cleaners,high,household,hh_dishwashing,high,override_with_name_rules
28970,Eesti Pagar Apelsini-Šokolaadi Keeks 300 G,Eesti Pagar,300 g,other,"Coop, Prisma, Selver",,produce_tropical,produce,produce,produce_tropical,high,drinks,drinks_spirits,high,override_with_name_rules
28989,Seesamihalvaa vaniljemaitsega 100g,Seesamihalvaa,100 g,other,Prisma,,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
28990,Hiiumaa Köök Ja Pagar Hiiu Talusai 230 G,Hiiumaa Köök,230 g,other,Prisma,,bakery_buns_croissants,bakery,bakery,bakery_bread_loaves,high,drinks,drinks_spirits,high,override_with_name_rules
28997,Rõngu Pagar Rummibatoon Glasuuris 40 G,Rõngu Pagar,40 g,other,Prisma,,drinks_spirits,drinks,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
29015,WC-loputuskasti tablett Brait Blue 4x50g,WC-loputuskasti,4x50 g,other,Prisma,,drinks_wine,drinks,other,,high,drinks,drinks_wine,high,
29016,Värvipüüdja Casatrend 30Tk,Värvipüüdja Casatrend,30 pcs,other,Prisma,,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
29021,Elgorriaga sidruniküpsis 240 g,Elgorriaga,240 g,other,Prisma,,produce_tropical,produce,sweets_snacks,sweets_biscuits_cookies,high,drinks,drinks_spirits,high,override_with_name_rules
29045,Lõuna Pagarid Rummipallid glasuuris 330 g,Lõuna Pagarid,330 g,other,Prisma,,produce_apples_pears,produce,drinks,drinks_spirits,high,drinks,drinks_spirits,high,override_with_name_rules
29056,Eesti Pagar Vaarika-Mustika Kreemistritsel Kardemoniga 350 G,Eesti Pagar,350 g,other,Prisma,,produce_berries,produce,produce,produce_berries,high,drinks,drinks_spirits,high,override_with_name_rules
29063,TRIBIO lõhnaeemaldaja 420 ml,TRIBIO,420 ml,other,Prisma,,meat_pork,meat_fish,other,,high,meat_fish,meat_pork,high,
29073,Vannitoa puhastussprei Larbre Vert 740ml,Vannitoa,740 ml,other,Prisma,,hh_cleaners,household,other,,high,household,hh_cleaners,high,
29096,Jeden tag soolakringlid 250g,Jeden,250 g,other,Prisma,,spices_basic_salt_pepper,world_spices,world_spices,spices_herbs_spice_mix,high,world_spices,spices_basic_salt_pepper,high,
29117,Halvaa Stevia šokolaadiga (0% suhkrut) 250g,Halvaa Stevia,250 g,other,Prisma,,sweets_chocolate_bars,sweets_snacks,sweets_snacks,sweets_chocolate_bars,high,sweets_snacks,sweets_chocolate_bars,high,
29126,Marmiton valge glasuuriga vahvlid 150 g,Marmiton,150 g,other,"Coop, Prisma, Rimi, Selver",,dry_other,other,other,,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
29127,Spargel 250g,Spargel,250 g,other,Prisma,,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
29161,Wc puhastusgeel Domestos White ja Shine 750ml,Wc,750 ml,other,Prisma,,hh_cleaners,household,household,hh_cleaners,high,household,hh_cleaners,high,
29169,RB üldpuhastusvahend sprei sidrun 750ml,RB,750 ml,other,Prisma,,produce_tropical,produce,household,hh_cleaners,high,household,hh_cleaners,high,override_with_name_rules
29171,Coop vahvli mix 300g,Coop,300 g,other,Prisma,,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
29194,Flora majapidamisseep 185 g,Flora,185 g,other,"Coop, Prisma",,pcare_soap,personal_care,personal_care,pcare_soap,high,drinks,drinks_spirits,high,override_with_name_rules
29195,Mopi ühekordsed märjad lapid 12tk,Mopi,12 pcs,other,Prisma,,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
29208,Rõngu Pagar Kamabatoon Glasuuris 38 G,Rõngu Pagar,38 g,other,"Coop, Prisma, Selver",,sweets_chocolate_bars,sweets_snacks,sweets_snacks,sweets_chocolate_bars,high,drinks,drinks_spirits,high,override_with_name_rules
29210,Coop Suhkrukeeks 350 G,Coop Suhkrukeeks,350 g,other,Prisma,,dry_other,other,other,,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
29224,Plekieemalduspliiats 6ml Mayeri All-Care,Plekieemalduspliiats,6 ml,other,Prisma,,dry_other,other,other,,fallback,household,hh_other,low_oos,proposed_group_invalid;override_with_name_rules
29278,Karen volf brownie 144 g,Karen,144 g,other,Prisma,,dry_other,other,other,,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
29279,Kupiec Fitos maisivahvlid hapukoore ja sibulaga 120g,Kupiec Fitos,120 g,other,Prisma,,produce_root_veg,produce,dairy_eggs_fats,dairy_cream_sourcream,high,dairy_eggs_fats,dairy_cream_sourcream,high,override_with_name_rules
29302,Selga klassikaline küpsis 180 g,Selga,180 g,other,"Coop, Prisma, Selver",,sweets_biscuits_cookies,sweets_snacks,sweets_snacks,sweets_biscuits_cookies,high,drinks,drinks_spirits,high,override_with_name_rules
29305,"Bellecourt Lagraviere Cremant De Loires Brut KPN kvaliteetvahuvein 11,5% vol 750ml",Bellecourt Lagraviere,750 ml,other,Prisma,,drinks_wine,drinks,drinks,drinks_wine,high,drinks,drinks_wine,high,
29311,Puhastuspalsam Smuuti Skin Pear 100ml,Puhastuspalsam Smuuti,100 ml,other,Prisma,,produce_apples_pears,produce,personal_care,pcare_shampoo_cond,high,personal_care,pcare_shampoo_cond,high,override_with_name_rules
29314,Rõngu Pagar Küpsis Kevadlill 300 G,Rõngu Pagar,300 g,other,Prisma,,sweets_biscuits_cookies,sweets_snacks,sweets_snacks,sweets_biscuits_cookies,high,drinks,drinks_spirits,high,override_with_name_rules
29326,Waffa Sofi präänik Küla 250 g,Waffa Sofi,250 g,other,Prisma,,dry_other,other,other,,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
29352,Rõngu Pagar Sügislill 300 G,Rõngu Pagar,300 g,other,Prisma,,dry_other,other,other,,fallback,drinks,drinks_spirits,high,proposed_group_invalid;override_with_name_rules
29392,Laurieri scrocchi pitsamaitselised kreekerid 175g,Laurieri,175 g,other,"Coop, Prisma, Rimi",,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
29405,"Europagar Iirisesõõrik 2 Tk, 140 G",Europagar Iirisesõõrik,140 g,other,"Prisma, Rimi",,bakery_sweet_buns_donuts,bakery,bakery,bakery_sweet_buns_donuts,high,drinks,drinks_spirits,high,override_with_name_rules
29434,Puhastusooda Minirisk 500g,Puhastusooda Minirisk,500 g,other,Prisma,,hh_cleaners,household,dry_preserves,dry_flour_sugar_baking,high,household,hh_cleaners,high,
29447,Fazer Dumle maisigaletid 4tk 66g,Fazer Dumle,66 g,other,"Coop, Prisma, Selver",,dry_canned_veg,dry_preserves,drinks,drinks_beer_cider,high,dry_preserves,dry_canned_veg,high,
29450,"Majapidamiskindad M/L 10tk, Lateks",Majapidamiskindad M/L,10 pcs,other,"Coop, Prisma",,hh_other,household,other,,high,household,hh_other,high,
29455,Coop mustika- ja vaarikamaitselised vahvlid kreemitäidisega 69 % 240g,Coop,240 g,other,Prisma,,produce_berries,produce,produce,produce_berries,high,produce,produce_berries,high,
29471,Elovena astelpaju ja apelsiniga täisteraküpsis 8 x 30 g,Elovena,8x30 g,other,Prisma,,produce_tropical,produce,produce,produce_tropical,high,drinks,drinks_spirits,high,override_with_name_rules
29488,Eesti Pagar Kaneelirull Kardemoniga 2x90 G,Eesti Pagar,2x90 g,other,"Prisma, Selver",,spices_herbs_spice_mix,world_spices,other,,high,drinks,drinks_spirits,high,override_with_name_rules
29503,"Kikerherne-porgandi kotlet, MARTA KULINAARIA, 240 g",MARTA PAGAR,240 g,other,"Prisma, Selver",,produce_root_veg,produce,produce,produce_root_veg,high,drinks,drinks_spirits,high,override_with_name_rules
29527,Nõudepesumasina geel sidrunhein Hüpoallergeenne All-Care 600ml,Nõudepesumasina,600 ml,other,Prisma,,produce_tropical,produce,other,,high,household,hh_dishwashing,high,override_with_name_rules
29560,AJAX Floral Fiesta Spring Flowers üldpuhastusvahend 1 l,AJAX Floral,1 l,other,"Coop, Prisma",,hh_cleaners,household,household,hh_cleaners,high,household,hh_cleaners,high,
29568,Leibur Kaerasüda 380 G,Leibur Kaerasüda,380 g,other,"Coop, Prisma, Selver",,bakery_bread_loaves,bakery,bakery,bakery_bread_loaves,high,drinks,drinks_spirits,high,override_with_name_rules
29579,Eesti Pagar Pidupäeva Kringel 700 G,Eesti Pagar,700 G,other,Prisma,,bakery_cakes_pastries,bakery,bakery,bakery_cakes_pastries,high,drinks,drinks_spirits,high,override_with_name_rules
29584,"Fizz Pear Splash siider 4,5%vol 24x330 ml kohver",Fizz Pear,24x330 ml,other,Prisma,,produce_apples_pears,produce,drinks,drinks_beer_cider,high,drinks,drinks_beer_cider,high,override_with_name_rules
29591,Salvrätikud Ruta 24cm 1-kih 100tk,Salvrätikud Ruta,100 pcs,other,Prisma,,hh_paper,household,other,,high,household,hh_paper,high,
29607,Elgorriaga vanilliküpsis 500 g,Elgorriaga,500 g,other,Prisma,,sweets_biscuits_cookies,sweets_snacks,sweets_snacks,sweets_biscuits_cookies,high,drinks,drinks_spirits,high,override_with_name_rules
29632,Start padjakesed kakao täidisega 500g,Start,500 g,other,"Coop, Prisma, Rimi",,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
29638,Väike Väänik kaeraküpsis rosinaga 250 g,Väike Väänik,250 g,other,"Coop, Prisma",,sweets_biscuits_cookies,sweets_snacks,sweets_snacks,sweets_biscuits_cookies,high,drinks,drinks_spirits,high,override_with_name_rules
29654,Bon chance leivakrõpsud bon chance magusa tšilli-laimiga 120g,Bon,120 g,other,Prisma,,produce_tropical,produce,sweets_snacks,sweets_snacks_salty,high,sweets_snacks,sweets_snacks_salty,high,override_with_name_rules
29662,Põltsamaa minikurk 190/330 g,Põltsamaa,330 g,other,"Coop, Prisma, Rimi, Selver",,produce_root_veg,produce,produce,produce_root_veg,high,drinks,drinks_spirits,high,override_with_name_rules
29667,Coop Nisubaguetid haputaignaga 250g,Coop Nisubaguetid,250 g,other,Prisma,,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
29686,Europagar Kaneelisüda 200 G,Europagar Kaneelisüda,200 g,other,"Prisma, Rimi, Selver",,spices_herbs_spice_mix,world_spices,other,,high,drinks,drinks_spirits,high,override_with_name_rules
29688,Väike Väänik šokolaadimaitselised präänikud 250 g,Väike Väänik,250 g,other,"Coop, Prisma, Selver",,sweets_chocolate_bars,sweets_snacks,sweets_snacks,sweets_chocolate_bars,high,drinks,drinks_spirits,high,override_with_name_rules
29694,Coop ufo küpsis 140g,Coop,140 g,other,Prisma,,sweets_biscuits_cookies,sweets_snacks,sweets_snacks,sweets_biscuits_cookies,high,sweets_snacks,sweets_biscuits_cookies,high,
29695,Bon chance musta leiva krõpsud küüslauguga 120g,Bon,120 g,other,"Coop, Prisma, Selver",,sweets_snacks_salty,sweets_snacks,sweets_snacks,sweets_snacks_salty,high,sweets_snacks,sweets_snacks_salty,high,
29737,Eesti Pagar Peedi-Porgandi-Pastinaagi Pehmik 240 G,Eesti Pagar,240 g,other,"Barbora, Coop, Maxima, Prisma, Selver",,produce_root_veg,produce,produce,produce_root_veg,high,drinks,drinks_spirits,high,override_with_name_rules
29739,Kuno Plaan Küpsis Olümpia 300 G,Kuno Plaan,300 g,other,Prisma,,sweets_biscuits_cookies,sweets_snacks,sweets_snacks,sweets_biscuits_cookies,high,drinks,drinks_spirits,high,override_with_name_rules
29740,Coop Prantsusepärane sai 300 g,Coop Prantsusepärane,300 g,other,Prisma,,bakery_buns_croissants,bakery,bakery,bakery_bread_loaves,high,drinks,drinks_spirits,high,override_with_name_rules
29746,Roheline sibul pakitud,Roheline,,other,Prisma,,produce_root_veg,produce,other,,high,produce,produce_root_veg,high,
29748,Coop Vürtsikeeks 350 G,Coop Vürtsikeeks,350 g,other,Prisma,,spices_herbs_spice_mix,world_spices,world_spices,spices_herbs_spice_mix,high,drinks,drinks_spirits,high,override_with_name_rules
29764,"Domestos Lime WC-loputuskasti värskenduspulgad 5x 9,5 g",Domestos Lime,5x9.5 g,other,Prisma,,produce_tropical,produce,other,,high,drinks,drinks_spirits,high,override_with_name_rules
29771,"Boström tordipõhi, gluteenivaba 3 tk, 200 g",Boström,200 g,other,Prisma,,bakery_gluten_free,bakery,bakery,bakery_gluten_free,high,drinks,drinks_spirits,high,override_with_name_rules
29827,Lame Leib Lavash Mini 120 G,Lame Leib,120 g,other,"Coop, Prisma, Rimi, Selver",,bakery_bread_loaves,bakery,bakery,bakery_bread_loaves,high,drinks,drinks_spirits,high,override_with_name_rules
29833,Piltti Puffi maasika ja banaani 7k 28g,Piltti Puffi,28 g,other,Prisma,,produce_tropical,produce,produce,produce_tropical,high,produce,produce_berries,high,override_with_name_rules
29839,Semper gluteenivaba powernäkileib 225 g,Semper,225 g,other,Prisma,,bakery_bread_loaves,bakery,bakery,bakery_bread_loaves,high,drinks,drinks_spirits,high,override_with_name_rules
29862,Vanish Oxi Action Spray eelpesuks 500ml,Vanish Oxi,500 ml,other,Prisma,,hh_other,household,other,,heuristic,household,hh_other,heuristic,
29888,"Europagar Kirsisai 2 Tk, 140 G",Europagar Kirsisai,140 g,other,Prisma,,bakery_buns_croissants,bakery,bakery,bakery_bread_loaves,high,drinks,drinks_spirits,high,override_with_name_rules
29901,Elovena vanilli ja kardemoni maitseline kaerajook 1 l,Elovena,1 l,other,Prisma,,dairy_plant_drinks,dairy_eggs_fats,other,,high,dairy_eggs_fats,dairy_plant_drinks,high,
29910,"Leifheit põrandamopp Classic 42 cm, mikrofiiber",Leifheit,,other,Prisma,,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
29921,Fazer Seemnetega Röst 500 G,Fazer Seemnetega,500 g,other,"Coop, Prisma",,sweets_nuts_driedfruit,sweets_snacks,other,,high,drinks,drinks_spirits,high,override_with_name_rules
29934,Fazer Keefirisai Kaltsiumiga 350 G,Fazer Keefirisai,350 g,other,"Barbora, Maxima, Prisma, Rimi, Selver",,dairy_yogurt_kefir,dairy_eggs_fats,bakery,bakery_bread_loaves,high,drinks,drinks_spirits,high,override_with_name_rules
29955,Erlandia Õuna - Kaneeli Stritsel 350 G,Erlandia Õuna,350 g,other,Prisma,,produce_apples_pears,produce,produce,produce_apples_pears,high,drinks,drinks_spirits,high,override_with_name_rules
29958,Tomat kollane Weiss Aiand I klass,Tomat,,other,Prisma,,produce_root_veg,produce,produce,produce_root_veg,high,produce,produce_root_veg,high,
30011,Nõudepesumasina tabletid Oro Green 40tk,Nõudepesumasina,40 pcs,other,"Coop, Prisma",,hh_dishwashing,household,other,,high,household,hh_dishwashing,high,
30040,Seedwealth vaniljemaitseline halvaa 200g,Seedwealth,200 g,other,Prisma,,sweets_nuts_driedfruit,sweets_snacks,other,,high,sweets_snacks,sweets_nuts_driedfruit,high,
30041,Leivon kaneelikuivikud 400 g,Leivon,400 g,other,Prisma,,spices_herbs_spice_mix,world_spices,other,,high,drinks,drinks_spirits,high,override_with_name_rules
30046,Selga šokolaadimaitseline küpsis 180 g,Selga,180 g,other,"Coop, Prisma, Rimi, Selver",,sweets_chocolate_bars,sweets_snacks,sweets_snacks,sweets_chocolate_bars,high,drinks,drinks_spirits,high,override_with_name_rules
30047,Balviten Gluteenivaba Brownie 37 G,Balviten Gluteenivaba,37 g,other,Prisma,,bakery_gluten_free,bakery,bakery,bakery_gluten_free,high,drinks,drinks_spirits,high,override_with_name_rules
30072,"Kotimaista kotimaista tordipõhjad 3 tk, 320 g",Kotimaista,320 g,other,Prisma,,dry_canned_veg,dry_preserves,other,,high,drinks,drinks_spirits,high,override_with_name_rules
