product_id,name,brand,size_text,food_group,stores_sample,current_sub_code,new_sub_code,food_group_corrected,food_group_corrected_prev,new_sub_code_prev,confidence,final_food_group,final_sub_code,final_confidence,change_reason
41793,Jever Pilsner õlu 5%vol 330ml,Jever Pilsner,330 ml,other,Prisma,,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high,drinks,drinks_beer_cider,high,
41805,Lahustuv kohv Cappuccino 250 g,Lahustuv,250 g,other,Prisma,,drinks_tea_coffee,drinks,drinks,drinks_tea_coffee,high,drinks,drinks_spirits,high,override_with_name_rules
41814,Limpa vesi+mahl vaarika maitsega 250ml,Limpa,250 ml,other,"Prisma, Selver",,produce_berries,produce,drinks,drinks_water,high,drinks,drinks_juices,high,override_with_name_rules
41869,"Codici Primitivo Puglia KGT vein 13,5%vol 750ml",Codici Primitivo,750 ml,other,"Barbora, Maxima, Prisma, Selver",,drinks_wine,drinks,drinks,drinks_wine,high,drinks,drinks_wine,high,
41876,Hardy VSOP Cognac 40%vol 200 ml,Hardy VSOP,200 ml,other,Prisma,,drinks_spirits,drinks,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
41898,Guinness Original õlu 5%vol 330ml,Guinness Original,330 ml,other,"Prisma, Rimi",,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high,drinks,drinks_beer_cider,high,
41930,"Hipp aedviljapüree 4 kuud, gluteenivaba",Hipp,,other,"Prisma, Selver",,bakery_gluten_free,bakery,bakery,bakery_gluten_free,high,bakery,bakery_gluten_free,high,
41931,ICONFIT L-Karnitiini Shot 60ML - Apelsin,ICONFIT L-Karnitiini,60 ml,other,Prisma,,produce_tropical,produce,produce,produce_tropical,high,produce,produce_tropical,high,
41932,Red Bull Midsummer Big Moment energiajook 24x250 ml,Red Bull,24x250 ml,other,Prisma,,drinks_energy,drinks,drinks,drinks_energy,high,drinks,drinks_energy,high,
41963,"Fuzetea blueberry-lavender jäätee 1,5L",Fuzetea,1.5 l,other,Prisma,,produce_berries,produce,drinks,drinks_tea_coffee,high,produce,produce_berries,high,
41983,"Henry Westons British Vintage Medium Dry siider 7,3%vol 500 ml",Henry Westons,500 ml,other,Prisma,,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high,drinks,drinks_beer_cider,high,
41999,Flor De Cana 4 Extra Seco rumm 40%vol 700ml,Flor De,700 ml,other,"Prisma, Rimi, Selver",,drinks_spirits,drinks,drinks,drinks_spirits,high,drinks,drinks_spirits,high,
42029,Must purutee Ceylon 100 g,Must,100 g,other,"Coop, Prisma, Selver",,drinks_tea_coffee,drinks,drinks,drinks_tea_coffee,high,drinks,drinks_spirits,high,override_with_name_rules
42058,"Johann Brunner Riesling Rheinhessen KPN vein 10,5%vol 750ml",Johann Brunner,750 ml,other,"Barbora, Maxima, Prisma, Selver",,drinks_wine,drinks,drinks,drinks_wine,high,drinks,drinks_wine,high,
42064,"Lahustuv kohv Clipper 100 g, Organic",Lahustuv,100 g,other,Prisma,,drinks_tea_coffee,drinks,drinks,drinks_tea_coffee,high,drinks,drinks_spirits,high,override_with_name_rules
42069,Kohvikapslid Nescafe Dolce Gusto Cafe Au Lait 160 g,Kohvikapslid Nescafe,160 g,other,Prisma,,hh_laundry,household,drinks,drinks_coffee_beans_capsules,high,drinks,drinks_spirits,high,override_with_name_rules
42077,Aramis VSOP Piiritusjook 500ml,Aramis VSOP,500 ml,other,"Prisma, Rimi, Selver",,dry_other,other,other,,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
42080,Hipp õunapüree virsiku ja metsamarja öko 4k,Hipp,,other,"Prisma, Rimi",,produce_apples_pears,produce,produce,produce_apples_pears,high,produce,produce_apples_pears,high,
42089,"Nestea roheline jäätee tsitrusega 1,5L",Nestea,1.5 l,other,"Coop, Prisma",,drinks_tea_coffee,drinks,drinks,drinks_tea_coffee,high,drinks,drinks_tea_coffee,high,
