product_id,name,brand,size_text,current_food_group,current_sub_code,category_1,category_2,category_3,source_url,image_url,last_seen_utc,food_group,sub_code,food_group_corrected,new_sub_code,confidence,reason,food_group_corrected_prev_v4,new_sub_code_prev_v4,confidence_prev_v4,reason_prev_v4
23902,KM Porgandikimp,KM Porgandikimp,,other,,,,,https://prismamarket.ee/en/toode/km-porgandikimp/6414894502214,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6414894502214.jpg,2025-08-29 15:32:04.658407+00,other,,produce,produce_root_veg,high,carrot,,,,
23904,Kotimaista sibul pakitud 1kg,Kotimaista,1 kg,other,,,,,https://prismamarket.ee/toode/kotimaista-sibul-pakitud-1kg/6414894500029,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6414894500029.jpg,2025-08-29 15:32:10.036051+00,other,,produce,produce_root_veg,high,veg keyword,,,,
23907,"“MOHAPX” Päevalilleseemned, koorimata, röstitud, soolased",“MOHAPX”,,other,,,,,https://prismamarket.ee/toode/mohapx-paevalilleseemned-koorimata-rostitud-soolased/8594181462013,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8594181462013.jpg,2025-08-29 15:32:15.449036+00,other,,other,dry_other,low,no hard rule match,,,,
23909,"Salat Mesclum, VITA VERDE, 100 g",Salat Mesculum,100 g,produce,,,,,https://prismamarket.ee/en/toode/salat-mesculum-100g/4740669040066,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740669040066.jpg,2025-08-29 15:32:18.18804+00,produce,,produce,produce_root_veg,low,no hard rule match,,,,
23920,"Bosto Quinoa, kolmevärviline 4x75 g","Bosto Quinoa,",4x75 g,other,,,,,https://prismamarket.ee/en/toode/bosto-quinoa-kolmevarviline-4x75-g/5410106070121,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/5410106070121.jpg,2025-08-29 15:32:23.121059+00,other,,other,dry_other,low,no hard rule match,,,,
23924,Coop valge shokolaadi tükid 100g küpsetamiseks,Coop,100 g,other,,,,,https://prismamarket.ee/en/toode/coop-valge-shokolaadi-tukid-100g-kupsetamiseks/7340191147232,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340191147232.jpg,2025-11-03 02:33:49.480345+00,other,,other,dry_other,low,no hard rule match,,,,
23926,Dr.Oetker vanillimaitseline koogitäidisepulber dr. Oetker 230 g,Dr.Oetker,230 g,other,,,,,https://prismamarket.ee/en/toode/droetker-vanillimaitseline-koogitaidisepulber-dr-oetker-230-g/5701073061305,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/5701073061305.jpg,2025-08-29 15:32:28.427611+00,other,,other,dry_other,low,no hard rule match,,,,
23942,Ploom tume 500 g,Ploom,500 g,other,,,,,https://prismamarket.ee/en/toode/ploom-tume-500-g/4740669024523,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4740669024523.jpg,2025-08-29 15:32:33.041359+00,other,,other,dry_other,low,no hard rule match,,,,
23945,"Dr.Oetker pehmed kuldsed suhkrupärlid, 42g",Dr.Oetker,42 g,other,,,,,https://prismamarket.ee/toode/droetker-pehmed-kuldsed-suhkruparlid-42g/5701073061190,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/5701073061190.jpg,2025-08-29 15:32:34.978872+00,other,,other,dry_other,low,no hard rule match,,,,
23952,Mogyi Kõrvitsaseemned röstitu soola 130g,Mogyi Kõrvitsaseemned,130 g,other,,,,,https://prismamarket.ee/toode/mogyi-korvitsaseemned-rostitu-soola-130g/5997347540267,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/5997347540267.jpg,2025-08-29 15:32:37.972844+00,other,,other,dry_other,low,no hard rule match,,,,
23967,Urtekram ökoloogiline gluteenivaba neljaviljapuder 700 g,Urtekram,700 g,other,,,,,https://prismamarket.ee/en/toode/urtekram-okoloogiline-gluteenivaba-neljaviljapuder-700-g/5765228123393,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/5765228123393.jpg,2025-08-29 15:32:44.074753+00,other,,other,dry_other,low,no hard rule match,,,,
23976,Coop Granola Salted Caramel 500g,Coop Granola,500 g,other,,,,,https://prismamarket.ee/en/toode/coop-granola-salted-caramel-500g/7340191163621,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340191163621.jpg,2025-08-29 15:32:48.57591+00,other,,other,dry_other,low,no hard rule match,,,,
23978,Bosto Pruun pärklkuskuss 4x75g,Bosto Pruun,4x75 g,other,,,,,https://prismamarket.ee/en/toode/bosto-pruun-parklkuskuss-4x75g/5410106070688,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/5410106070688.jpg,2025-08-29 15:32:50.971671+00,other,,other,dry_other,low,no hard rule match,,,,
23987,Ace valgendaja lavendliga 1 l,Ace,1 l,other,,,,,https://prismamarket.ee/en/toode/ace-valgendaja-lavendliga-1-l/8001480022621,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/8001480022621.jpg,2025-08-29 15:32:56.331484+00,other,,other,dry_other,low,no hard rule match,,,,
23997,Olivado avokaadoõli külmpressitud 250 ml,Olivado,250 ml,dry_preserves,,,,,https://prismamarket.ee/en/toode/olivado-avokaadooli-kulmpressitud-250-ml/9421009030347,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/9421009030347.jpg,2025-08-29 15:33:01.960858+00,dry_preserves,,dry_preserves,dry_other,low,no hard rule match,,,,
24030,Miyata sushimatt,Miyata,,other,,,,,https://prismamarket.ee/en/toode/miyata-sushimatt/6933362462992,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6933362462992.jpg,2025-08-29 15:33:04.819992+00,other,,other,dry_other,low,no hard rule match,,,,
24035,Mikrokiudlapp 2tk,Mikrokiudlapp,2 pcs,other,,,,,https://prismamarket.ee/toode/mikrokiudlapp-2tk/7300156586988,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7300156586988.jpg,2025-08-29 15:33:07.348512+00,other,,other,dry_other,low,no hard rule match,,,,
24050,Salt odyssey vürtsikad meresoolahelbed suitsupaprikaga 100 g,Salt,100 g,other,,,,,https://prismamarket.ee/en/toode/salt-odyssey-vurtsikad-meresoolahelbed-suitsupaprikaga-100-g/5200113802620,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/5200113802620.jpg,2025-08-29 15:33:09.421859+00,other,,other,dry_other,low,no hard rule match,,,,
24085,Coop Popcorn 100g,Coop Popcorn,100 g,other,,,,,https://prismamarket.ee/en/toode/coop-popcorn-100g/7340011456704,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340011456704.jpg,2025-08-29 15:33:12.739096+00,other,,other,dry_other,low,no hard rule match,,,,
24088,WC-geel Harpic Power Plus 750ml,WC-geel Harpic,750 ml,other,,,,,https://prismamarket.ee/en/toode/wc-geel-harpic-power-plus-750ml/5714970008472,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/5714970008472.webp,2025-11-03 02:33:52.003414+00,other,,household,hh_cleaners,high,cleaning block,,,,
24090,Sini käsnlapp kuiv 18x2 cm 3 tk,Sini,3 pcs,other,,,,,https://prismamarket.ee/en/toode/sini-kasnlapp-kuiv-18x2-cm-3-tk/6423800034787,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6423800034787.jpg,2025-08-29 15:33:19.615659+00,other,,other,dry_other,low,no hard rule match,,,,
24102,Vileda riidepuhastusrull 58 lehte,Vileda,,other,,,,,https://prismamarket.ee/en/toode/vileda-riidepuhastusrull-58-lehte/4023103126251,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/4023103126251.webp,2025-11-03 02:33:53.999951+00,other,,household,hh_cleaners,high,cleaning block,,,,
24156,Rainbow põrandahari + kühvel,Rainbow,,other,,,,,https://prismamarket.ee/en/toode/rainbow-porandahari-kuhvel/6415711405466,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6415711405466.jpg,2025-08-29 15:33:23.617931+00,other,,other,dry_other,low,no hard rule match,,,,
24159,Santa maria salvei 9g,Santa,9 g,other,,,,,https://prismamarket.ee/en/toode/santa-maria-salvei-9g/7311311027581,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7311311027581.jpg,2025-08-29 15:33:26.594978+00,other,,produce,produce_berries,high,berries,,,,
24168,Coop konsentreeritud köögiviljafond 4x24g,Coop,4x24 g,produce,,,,,https://prismamarket.ee/en/toode/coop-konsentreeritud-koogiviljafond-4x24g/7340191105713,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7340191105713.jpg,2025-08-29 15:33:28.563888+00,produce,,produce,produce_root_veg,low,no hard rule match,,,,
24170,Marabou Premium tume šokolaad 100 g,Marabou Premium,100 g,other,,,,,https://prismamarket.ee/toode/marabou-premium-tume-sokolaad-100-g/7622400928574,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/7622400928574.jpg,2025-08-29 15:33:30.557218+00,other,,other,dry_other,low,no hard rule match,,,,
24195,Sini niiske põrandalapp 42x30 cm 12 tk,Sini,12 pcs,other,,,,,https://prismamarket.ee/en/toode/sini-niiske-porandalapp-42x30-cm-12-tk/6423800037498,https://pub-456e0394f08c44ad9eaf480b72ed7253.r2.dev/products/prisma/6423800037498.jpg,2025-08-29 15:33:32.539405+00,other,,other,dry_other,low,no hard rule match,,,,
