product_id,name,brand,size_text,food_group,stores_sample,current_sub_code,new_sub_code,food_group_corrected,food_group_corrected_prev,new_sub_code_prev,confidence
171511,Pähklinäpp soolakaramellis maapähkel 200 g,Pähklinäpp,200 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,sweets_nuts_driedfruit,sweets_snacks,sweets_snacks,sweets_candies,high
20079,Pähklinäpp vaarikakuubikud 85 g,Pähklinäpp,85 g,dry_preserves,"Coop, Prisma, Rimi",,produce_berries,produce,dry_preserves,dry_other,high
20057,Pähklisegu rosinatega 300g,Pähklisegu,300 g,dry_preserves,Prisma,,sweets_nuts_driedfruit,sweets_snacks,dry_preserves,dry_other,high
1115,Pähkli-šokolaadicroissant,Pähkli-šokolaadicroissant,,dry_preserves,Prisma,,bakery_buns_croissants,bakery,sweets_snacks,sweets_chocolate_bars,high
21526,"Pähklite segu, 200 g",Pähklite,200 g,dry_preserves,"Coop, Prisma, Selver",,sweets_nuts_driedfruit,sweets_snacks,sweets_snacks,sweets_nuts_driedfruit,high
21263,"Panzani pasta coquillette 400 g, gluteenivaba",Panzani,400 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,bakery_gluten_free,bakery,dry_preserves,dry_pasta_rice,high
22210,Panzani pasta macaroni 500 g,Panzani,500 g,dry_preserves,"Coop, Prisma, Selver",,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
21638,"Panzani pasta penne 400 g, gluteenivaba",Panzani,400 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,bakery_gluten_free,bakery,dry_preserves,dry_pasta_rice,high
2933,Panzani pasta penne 500 g,Panzani,500 g,dry_preserves,"Coop, Prisma, Selver",,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
68366,Panzani pasta spaghetti 500 g,Panzani,500 g,dry_preserves,"Coop, Prisma, Selver",,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
22571,Panzani Selezione Di Chef Tagliatelle pasta munaga 400 g,Panzani Selezione,400 g,dry_preserves,"Coop, Prisma, Rimi, Selver",,dairy_eggs,dairy_eggs_fats,dry_preserves,dry_pasta_rice,high
68011,Panzani tagliatelle pastapesad 500g,Panzani,500 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
21606,Papa kikerherne jahu 1kg,Papa,1 kg,dry_preserves,"Coop, Prisma, Selver",,dry_groats_beans,dry_preserves,dry_preserves,dry_flour_sugar_baking,high
12325,Pasta bolognese 335 g,Pasta,335 g,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
2186,"Pastapliiats r-301 classic stickgrip 1.0, 3 sinist riputuspakis",Pastapliiats,,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
71533,Pasta sarveke 1 kg,Pasta,1 kg,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
21560,Paulúns seemnemüsli 350g,Paulúns,350 g,dry_preserves,Prisma,,dry_cereals_muesli,dry_preserves,dry_preserves,dry_cereals_muesli,high
20005,PCD soolatud maapähklid 200 g,PCD,200 g,dry_preserves,"Coop, Prisma, Selver",,fish_salted_smoked,meat_fish,sweets_snacks,sweets_nuts_driedfruit,high
5188,„Piri-Piri“ broilerikoivad 600 g,„Piri-Piri“,600 g,dry_preserves,Prisma,,meat_poultry,meat_fish,sauces_oils,oils_other,high
7566,Põhjamaine seakael truffee kastmes 450 g,Põhjamaine,450 g,dry_preserves,Prisma,,dry_other,dry_preserves,dry_preserves,dry_other,high
3012,Pomi tomatipasta 200 g,Pomi,200 g,dry_preserves,"Prisma, Rimi, Selver",,produce_root_veg,produce,dry_preserves,dry_pasta_rice,high
42546,PÕNN Ökoloogilised Riisivahvlid vaarika ja banaaniga 40 g 8+ 40g,PÕNN Ökoloogilised,40 g,dry_preserves,"Coop, Prisma, Rimi",,produce_tropical,produce,sweets_snacks,sweets_waffles_cakes,high
6963,Pons väärisoliiviõli 500 ml,Pons,500 ml,dry_preserves,Prisma,,oils_olive,sauces_oils,sauces_oils,oils_olive,high
20542,Preah vihear jasmiiniriis 1kg,Preah,1 kg,dry_preserves,Prisma,,dry_pasta_rice,dry_preserves,dry_preserves,dry_pasta_rice,high
